Analyzed: Oh No It's Zombies Arctic Updated (372)

ID : 0 PlayerName: Salem Race: Terran
ID : 1 PlayerName: Frosky Race: Terran
ID : 2 PlayerName: limitcalm Race: Terran
ID : 3 PlayerName: Juuggernaut Race: Terran
ID : 4 PlayerName: PrimeSTEMI Race: Zerg
ID : 5 PlayerName: newdawn Race: Terran
ID : 6 PlayerName: WriterIdle Race: Terran
ID : 7 PlayerName: Security Race: MechaZerg
PrimeSTEMI Zombie Loss
Public Lobby

Game Length:[35:011]
Players ammount: 8
Marine rank avg: 9,5
GrandMaster ammount: 3
PURCHASES: 
[00:588] Salem Unlocked AssaultRifle
[00:916] Salem Placed/Upgraded MiningDroid
[00:988] Salem Unlocked Shotgun
[03:005] Salem Unlocked SuperStimpack
[04:301] Salem Unlocked SpecOpsShotgun
[06:712] Salem Unlocked Stimpack
[07:588] Salem Unlocked BioMechanicalRepairDrone
[08:846] Salem Unlocked HighPrecisionBeams
[10:359] Salem Unlocked SpecOpsSuperStimpack
[11:905] Salem Placed/Upgraded HealingDrone
[12:888] Salem Placed/Upgraded HealingDrone
[13:716] Salem Unlocked HazmatSuit
[13:725] Salem Unlocked AdvancedHazmatSuit
[13:792] Salem Unlocked MedicShield
[13:812] Salem Unlocked QuantumBackpack
[15:344] Salem Unlocked OpticalVisor
[15:720] Salem Placed/Upgraded HealingDrone
[16:355] Salem Unlocked AutoTurret
[16:497] Salem Unlocked FlameTurret
[16:537] Salem Unlocked HeavyTurret
[18:335] Salem Placed/Upgraded AutoTurret
[18:676] Salem Placed/Upgraded AutoTurret
[18:857] Salem Placed/Upgraded AutoTurret
[19:038] Salem Placed/Upgraded AutoTurret
[19:341] Salem Unlocked RechargeDrone
[19:353] Salem Unlocked SpecOpsBioMechanicalRepairDrone
[19:594] Salem Placed/Upgraded HealingDrone
[19:768] Salem Placed/Upgraded HealingDrone
[20:494] Salem Placed/Upgraded HealingDrone
[22:692] Salem Placed/Upgraded AutoTurret
[22:880] Salem Placed/Upgraded AutoTurret
[23:115] Salem Placed/Upgraded AutoTurret
[23:776] Salem Placed/Upgraded HealingDrone
[23:995] Salem Placed/Upgraded HealingDrone
[24:372] Salem Placed/Upgraded AutoTurret
[24:571] Salem Placed/Upgraded AutoTurret
[24:767] Salem Placed/Upgraded AutoTurret
[25:154] Salem Placed/Upgraded AutoTurret
[25:347] Salem Placed/Upgraded AutoTurret
[25:550] Salem Placed/Upgraded AutoTurret
[30:025] Salem Placed/Upgraded AutoTurret
