Analyzed: Oh No It's Zombies Arctic Map (139)

ID : 0 PlayerName: Frosky Race: Zerg
ID : 1 PlayerName: KERT Race: Terran
ID : 2 PlayerName: RedReaperz Race: Terran
ID : 3 PlayerName: PokeMyMom Race: Terran
ID : 4 PlayerName: Aiax Race: Terran
ID : 5 PlayerName: spairbrains Race: Terran
ID : 6 PlayerName: Savvwah Race: Terran
ID : 7 PlayerName: Security Race: Terran Mengsk
Frosky Zombie Win
Public Lobby

Game Length:[28:960]
Players ammount: 8
Marine rank avg: 5
GrandMaster ammount: 1
PURCHASES: 
[01:429] Frosky Spawned MassiveCocoon
[02:869] Frosky Spawned InfestedAbomination
[04:007] Frosky Spawned MassiveCocoon
[05:447] Frosky Spawned Anubalisk
[05:575] Frosky Spawned MassiveCocoon
[07:015] Frosky Spawned PrimalTownHallUprooted
[07:874] Frosky Spawned MassiveCocoon
[08:163] Frosky Placed/Upgraded PrimalSunkenColony
[08:164] Frosky Bought SunkenColony
[09:314] Frosky Spawned Anubalisk
[09:652] Frosky Bought CreepSpeed
[10:378] Frosky Bought BuildExtractorExcavationZone
[10:378] Frosky Placed/Upgraded AutomatedExtractor
[11:952] Frosky Spawned MassiveCocoon
[13:269] Frosky Bought UnlockDropPods
[13:392] Frosky Spawned InfestedAbomination
[14:300] Frosky Placed/Upgraded NydusCanalCreeper
[14:579] Frosky Spawned MassiveCocoon
[15:196] Frosky Placed/Upgraded LocustNest
[16:019] Frosky Spawned Anubalisk
[16:310] Frosky Bought BuildExtractorProcessingFacilities
[16:310] Frosky Placed/Upgraded AutomatedExtractor
[16:348] Frosky Bought BuildExtractorScienceLabs
[16:348] Frosky Placed/Upgraded AutomatedExtractor
[17:076] Frosky Spawned MassiveCocoon
[17:326] Frosky Placed/Upgraded NydusCanalCreeper
[18:070] Frosky Bought VirulentCreep
[18:516] Frosky Spawned Anubalisk
[19:232] Frosky Spawned MassiveCocoon
[19:701] Frosky Placed/Upgraded NydusCanalCreeper
[20:374] Frosky Spawned MassiveCocoon
[20:671] Frosky Spawned Anubalisk
[21:053] Frosky Bought SiphonFuel
[21:529] Frosky Placed/Upgraded NydusCanalCreeper
[21:814] Frosky Spawned Anubalisk
[21:965] Frosky Bought BuildExtractorManufacturingSector
[21:965] Frosky Placed/Upgraded AutomatedExtractor
[22:294] Frosky Spawned MassiveCocoon
[22:707] Frosky Placed/Upgraded LocustNest
[22:947] Frosky Placed/Upgraded NydusCanalCreeper
[23:308] Frosky Spawned MassiveCocoon
[23:734] Frosky Spawned Anubalisk
[24:193] Frosky Spawned MassiveCocoon
[24:215] Frosky Spawned MassiveCocoon
[24:461] Frosky Bought SiphonFuel
[24:748] Frosky Spawned Anubalisk
[24:780] Frosky Placed/Upgraded NydusCanalCreeper
[25:336] Frosky Spawned MassiveCocoon
[25:633] Frosky Spawned Anubalisk
[25:655] Frosky Spawned Anubalisk
[26:198] Frosky Placed/Upgraded NydusCanalCreeper
[26:439] Frosky Spawned MassiveCocoon
[26:776] Frosky Spawned Anubalisk
[26:908] Frosky Bought BuildExtractorScienceLabs
[26:958] Frosky Spawned MassiveCocoon
[27:565] Frosky Bought SiphonFuel
[27:879] Frosky Spawned Anubalisk
[28:213] Frosky Spawned MassiveCocoon
[28:398] Frosky Spawned Anubalisk
[00:572] KERT Unlocked AssaultRifle
[00:656] KERT Placed/Upgraded MiningDroid
[00:755] KERT Unlocked BeamRifle
[03:801] KERT Unlocked AdvancedDroidEngines
[03:867] KERT Unlocked MotionSensor
[04:533] KERT Placed/Upgraded SensorTower
[07:192] KERT Unlocked FragGrenade
[12:934] KERT Unlocked TurboDroidEngines
[13:080] KERT Placed/Upgraded MiningDroid
[14:370] KERT Unlocked EnergySuit
[14:371] KERT Unlocked ShieldSuit
[14:371] KERT Unlocked AdvancedShieldSuit
[14:371] KERT Unlocked CombatSuit
[14:371] KERT Unlocked AdvancedCombatSuit
[14:371] KERT Unlocked HazmatSuit
[14:371] KERT Unlocked AdvancedHazmatSuit
[14:371] KERT Unlocked EnergySuit
[14:823] KERT Unlocked MedicShield
[25:520] KERT Unlocked SpecOpsPlasmaRifle
[00:572] RedReaperz Unlocked AssaultRifle
[00:651] RedReaperz Placed/Upgraded MiningDroid
[00:888] RedReaperz Unlocked ArcWelder
[02:619] RedReaperz Unlocked Stimpack
[04:842] RedReaperz Unlocked AdvancedDroidEngines
[07:118] RedReaperz Unlocked TurboDroidEngines
[08:566] RedReaperz Unlocked BioMechanicalRepairDrone
[08:593] RedReaperz Unlocked CombatAccelerationDrone
[08:688] RedReaperz Placed/Upgraded HealingDrone
[09:604] RedReaperz Placed/Upgraded HealingDrone
[09:860] RedReaperz Placed/Upgraded HealingDrone
[12:775] RedReaperz Unlocked PsiDisrupter
[12:860] RedReaperz Unlocked PsiDepressor
[13:432] RedReaperz Placed/Upgraded PsiIndoctrinator
[14:852] RedReaperz Placed/Upgraded PsiIndoctrinator
[15:161] RedReaperz Unlocked AutoTurret
[15:426] RedReaperz Placed/Upgraded AutoTurret
[15:777] RedReaperz Unlocked HeavyTurret
[19:253] RedReaperz Placed/Upgraded AutoTurret
[20:286] RedReaperz Placed/Upgraded HealingDrone
[20:644] RedReaperz Placed/Upgraded HealingDrone
[00:572] PokeMyMom Unlocked AssaultRifle
[01:767] PokeMyMom Placed/Upgraded MiningDroid
[03:347] PokeMyMom Placed/Upgraded MiningDroid
[06:041] PokeMyMom Unlocked CloakingDevice
[06:271] PokeMyMom Unlocked CombatSuit
[06:272] PokeMyMom Unlocked ShieldSuit
[06:272] PokeMyMom Unlocked AdvancedShieldSuit
[06:272] PokeMyMom Unlocked CombatSuit
[06:272] PokeMyMom Unlocked AdvancedCombatSuit
[06:272] PokeMyMom Unlocked HazmatSuit
[06:272] PokeMyMom Unlocked AdvancedHazmatSuit
[06:272] PokeMyMom Unlocked CombatSuit
[09:583] PokeMyMom Unlocked HellfireRocketLauncher
[11:350] PokeMyMom Unlocked SpecOpsHellfireRocketLauncher
[14:498] PokeMyMom Unlocked RocketLauncherMod1
[14:571] PokeMyMom Unlocked AdvancedCombatSuit
[14:572] PokeMyMom Unlocked CombatSuit
[14:572] PokeMyMom Unlocked AdvancedCombatSuit
[15:235] PokeMyMom Unlocked MedicShield
[00:572] Aiax Unlocked AssaultRifle
[00:887] Aiax Placed/Upgraded MiningDroid
[00:967] Aiax Unlocked FragGrenade
[00:981] Aiax Unlocked SpecOpsFragGrenade
[03:905] Aiax Unlocked AdvancedDroidEngines
[10:066] Aiax Unlocked TurboDroidEngines
[11:833] Aiax Unlocked Teleporter
[11:980] Aiax Unlocked CombatShield
[14:583] Aiax Placed/Upgraded MiningDroid
[19:006] Aiax Unlocked HellfireRocketLauncher
[00:572] spairbrains Unlocked AssaultRifle
[02:276] spairbrains Placed/Upgraded MiningDroid
[10:369] spairbrains Unlocked BeamRifle
[10:546] spairbrains Unlocked SpecOpsPlasmaRifle
[10:626] spairbrains Unlocked LongRangeScope
[10:682] spairbrains Unlocked CorrosivePlasma
[10:698] spairbrains Unlocked PlasmaRifleMod3
[12:089] spairbrains Unlocked SuperHealingDrone
[00:572] Savvwah Unlocked AssaultRifle
[01:888] Savvwah Unlocked SpecOpsAssaultRifle
[04:776] Savvwah Unlocked AdvancedDroidEngines
[05:995] Savvwah Unlocked SuperStimpack
[08:766] Savvwah Unlocked TitaniumBulletCasings
[09:408] Savvwah Unlocked PsiDisrupter
[14:835] Savvwah Unlocked Shieldsiotunlocked
[14:836] Savvwah Unlocked ShieldSuit
[14:836] Savvwah Unlocked AdvancedShieldSuit
[14:836] Savvwah Unlocked CombatSuit
[14:836] Savvwah Unlocked AdvancedCombatSuit
[14:836] Savvwah Unlocked HazmatSuit
[14:836] Savvwah Unlocked AdvancedHazmatSuit
[14:836] Savvwah Unlocked ShieldSuit
[14:906] Savvwah Unlocked AdvancedShieldSuit
[14:907] Savvwah Unlocked ShieldSuit
[14:907] Savvwah Unlocked AdvancedShieldSuit
[20:899] Savvwah Unlocked IncendiaryGrenade
[21:732] Savvwah Unlocked OverloadWeapon
Frosky First Alpha InfestedAbomination |  Win

Frosky Placed 0 Greaters.
--------------------------------
