Analyzed: Oh No It's Zombies Arctic Updated (488)

ID : 0 PlayerName: Frosky Race: Terran
ID : 1 PlayerName: BattleHero Race: Terran
ID : 2 PlayerName: Sonny Race: Terran
ID : 3 PlayerName: WriterIdle Race: Terran
ID : 4 PlayerName: MacNCheese Race: Zerg
ID : 5 PlayerName: deatheater Race: Terran
ID : 6 PlayerName: Dkare Race: Terran
ID : 7 PlayerName: Security Race: MechaZerg
MacNCheese Zombie Win
Public Lobby

Game Length:[33:035]
Players ammount: 8
Marine rank avg: 7,333333333333333
GrandMaster ammount: 2
PURCHASES: 
[00:588] Frosky Unlocked AssaultRifle
[00:667] Frosky Placed/Upgraded MiningDroid
[00:755] Frosky Unlocked SpecOpsAssaultRifle
[03:480] Frosky Unlocked AdvancedDroidEngines
[09:851] Frosky Unlocked AutoTargetingSystem
[14:869] Frosky Unlocked Stimpack
[14:928] Frosky Unlocked MedicShield
[18:959] Frosky Unlocked CombatSuit
[00:588] BattleHero Unlocked AssaultRifle
[01:735] BattleHero Placed/Upgraded MiningDroid
[03:605] BattleHero Unlocked CombatSuit
[03:656] BattleHero Unlocked AdvancedCombatSuit
[04:227] BattleHero Unlocked IncendiaryGrenade
[06:684] BattleHero Unlocked Shotgun
[08:759] BattleHero Unlocked SpecOpsShotgun
[12:815] BattleHero Unlocked IncendiaryBullets
[13:981] BattleHero Unlocked PsiDisrupter
[14:128] BattleHero Unlocked SpecOpsPsiDisruptor
[18:960] BattleHero Bought ShieldSuit
[18:960] BattleHero Bought CombatSuit
[18:960] BattleHero Bought HazmatSuit
[18:960] BattleHero Bought CombatSuit
[19:720] BattleHero Placed/Upgraded PsiIndoctrinator
[20:911] BattleHero Placed/Upgraded MiningDroid
[25:078] BattleHero Unlocked SpecOpsIncendiaryGrenade
[30:667] BattleHero Placed/Upgraded PsiIndoctrinator
[00:588] Sonny Unlocked AssaultRifle
[00:921] Sonny Placed/Upgraded MiningDroid
[01:547] Sonny Unlocked SpecOpsAssaultRifle
[03:207] Sonny Unlocked AdvancedDroidEngines
[03:606] Sonny Bought ShieldSuit
[03:606] Sonny Bought CombatSuit
[03:606] Sonny Bought HazmatSuit
[03:606] Sonny Bought CombatSuit
[03:657] Sonny Bought CombatSuit
[07:323] Sonny Unlocked AutoTargetingSystem
[08:291] Sonny Unlocked PsiDisrupter
[09:249] Sonny Unlocked SpecOpsPsiDisruptor
[10:198] Sonny Placed/Upgraded PsiIndoctrinator
[13:047] Sonny Unlocked AIAssistant
[13:319] Sonny Unlocked ForceFieldGrenade
[00:588] WriterIdle Unlocked AssaultRifle
[00:692] WriterIdle Placed MiningDroid
