Analyzed: Oh No It's Zombies Arctic Updated (184)

ID : 0 PlayerName: Frosky Race: Zerg
ID : 1 PlayerName: TripleJay Race: Terran
ID : 2 PlayerName: Cruel Race: Terran
ID : 3 PlayerName: Corota Race: Terran
ID : 4 PlayerName: Craxle Race: Terran
ID : 5 PlayerName: timbit Race: Terran
ID : 6 PlayerName: MonsterDread Race: Terran
ID : 7 PlayerName: Security Race: Terran
Frosky Zombie Win
Public Lobby

Game Length:[19:414]
Players ammount: 8
Marine rank avg: 5,833333333333333
GrandMaster ammount: 2
PURCHASES: 
[00:698] Frosky Spawned MassiveCocoon
[01:987] Frosky Placed/Upgraded GreaterNydusWorm
[02:138] Frosky Spawned Hunter
[04:629] Frosky Spawned MassiveCocoon
[06:069] Frosky Spawned Hunter
[08:021] Frosky Bought CreepSpeed
[11:237] Frosky Bought CreepSpeed
[13:848] Frosky Bought StrainSpeed
[13:857] Frosky Bought StrainSpeed
[15:099] Frosky Placed/Upgraded ToxicNest
[15:105] Frosky Placed/Upgraded ToxicNest
[15:640] Frosky Bought VirulentCreep
[15:867] Frosky Placed/Upgraded ToxicNest
[15:869] Frosky Placed/Upgraded ToxicNest
[16:980] Frosky Placed/Upgraded ToxicNest
[16:984] Frosky Placed/Upgraded ToxicNest
[17:097] Frosky Placed/Upgraded ToxicNest
[17:569] Frosky Bought StrainVolatile
[17:997] Frosky Placed/Upgraded Virophage
[18:628] Frosky Bought PureStrainVolatile
[19:707] Frosky Bought AdvancedInfestationContainment
[21:322] Frosky Placed/Upgraded Virophage
[22:804] Frosky Bought SpawnNydusWorm
[24:558] Frosky Bought KaboomerStrain
[24:608] Frosky Placed/Upgraded GreaterNydusWorm
[27:841] Frosky Bought PureStrainSpeed
[27:851] Frosky Bought StrainVolatile
[27:865] Frosky Bought PureStrainVolatile
[29:742] Frosky Bought HunterlingStrain
[31:676] Frosky Bought DropshipsFueled
[34:193] Frosky Bought SweepingInfestation
[34:193] Frosky Bought UltimateInfestationResearched
[39:908] Frosky Bought BuildExtractorScienceLabs
[39:908] Frosky Placed/Upgraded AutomatedExtractor
[39:937] Frosky Bought BuildExtractorManufacturingSector
[39:937] Frosky Placed/Upgraded AutomatedExtractor
[39:955] Frosky Bought BuildExtractorProcessingFacilities
[39:955] Frosky Placed/Upgraded AutomatedExtractor
[39:974] Frosky Bought BuildExtractorExcavationZone
[39:974] Frosky Placed/Upgraded AutomatedExtractor
[42:516] Frosky Spawned MassiveCocoon
[43:956] Frosky Spawned Lurker
[57:056] Frosky Spawned MassiveCocoon
[57:117] Frosky Bought PureStrainSpeed
[57:130] Frosky Bought HunterlingStrain
[57:153] Frosky Bought StrainSpeed
[57:170] Frosky Bought PureStrainSpeed
[57:186] Frosky Bought KaboomerStrain
[57:194] Frosky Bought HunterlingStrain
[58:496] Frosky Spawned Anubalisk
[00:588] TripleJay Unlocked AssaultRifle
[00:677] TripleJay Placed/Upgraded MiningDroid
[03:631] TripleJay Unlocked SpecOpsAssaultRifle
[03:746] TripleJay Unlocked CombatSuit
[03:747] TripleJay Unlocked ShieldSuit
[03:747] TripleJay Unlocked AdvancedShieldSuit
[03:747] TripleJay Unlocked CombatSuit
[03:747] TripleJay Unlocked AdvancedCombatSuit
[03:747] TripleJay Unlocked HazmatSuit
[03:747] TripleJay Unlocked AdvancedHazmatSuit
[03:747] TripleJay Unlocked CombatSuit
[06:081] TripleJay Unlocked Teleporter
[10:862] TripleJay Unlocked AdvancedDroidEngines
[10:998] TripleJay Unlocked TitaniumBulletCasings
[13:938] TripleJay Unlocked AdvancedCombatSuit
[13:939] TripleJay Unlocked CombatSuit
[13:939] TripleJay Unlocked AdvancedCombatSuit
[00:588] Cruel Unlocked AssaultRifle
[00:734] Cruel Placed/Upgraded MiningDroid
[00:860] Cruel Unlocked BeamRifle
