Analyzed: Oh No It's Zombies Arctic Map (18)

ID : 0 PlayerName: Toxicpanda Race: Terran
ID : 1 PlayerName: Ascherit Race: Terran
ID : 2 PlayerName: MarFly Race: Terran
ID : 3 PlayerName: reefing Race: Terran
ID : 4 PlayerName: Frosky Race: Zerg
ID : 5 PlayerName: csiz Race: Terran
ID : 6 PlayerName: Tin Race: Terran
ID : 7 PlayerName: Security Race: Protoss
Frosky Zombie Loss
Private Lobby

Game Length:[33:562]
Players ammount: 8
Marine rank avg: 11
GrandMaster ammount: 6
PURCHASES: 
[00:572] Toxicpanda Unlocked AssaultRifle
[00:651] Toxicpanda Placed/Upgraded MiningDroid
[00:689] Toxicpanda Unlocked IncendiaryGrenade
[03:538] Toxicpanda Unlocked AdvancedDroidEngines
[05:770] Toxicpanda Unlocked Flamethrower
[05:836] Toxicpanda Unlocked SpecOpsFlamethrower
[08:451] Toxicpanda Unlocked Stimpack
[10:116] Toxicpanda Unlocked Teleporter
[10:130] Toxicpanda Unlocked BioMechanicalRepairDrone
[11:566] Toxicpanda Placed/Upgraded HealingDrone
[12:717] Toxicpanda Unlocked HazmatSuit
[12:721] Toxicpanda Unlocked AdvancedHazmatSuit
[14:066] Toxicpanda Placed/Upgraded MiningDroid
[14:099] Toxicpanda Unlocked AIAssistant
[14:954] Toxicpanda Placed/Upgraded HealingDrone
[15:416] Toxicpanda Unlocked CombatShield
[15:932] Toxicpanda Placed/Upgraded HealingDrone
[17:597] Toxicpanda Placed/Upgraded MiningDroid
[18:686] Toxicpanda Placed/Upgraded HealingDrone
[19:156] Toxicpanda Placed/Upgraded HealingDrone
[19:613] Toxicpanda Placed/Upgraded HealingDrone
[20:339] Toxicpanda Unlocked EnergyPack
[20:366] Toxicpanda Unlocked FlashBang
[21:677] Toxicpanda Placed/Upgraded HealingDrone
[22:636] Toxicpanda Placed/Upgraded HealingDrone
[23:166] Toxicpanda Placed/Upgraded HealingDrone
[23:959] Toxicpanda Placed/Upgraded HealingDrone
[25:131] Toxicpanda Unlocked MiningCharge
[26:455] Toxicpanda Placed/Upgraded NukePack
[26:757] Toxicpanda Placed/Upgraded HealingDrone
[27:170] Toxicpanda Placed/Upgraded HealingDrone
[27:448] Toxicpanda Placed/Upgraded HealingDrone
[28:679] Toxicpanda Unlocked AdvancedMiningCharge
[28:771] Toxicpanda Placed/Upgraded NukePack
[28:927] Toxicpanda Placed/Upgraded NukePack
[29:595] Toxicpanda Placed/Upgraded NukePack
[30:140] Toxicpanda Placed/Upgraded HealingDrone
[30:802] Toxicpanda Placed/Upgraded HealingDrone
