Analyzed: Oh No It's Zombies Arctic Map (14)

ID : 0 PlayerName: Frosky Race: Terran
ID : 1 PlayerName: Cereal Race: Terran
ID : 2 PlayerName: ZehN Race: Zerg
ID : 3 PlayerName: Salazar Race: Terran
ID : 4 PlayerName: Oglethorpe Race: Terran
ID : 5 PlayerName: ForPutin Race: Terran
ID : 6 PlayerName: BlueMAS Race: Terran
ID : 7 PlayerName: Security Race: Protoss
ZehN Zombie Loss
Public Lobby

Game Length:[41:044]
Players ammount: 8
Marine rank avg: 1,5
GrandMaster ammount: 1
PURCHASES: 
[00:572] Frosky Unlocked AssaultRifle
[00:651] Frosky Placed/Upgraded MiningDroid
[00:706] Frosky Unlocked Shotgun
[03:771] Frosky Unlocked AdvancedDroidEngines
[06:153] Frosky Unlocked ExplorationDroid
[06:198] Frosky Placed/Upgraded ExplorationDroid
[06:202] Frosky Placed/Upgraded ExplorationDroid
[06:333] Frosky Placed/Upgraded ExplorationDroid
[08:032] Frosky Unlocked Stimpack
[09:841] Frosky Unlocked SpecOpsShotgun
[11:017] Frosky Unlocked BioMechanicalRepairDrone
[12:345] Frosky Placed/Upgraded HealingDrone
[15:160] Frosky Unlocked SuperStimpack
[15:206] Frosky Unlocked CombatShield
[16:890] Frosky Placed/Upgraded MiningDroid
[17:657] Frosky Unlocked AIAssistant
[19:213] Frosky Placed/Upgraded HealingDrone
[19:793] Frosky Unlocked HighPrecisionBeams
[20:489] Frosky Placed/Upgraded HealingDrone
[20:913] Frosky Unlocked HazmatSuit
[22:210] Frosky Placed/Upgraded MiningDroid
[23:799] Frosky Unlocked AdvancedHazmatSuit
[25:417] Frosky Placed/Upgraded HealingDrone
[25:969] Frosky Placed/Upgraded HealingDrone
[30:060] Frosky Placed/Upgraded HealingDrone
[30:776] Frosky Unlocked SpecOpsBioMechanicalRepairDrone
[30:957] Frosky Placed/Upgraded HealingDrone
[31:345] Frosky Placed/Upgraded HealingDrone
[32:217] Frosky Unlocked EnergyPack
[33:421] Frosky Placed/Upgraded HealingDrone
[00:572] Cereal Unlocked AssaultRifle
[00:659] Cereal Placed MiningDroid
[01:242] Cereal Unlocked AdvancedDroidEngines
[05:542] Cereal Placed MiningDroid
[07:473] Cereal Unlocked ArcWelder
[10:093] Cereal Unlocked TurboDroidEngines
[12:952] Cereal Placed MiningDroid
[14:008] Cereal Unlocked AutoTurret
[14:118] Cereal Placed AutoTurret
[14:971] Cereal Placed AutoTurret
[15:362] Cereal Placed AutoTurret
[15:844] Cereal Placed MiningDroid
[16:733] Cereal Placed AutoTurret
[16:891] Cereal Placed AutoTurret
[18:155] Cereal Unlocked FlameTurret
[19:280] Cereal Unlocked Stimpack
[20:914] Cereal Bought ShieldSuit
[20:914] Cereal Bought CombatSuit
[20:914] Cereal Bought HazmatSuit
[20:914] Cereal Bought HazmatSuit
[21:335] Cereal Unlocked PsiDisrupter
[21:714] Cereal Placed PsiIndoctrinator
[23:441] Cereal Placed PsiIndoctrinator
[23:668] Cereal Placed AutoTurret
[23:800] Cereal Bought HazmatSuit
[23:928] Cereal Placed AutoTurret
[25:230] Cereal Unlocked MedicShield
[26:104] Cereal Placed PsiIndoctrinator
[26:483] Cereal Unlocked EnergySuit
[26:484] Cereal Unlocked EnergySuit
[26:652] Cereal Unlocked AdvancedEnergySuit
[26:653] Cereal Unlocked EnergySuit
[26:653] Cereal Unlocked AdvancedEnergySuit
[28:675] Cereal Placed MiningDroid
[29:336] Cereal Unlocked SpecOpsArcWelder
[31:244] Cereal Unlocked PsiDepressor
[31:669] Cereal Placed PsiIndoctrinator
[32:453] Cereal Placed AutoTurret
[32:590] Cereal Placed AutoTurret
[35:476] Cereal Placed AutoTurret
[35:826] Cereal Placed AutoTurret
[40:497] Cereal Placed AutoTurret
[00:568] ZehN Bought PlayerNumber
[00:818] ZehN Bought CreepSpeed
[02:707] ZehN Placed/Upgraded PrimalSunkenColony
[02:708] ZehN Bought SunkenColony
[04:742] ZehN Bought RegenerativeCreep
[04:814] ZehN Bought CreepSpeed
[06:619] ZehN Bought StrainHealth
[07:198] ZehN Bought SunkenColony
[07:860] ZehN Bought PureStrainHealth
[10:183] ZehN Bought StrainVolatile
[12:010] ZehN Bought PureStrainVolatile
[12:086] ZehN Bought BuildExtractorScienceLabs
[12:086] ZehN Placed/Upgraded AutomatedExtractor
[13:914] ZehN Bought VirulentCreep
[13:914] ZehN Bought VirulentCreep
[14:823] ZehN Placed/Upgraded Virophage
[16:332] ZehN Spawned MassiveCocoon
[17:772] ZehN Spawned Hunter
[17:822] ZehN Bought UnlockDropPods
[19:078] ZehN Placed/Upgraded NydusCanalCreeper
[20:552] ZehN Bought AdvancedPowerInfestation
[24:113] ZehN Bought EvolveDropPods
[24:392] ZehN Bought SpawnNydusWorm
[24:408] ZehN Bought SiphonFuel
[24:608] ZehN Spawned MassiveCocoon
[25:479] ZehN Bought KaboomerStrain
[25:512] ZehN Bought TankStrain
[26:129] ZehN Spawned MassiveCocoon
[26:484] ZehN Bought ShieldSuit
[26:484] ZehN Bought CombatSuit
[26:484] ZehN Bought HazmatSuit
[27:123] ZehN Bought BuildExtractorProcessingFacilities
[27:123] ZehN Placed/Upgraded AutomatedExtractor
[27:209] ZehN Spawned Underseer
[27:254] ZehN Placed/Upgraded Virophage
[28:076] ZehN Bought SiphonFuel
[28:825] ZehN Placed/Upgraded NydusCanalCreeper
[29:669] ZehN Spawned MassiveCocoon
[29:745] ZehN Spawned MassiveCocoon
[30:928] ZehN Bought DropshipsFueled
[31:109] ZehN Spawned InfestedAbomination
[31:185] ZehN Spawned PrimalTownHallUprooted
[32:128] ZehN Bought SweepingInfestation
[32:128] ZehN Bought UltimateInfestationResearched
[32:677] ZehN Placed/Upgraded NydusCanalCreeper
[33:122] ZehN Spawned MassiveCocoon
[33:131] ZehN Spawned MassiveCocoon
[33:862] ZehN Bought ConstructiveCreep
[33:875] ZehN Bought EvolveDropPods
[34:562] ZehN Spawned InfestedAbomination
[34:571] ZehN Spawned InfestedAbomination
[35:756] ZehN Placed/Upgraded GreaterNydusWorm
