Analyzed: Oh No It's Zombies Arctic Updated (562)

ID : 0 PlayerName: GreyWanderer Race: Terran
ID : 1 PlayerName: Frosky Race: Terran
ID : 2 PlayerName: OrangeRoom Race: Terran
ID : 3 PlayerName: Harto Race: Terran
ID : 4 PlayerName: Titans Race: Terran
ID : 5 PlayerName: notazergling Race: Zerg
ID : 6 PlayerName: oneandonly Race: Terran
ID : 7 PlayerName: Security Race: Zerg
notazergling Zombie Loss
Public Lobby

Game Length:[32:999]
Players ammount: 8
Marine rank avg: 10,333333333333334
GrandMaster ammount: 1
PURCHASES: 
[00:588] GreyWanderer Unlocked AssaultRifle
[00:732] GreyWanderer Placed/Upgraded MiningDroid
[02:713] GreyWanderer Unlocked AdvancedDroidEngines
[03:566] GreyWanderer Unlocked FragGrenade
[03:588] GreyWanderer Unlocked SpecOpsFragGrenade
[05:229] GreyWanderer Unlocked Shotgun
[06:536] GreyWanderer Unlocked TurboDroidEngines
[08:482] GreyWanderer Unlocked SpecOpsShotgun
[08:508] GreyWanderer Unlocked HighPrecisionBeams
[10:294] GreyWanderer Unlocked Shieldsiotunlocked
[10:306] GreyWanderer Unlocked AdvancedShieldSuit
[11:707] GreyWanderer Unlocked BioMechanicalRepairDrone
[11:730] GreyWanderer Unlocked SpecOpsBioMechanicalRepairDrone
[11:956] GreyWanderer Placed/Upgraded HealingDrone
[12:210] GreyWanderer Placed/Upgraded HealingDrone
[12:452] GreyWanderer Unlocked PsiDisrupter
[13:035] GreyWanderer Placed/Upgraded PsiIndoctrinator
[17:564] GreyWanderer Placed/Upgraded PsiIndoctrinator
[17:644] GreyWanderer Unlocked SpecOpsPsiDisruptor
[17:818] GreyWanderer Placed/Upgraded HealingDrone
[17:962] GreyWanderer Unlocked Stimpack
[18:042] GreyWanderer Unlocked SuperStimpack
[18:053] GreyWanderer Unlocked SpecOpsSuperStimpack
[18:383] GreyWanderer Placed/Upgraded HealingDrone
[18:602] GreyWanderer Unlocked CombatShield
[18:609] GreyWanderer Unlocked EnergyPack
[18:616] GreyWanderer Unlocked OpticalVisor
[20:961] GreyWanderer Placed/Upgraded HealingDrone
[21:172] GreyWanderer Placed/Upgraded HealingDrone
[21:799] GreyWanderer Placed/Upgraded MiningDroid
[23:792] GreyWanderer Placed/Upgraded HealingDrone
