Analyzed: Oh No It's Zombies Arctic Map (173)

ID : 0 PlayerName: Frosky Race: Terran
ID : 1 PlayerName: marekow Race: Terran
ID : 3 PlayerName: Spheres Race: Zerg
ID : 4 PlayerName: DeATH Race: Terran
ID : 5 PlayerName: SanduCostin Race: Terran
ID : 6 PlayerName: Loke Race: Terran
ID : 7 PlayerName: Security Race: Zerg
Spheres Zombie Loss
Public Lobby

Game Length:[36:113]
Players ammount: 7
Marine rank avg: 10,5
GrandMaster ammount: 3
PURCHASES: 
[00:572] Frosky Unlocked AssaultRifle
[00:651] Frosky Placed/Upgraded MiningDroid
[00:735] Frosky Unlocked Flamethrower
[00:745] Frosky Unlocked SpecOpsFlamethrower
[02:304] Frosky Unlocked AdvancedDroidEngines
[03:457] Frosky Unlocked TurboDroidEngines
[04:580] Frosky Unlocked BioMechanicalRepairDrone
[05:652] Frosky Placed/Upgraded HealingDrone
[06:337] Frosky Unlocked HazmatSuit
[06:345] Frosky Unlocked AdvancedHazmatSuit
[07:018] Frosky Unlocked CombatShield
[07:028] Frosky Unlocked AIAssistant
[07:099] Frosky Unlocked CryoFreeze
[08:517] Frosky Unlocked AutoTurret
[08:530] Frosky Unlocked HeavyTurret
[08:740] Frosky Placed/Upgraded AutoTurret
[08:928] Frosky Placed/Upgraded AutoTurret
[09:100] Frosky Placed/Upgraded AutoTurret
[10:054] Frosky Unlocked SpecOpsBioMechanicalRepairDrone
[10:424] Frosky Placed/Upgraded HealingDrone
[10:615] Frosky Placed/Upgraded HealingDrone
[11:048] Frosky Placed/Upgraded AutoTurret
[11:455] Frosky Placed/Upgraded AutoTurret
[12:743] Frosky Unlocked PsiDisrupter
[13:667] Frosky Placed/Upgraded PsiIndoctrinator
[15:439] Frosky Unlocked PsiDepressor
[16:669] Frosky Placed/Upgraded HealingDrone
[17:135] Frosky Placed/Upgraded HealingDrone
[19:999] Frosky Unlocked RechargeDrone
[20:180] Frosky Placed/Upgraded HealingDrone
[20:447] Frosky Placed/Upgraded HealingDrone
[20:909] Frosky Placed/Upgraded AutoTurret
[21:093] Frosky Placed/Upgraded AutoTurret
[21:328] Frosky Placed/Upgraded HealingDrone
[22:018] Frosky Placed/Upgraded AutoTurret
[23:579] Frosky Placed/Upgraded AutoTurret
[24:313] Frosky Unlocked Stimpack
[24:545] Frosky Unlocked MotionSensor
[24:582] Frosky Placed/Upgraded SensorTower
[24:973] Frosky Placed/Upgraded SensorTower
[25:460] Frosky Placed/Upgraded HealingDrone
