Analyzed: Oh No It's Zombies Arctic Updated (51)

ID : 0 PlayerName: INDUSTRY Race: Terran
ID : 1 PlayerName: Jzrocket Race: Terran
ID : 2 PlayerName: PrinceLuni Race: Terran
ID : 3 PlayerName: RyK Race: Terran
ID : 4 PlayerName: FireFurry Race: Zerg
ID : 5 PlayerName: Frosky Race: Terran
ID : 6 PlayerName: Aces Race: Terran
ID : 7 PlayerName: Security Race: 
FireFurry Zombie Loss
Public Lobby

Game Length:[38:636]
Players ammount: 8
Marine rank avg: 3,6666666666666665
GrandMaster ammount: 1
PURCHASES: 
[00:588] INDUSTRY Unlocked AssaultRifle
[00:879] INDUSTRY Placed/Upgraded MiningDroid
[00:937] INDUSTRY Unlocked Flamethrower
[04:085] INDUSTRY Unlocked SpecOpsFlamethrower
[05:963] INDUSTRY Unlocked CryoFreeze
[08:410] INDUSTRY Unlocked DefensiveMatrix
[14:997] INDUSTRY Unlocked OverloadWeapon
[16:886] INDUSTRY Placed/Upgraded MiningDroid
[17:898] INDUSTRY Placed/Upgraded MiningDroid
[00:588] Jzrocket Unlocked AssaultRifle
[01:187] Jzrocket Placed/Upgraded MiningDroid
[01:604] Jzrocket Unlocked AdvancedDroidEngines
[04:469] Jzrocket Unlocked SpecOpsAssaultRifle
[06:680] Jzrocket Unlocked Stimpack
[07:967] Jzrocket Unlocked TitaniumBulletCasings
[10:808] Jzrocket Unlocked CombatShield
[11:613] Jzrocket Unlocked TurboDroidEngines
[14:620] Jzrocket Unlocked AutoTurret
[14:650] Jzrocket Unlocked SpecOpsTurret
[15:521] Jzrocket Placed/Upgraded AutoTurret
[15:823] Jzrocket Placed/Upgraded AutoTurret
[16:106] Jzrocket Placed/Upgraded AutoTurret
[16:417] Jzrocket Placed/Upgraded AutoTurret
[16:693] Jzrocket Placed/Upgraded AutoTurret
[16:932] Jzrocket Unlocked BioMechanicalRepairDrone
[17:312] Jzrocket Unlocked SpecOpsBioMechanicalRepairDrone
[17:515] Jzrocket Placed/Upgraded HealingDrone
[18:160] Jzrocket Placed/Upgraded HealingDrone
[18:382] Jzrocket Placed/Upgraded HealingDrone
[20:031] Jzrocket Unlocked SuperStimpack
[20:048] Jzrocket Unlocked SpecOpsSuperStimpack
[21:535] Jzrocket Placed/Upgraded HealingDrone
[23:343] Jzrocket Placed/Upgraded AutoTurret
[24:088] Jzrocket Placed/Upgraded AutoTurret
[24:721] Jzrocket Unlocked EnergySuit
[24:722] Jzrocket Unlocked EnergySuit
[24:744] Jzrocket Unlocked AdvancedEnergySuit
[24:745] Jzrocket Unlocked EnergySuit
[24:745] Jzrocket Unlocked AdvancedEnergySuit
[24:882] Jzrocket Unlocked ForceFieldGrenade
[24:898] Jzrocket Unlocked SpecOpsForcefieldGrenade
[26:857] Jzrocket Placed/Upgraded AutoTurret
[27:529] Jzrocket Placed/Upgraded AutoTurret
[29:136] Jzrocket Placed/Upgraded AutoTurret
[32:711] Jzrocket Placed/Upgraded AutoTurret
[32:911] Jzrocket Placed/Upgraded AutoTurret
[00:588] PrinceLuni Unlocked AssaultRifle
[00:721] PrinceLuni Placed/Upgraded MiningDroid
[03:487] PrinceLuni Unlocked AdvancedDroidEngines
[04:832] PrinceLuni Unlocked SpecOpsAssaultRifle
[06:854] PrinceLuni Unlocked CombatSuit
[07:395] PrinceLuni Unlocked SuperStimpack
[09:367] PrinceLuni Unlocked OverloadWeapon
[10:328] PrinceLuni Unlocked AdvancedCombatSuit
[12:919] PrinceLuni Unlocked TitaniumBulletCasings
[14:117] PrinceLuni Placed/Upgraded MiningDroid
[15:199] PrinceLuni Unlocked CombatShield
[15:518] PrinceLuni Unlocked OpticalVisor
[17:020] PrinceLuni Unlocked MotionSensor
[17:139] PrinceLuni Unlocked MiningCharge
[18:567] PrinceLuni Placed/Upgraded NukePack
[20:418] PrinceLuni Unlocked AdvancedMiningCharge
[21:326] PrinceLuni Placed/Upgraded NukePack
[22:926] PrinceLuni Placed/Upgraded NukePack
[24:051] PrinceLuni Unlocked EnergyPack
[24:130] PrinceLuni Unlocked PsiDisrupter
[24:148] PrinceLuni Unlocked SpecOpsPsiDisruptor
[24:238] PrinceLuni Placed/Upgraded PsiIndoctrinator
[24:722] PrinceLuni Bought ShieldSuit
[24:722] PrinceLuni Bought CombatSuit
[24:722] PrinceLuni Bought HazmatSuit
[27:153] PrinceLuni Placed/Upgraded PsiIndoctrinator
[29:500] PrinceLuni Placed/Upgraded PsiIndoctrinator
[31:587] PrinceLuni Placed/Upgraded NukePack
[31:692] PrinceLuni Placed/Upgraded PsiIndoctrinator
[31:724] PrinceLuni Placed/Upgraded PsiIndoctrinator
[31:901] PrinceLuni Unlocked FragGrenade
[31:927] PrinceLuni Unlocked SpecOpsFragGrenade
[32:171] PrinceLuni Placed/Upgraded NukePack
[34:679] PrinceLuni Placed/Upgraded NukePack
[35:029] PrinceLuni Placed/Upgraded NukePack
[35:397] PrinceLuni Placed/Upgraded NukePack
[35:902] PrinceLuni Placed/Upgraded PsiIndoctrinator
[36:401] PrinceLuni Placed/Upgraded NukePack
[00:588] RyK Unlocked AssaultRifle
[00:667] RyK Placed MiningDroid
[00:941] RyK Unlocked ArcWelder
[02:691] RyK Unlocked AdvancedDroidEngines
[03:690] RyK Unlocked BioMechanicalRepairDrone
[03:710] RyK Unlocked CombatAccelerationDrone
[03:755] RyK Placed HealingDrone
[04:273] RyK Placed HealingDrone
[04:795] RyK Placed HealingDrone
[05:570] RyK Unlocked MotionSensor
[05:813] RyK Placed HealingDrone
[06:022] RyK Placed SensorTower
[06:628] RyK Unlocked SpecOpsBioMechanicalRepairDrone
[06:699] RyK Placed HealingDrone
[06:855] RyK Bought ShieldSuit
[06:855] RyK Bought CombatSuit
[06:855] RyK Bought HazmatSuit
[06:855] RyK Bought CombatSuit
[07:372] RyK Placed HealingDrone
[07:500] RyK Unlocked AutoTurret
[08:527] RyK Unlocked Stimpack
[10:329] RyK Bought CombatSuit
[12:017] RyK Placed SensorTower
[12:370] RyK Unlocked SpecOpsArcWelder
[14:387] RyK Unlocked ArcWelderMod3
[14:447] RyK Unlocked FlameTurret
[14:466] RyK Unlocked HeavyTurret
[14:577] RyK Unlocked EnergySuit
[14:578] RyK Unlocked EnergySuit
[14:668] RyK Unlocked AdvancedEnergySuit
[14:669] RyK Unlocked EnergySuit
[14:669] RyK Unlocked AdvancedEnergySuit
[15:032] RyK Unlocked RechargeDrone
[16:938] RyK Unlocked TurboDroidEngines
[17:677] RyK Unlocked MedicShield
[17:706] RyK Unlocked QuantumBackpack
[17:749] RyK Unlocked AIAssistant
[18:365] RyK Placed AutoTurret
[18:456] RyK Placed AutoTurret
[18:936] RyK Placed HealingDrone
[19:609] RyK Placed HealingDrone
[19:725] RyK Placed AutoTurret
[20:042] RyK Placed AutoTurret
[20:783] RyK Placed AutoTurret
[21:111] RyK Placed AutoTurret
[21:509] RyK Placed AutoTurret
[21:798] RyK Placed SensorTower
[22:300] RyK Placed SensorTower
[23:578] RyK Unlocked MiningCharge
[23:585] RyK Unlocked AdvancedMiningCharge
[25:809] RyK Placed NukePack
[26:045] RyK Placed SensorTower
[27:915] RyK Placed NukePack
[30:218] RyK Placed NukePack
[30:428] RyK Placed AutoTurret
[30:578] RyK Placed HealingDrone
[31:585] RyK Placed AutoTurret
[32:070] RyK Placed AutoTurret
[32:138] RyK Placed NukePack
[32:200] RyK Placed AutoTurret
[32:371] RyK Placed HealingDrone
[32:524] RyK Placed HealingDrone
[32:833] RyK Placed AutoTurret
[34:624] RyK Placed NukePack
[34:675] RyK Placed AutoTurret
[34:801] RyK Placed AutoTurret
[34:892] RyK Placed HealingDrone
[35:054] RyK Placed AutoTurret
[35:152] RyK Placed NukePack
[35:325] RyK Placed NukePack
[35:766] RyK Placed AutoTurret
[36:050] RyK Placed AutoTurret
[36:742] RyK Placed NukePack
[36:826] RyK Placed AutoTurret
[36:925] RyK Placed HealingDrone
[00:552] FireFurry Bought PlayerNumber
[00:779] FireFurry Bought StrainSpeed
[02:243] FireFurry Bought CreepSpeed
