Analyzed: Oh No It's Zombies Arctic Map (107)

ID : 0 PlayerName: Frosky Race: Terran
ID : 1 PlayerName: Kira Race: Terran
ID : 2 PlayerName: ZEHN Race: Zerg
ID : 3 PlayerName: LaGenTia Race: Terran
ID : 4 PlayerName: Rong Race: Terran
ID : 5 PlayerName: IdleLoach Race: Terran
ID : 6 PlayerName: Joebillybob Race: Terran
ID : 7 PlayerName: Security Race: Infested Terran
ZEHN Zombie Loss
Private Lobby

Game Length:[35:260]
Players ammount: 8
Marine rank avg: 16,5
GrandMaster ammount: 4
PURCHASES: 
[00:572] Frosky Unlocked AssaultRifle
[00:651] Frosky Placed/Upgraded MiningDroid
[00:721] Frosky Unlocked IncendiaryGrenade
[02:657] Frosky Unlocked AdvancedDroidEngines
[05:550] Frosky Unlocked TurboDroidEngines
[06:401] Frosky Unlocked Shotgun
[08:047] Frosky Unlocked SpecOpsShotgun
[09:059] Frosky Unlocked Stimpack
[09:844] Frosky Unlocked HighPrecisionBeams
[11:522] Frosky Unlocked CombatSuit
[11:528] Frosky Unlocked AdvancedCombatSuit
[12:127] Frosky Unlocked AIAssistant
[13:086] Frosky Unlocked CombatShield
[13:768] Frosky Unlocked SuperStimpack
[18:767] Frosky Unlocked HazmatSuit
[18:774] Frosky Unlocked AdvancedHazmatSuit
[20:116] Frosky Unlocked BioMechanicalRepairDrone
[20:213] Frosky Placed/Upgraded HealingDrone
[22:469] Frosky Unlocked AutoTurret
[22:536] Frosky Placed/Upgraded AutoTurret
[22:756] Frosky Placed/Upgraded AutoTurret
[24:970] Frosky Placed/Upgraded AutoTurret
[25:364] Frosky Unlocked QuantumBackpack
[27:025] Frosky Unlocked FlameTurret
[27:098] Frosky Placed/Upgraded AutoTurret
[27:547] Frosky Placed/Upgraded AutoTurret
[27:883] Frosky Placed/Upgraded HealingDrone
[28:807] Frosky Placed/Upgraded AutoTurret
[31:082] Frosky Unlocked HeavyTurret
[31:193] Frosky Placed/Upgraded AutoTurret
[31:797] Frosky Unlocked SpecOpsBioMechanicalRepairDrone
[31:810] Frosky Unlocked PsiDisrupter
[31:836] Frosky Unlocked PsiDepressor
[31:975] Frosky Placed/Upgraded PsiIndoctrinator
[32:501] Frosky Unlocked FlashBang
[32:521] Frosky Unlocked SpecOpsFlashbang
[00:572] Kira Unlocked AssaultRifle
[00:651] Kira Placed MiningDroid
[00:833] Kira Unlocked ArcWelder
[01:587] Kira Unlocked Shieldsiotunlocked
[02:496] Kira Unlocked BioMechanicalRepairDrone
[02:513] Kira Unlocked CombatAccelerationDrone
[02:725] Kira Placed HealingDrone
[03:384] Kira Placed HealingDrone
[03:903] Kira Placed HealingDrone
[04:280] Kira Unlocked MotionSensor
[04:637] Kira Placed SensorTower
[04:974] Kira Placed HealingDrone
[05:206] Kira Unlocked AIAssistant
[06:324] Kira Unlocked AdvancedDroidEngines
[07:545] Kira Unlocked Stimpack
[08:180] Kira Unlocked ExplorationDroid
[08:194] Kira Placed ExplorationDroid
[08:204] Kira Placed ExplorationDroid
[08:272] Kira Placed ExplorationDroid
[09:426] Kira Unlocked TurboDroidEngines
[09:958] Kira Unlocked CombatSuit
[10:741] Kira Unlocked AutoTurret
[11:132] Kira Placed AutoTurret
[11:523] Kira Bought ShieldSuit
[11:523] Kira Bought CombatSuit
[11:523] Kira Bought HazmatSuit
[11:523] Kira Bought CombatSuit
[11:529] Kira Bought CombatSuit
[11:966] Kira Unlocked SpecOpsTurret
[12:495] Kira Unlocked EnergyPack
[12:501] Kira Unlocked CombatShield
[13:219] Kira Placed AutoTurret
[14:106] Kira Unlocked AdvancedCombatSuit
[14:763] Kira Unlocked SpecOpsBioMechanicalRepairDrone
[15:392] Kira Placed HealingDrone
[16:610] Kira Placed HealingDrone
[17:936] Kira Placed HealingDrone
[18:768] Kira Bought ShieldSuit
[18:768] Kira Bought CombatSuit
[18:768] Kira Bought HazmatSuit
[18:768] Kira Bought HazmatSuit
[18:777] Kira Bought HazmatSuit
[22:443] Kira Unlocked AdvancedShieldSuit
[23:019] Kira Unlocked SpecOpsAssaultRifle
[26:552] Kira Unlocked FlameTurret
[26:648] Kira Placed AutoTurret
[26:979] Kira Placed AutoTurret
[28:086] Kira Placed AutoTurret
[28:348] Kira Placed AutoTurret
[28:556] Kira Placed AutoTurret
[28:678] Kira Placed ExplorationDroid
