Analyzed: Oh No It's Zombies Arctic Updated (594)

ID : 0 PlayerName: ZergWithHat Race: Terran
ID : 1 PlayerName: Frosky Race: Zerg
ID : 2 PlayerName: EmperorDave Race: Zerg
ID : 3 PlayerName: rohana Race: Terran
ID : 4 PlayerName: ClydeBOT Race: Terran
ID : 5 PlayerName: Harto Race: Terran
ID : 6 PlayerName: Azaz Race: Terran
ID : 7 PlayerName: Security Race: Terran
EmperorDave Zombie Loss
Public Lobby

Game Length:[31:954]
Players ammount: 8
Marine rank avg: 6,5
GrandMaster ammount: 2
PURCHASES: 
[00:588] ZergWithHat Unlocked AssaultRifle
[00:726] ZergWithHat Placed/Upgraded MiningDroid
[00:781] ZergWithHat Unlocked IncendiaryGrenade
[02:179] ZergWithHat Unlocked ArcWelder
[03:099] ZergWithHat Unlocked PsiDisrupter
[04:512] ZergWithHat Placed/Upgraded PsiIndoctrinator
[05:745] ZergWithHat Placed/Upgraded PsiIndoctrinator
[06:634] ZergWithHat Placed/Upgraded PsiIndoctrinator
[07:896] ZergWithHat Placed/Upgraded PsiIndoctrinator
[08:242] ZergWithHat Unlocked SpecOpsPsiDisruptor
[12:611] ZergWithHat Unlocked AutoTurret
[13:424] ZergWithHat Unlocked BioMechanicalRepairDrone
[13:444] ZergWithHat Unlocked CombatAccelerationDrone
[13:470] ZergWithHat Placed/Upgraded HealingDrone
[18:025] ZergWithHat Placed/Upgraded HealingDrone
[19:871] ZergWithHat Unlocked MotionSensor
[19:881] ZergWithHat Unlocked AdvancedMotionSensor
[20:058] ZergWithHat Placed/Upgraded SensorTower
[20:516] ZergWithHat Placed/Upgraded PsiIndoctrinator
[22:087] ZergWithHat Placed/Upgraded PsiIndoctrinator
[22:934] ZergWithHat Unlocked Stimpack
[29:642] ZergWithHat Unlocked HeavyTurret
[29:675] ZergWithHat Unlocked SpecOpsBioMechanicalRepairDrone
[29:716] ZergWithHat Unlocked SpecOpsArcWelder
[29:795] ZergWithHat Unlocked ArcWelderMod1
[29:878] ZergWithHat Unlocked FlashBang
[29:881] ZergWithHat Unlocked SpecOpsFlashbang
[29:911] ZergWithHat Unlocked QuantumBackpack
[00:588] Frosky Unlocked AssaultRifle
[00:667] Frosky Placed MiningDroid
[00:880] Frosky Unlocked Shotgun
[03:326] Frosky Unlocked AdvancedDroidEngines
[17:451] Frosky Placed MiningDroid
[21:689] Frosky Unlocked SpecOpsShotgun
[23:094] Frosky Unlocked Stimpack
[29:268] Frosky Placed GreaterNydusWorm
[00:552] EmperorDave Bought PlayerNumber
[03:818] EmperorDave Bought SpawnNydusWorm
[04:170] EmperorDave Spawned MassiveCocoon
[05:250] EmperorDave Spawned Underseer
[09:728] EmperorDave Bought StrainSpeed
[09:741] EmperorDave Bought StrainSpeed
[11:479] EmperorDave Bought PureStrainSpeed
[11:510] EmperorDave Bought HunterlingStrain
[11:833] EmperorDave Placed/Upgraded GreaterNydusWorm
[12:934] EmperorDave Bought AdvancedPowerInfestation
[14:085] EmperorDave Spawned MassiveCocoon
[15:165] EmperorDave Spawned Underseer
[15:836] EmperorDave Bought SunkenColony
[15:836] EmperorDave Placed/Upgraded PrimalSunkenColony
[17:015] EmperorDave Bought UnlockDropPods
[17:021] EmperorDave Bought EvolveDropPods
[18:022] EmperorDave Placed/Upgraded Virophage
[18:798] EmperorDave Bought SunkenColony
[19:218] EmperorDave Placed/Upgraded PrimalSunkenColony
[19:219] EmperorDave Bought SunkenColony
[19:845] EmperorDave Bought SunkenColony
[19:845] EmperorDave Placed/Upgraded PrimalSunkenColony
[19:961] EmperorDave Bought SunkenColony
[19:985] EmperorDave Bought SunkenColony
[20:267] EmperorDave Placed/Upgraded GreaterNydusWorm
[21:182] EmperorDave Bought BuildExtractorProcessingFacilities
[21:182] EmperorDave Placed/Upgraded AutomatedExtractor
[22:348] EmperorDave Bought DropshipsFueled
[25:985] EmperorDave Bought PureStrainSpeed
[25:986] EmperorDave Bought PureStrainSpeed
[25:996] EmperorDave Bought HunterlingStrain
[25:997] EmperorDave Bought HunterlingStrain
[26:025] EmperorDave Bought StrainHealth
[26:026] EmperorDave Bought StrainHealth
[26:042] EmperorDave Bought PureStrainHealth
[26:043] EmperorDave Bought PureStrainHealth
[26:056] EmperorDave Bought TankStrain
[26:057] EmperorDave Bought TankStrain
[26:894] EmperorDave Bought StrainVolatile
[26:895] EmperorDave Bought StrainVolatile
[27:857] EmperorDave Bought PureStrainVolatile
[27:858] EmperorDave Bought PureStrainVolatile
[00:588] rohana Unlocked AssaultRifle
[00:830] rohana Placed/Upgraded MiningDroid
[01:019] rohana Unlocked IncendiaryGrenade
[02:531] rohana Unlocked Shotgun
[05:936] rohana Unlocked AdvancedDroidEngines
[07:560] rohana Unlocked TurboDroidEngines
[09:136] rohana Unlocked SpecOpsShotgun
[16:297] rohana Unlocked QuantumBackpack
[16:404] rohana Unlocked AutoTurret
[16:412] rohana Unlocked BioMechanicalRepairDrone
[16:419] rohana Unlocked PsiDisrupter
[16:889] rohana Unlocked ArcWelder
[17:575] rohana Unlocked Shieldsiotunlocked
[17:590] rohana Unlocked AdvancedShieldSuit
[18:331] rohana Placed/Upgraded PsiIndoctrinator
[18:584] rohana Placed/Upgraded HealingDrone
[18:764] rohana Placed/Upgraded AutoTurret
[18:938] rohana Placed/Upgraded AutoTurret
[19:138] rohana Placed/Upgraded HealingDrone
[19:491] rohana Placed/Upgraded AutoTurret
[19:688] rohana Placed/Upgraded AutoTurret
[19:865] rohana Placed/Upgraded HealingDrone
[20:339] rohana Placed/Upgraded PsiIndoctrinator
[23:402] rohana Unlocked SpecOpsTurret
[23:488] rohana Unlocked SpecOpsIncendiaryGrenade
[23:601] rohana Unlocked ConcussiveBeams
[23:661] rohana Unlocked OverloadWeapon
[23:988] rohana Placed/Upgraded HealingDrone
[24:832] rohana Unlocked MiningCharge
[24:880] rohana Unlocked AdvancedMiningCharge
[25:294] rohana Placed/Upgraded NukePack
[25:576] rohana Placed/Upgraded AutoTurret
[25:764] rohana Placed/Upgraded AutoTurret
[25:946] rohana Placed/Upgraded AutoTurret
[26:590] rohana Placed/Upgraded AutoTurret
[27:202] rohana Unlocked SpecOpsBioMechanicalRepairDrone
[27:289] rohana Placed/Upgraded HealingDrone
[27:482] rohana Placed/Upgraded HealingDrone
[27:987] rohana Placed/Upgraded HealingDrone
[29:836] rohana Placed/Upgraded NukePack
[00:588] ClydeBOT Unlocked AssaultRifle
[00:780] ClydeBOT Placed/Upgraded MiningDroid
[00:808] ClydeBOT Unlocked AdvancedDroidEngines
[03:690] ClydeBOT Unlocked TurboDroidEngines
[05:916] ClydeBOT Unlocked SpecOpsAssaultRifle
[07:800] ClydeBOT Unlocked TitaniumBulletCasings
[09:995] ClydeBOT Unlocked OverloadWeapon
[10:034] ClydeBOT Unlocked CombatSuit
[10:667] ClydeBOT Unlocked EnergySuit
[10:668] ClydeBOT Unlocked EnergySuit
[12:733] ClydeBOT Unlocked AdvancedEnergySuit
[12:734] ClydeBOT Unlocked EnergySuit
[12:734] ClydeBOT Unlocked AdvancedEnergySuit
[12:779] ClydeBOT Unlocked AutoTurret
[13:041] ClydeBOT Placed/Upgraded AutoTurret
[13:261] ClydeBOT Placed/Upgraded AutoTurret
[13:437] ClydeBOT Placed/Upgraded AutoTurret
[15:756] ClydeBOT Placed/Upgraded AutoTurret
[15:930] ClydeBOT Placed/Upgraded AutoTurret
[16:108] ClydeBOT Placed/Upgraded AutoTurret
[16:183] ClydeBOT Unlocked BioMechanicalRepairDrone
[16:295] ClydeBOT Placed/Upgraded HealingDrone
[16:471] ClydeBOT Placed/Upgraded HealingDrone
[16:549] ClydeBOT Unlocked PsiDisrupter
[16:847] ClydeBOT Placed/Upgraded PsiIndoctrinator
[17:576] ClydeBOT Bought ShieldSuit
[17:576] ClydeBOT Bought CombatSuit
[17:576] ClydeBOT Bought HazmatSuit
[17:576] ClydeBOT Bought ShieldSuit
[17:591] ClydeBOT Bought ShieldSuit
[22:174] ClydeBOT Placed/Upgraded AutoTurret
[28:370] ClydeBOT Placed/Upgraded AutoTurret
[00:588] Harto Unlocked AssaultRifle
[00:669] Harto Placed/Upgraded MiningDroid
[01:433] Harto Unlocked IncendiaryGrenade
[03:376] Harto Unlocked AdvancedDroidEngines
[05:045] Harto Unlocked Stimpack
[07:584] Harto Unlocked TurboDroidEngines
[09:408] Harto Unlocked Flamethrower
[09:857] Harto Unlocked SpecOpsFlamethrower
[10:035] Harto Bought ShieldSuit
[10:035] Harto Bought CombatSuit
[10:035] Harto Bought HazmatSuit
[10:035] Harto Bought CombatSuit
[10:668] Harto Bought ShieldSuit
[10:668] Harto Bought CombatSuit
[10:668] Harto Bought HazmatSuit
[11:892] Harto Unlocked BioMechanicalRepairDrone
[11:935] Harto Unlocked CombatAccelerationDrone
[12:012] Harto Placed/Upgraded HealingDrone
[12:210] Harto Placed/Upgraded HealingDrone
[13:074] Harto Placed/Upgraded MiningDroid
[13:538] Harto Placed/Upgraded HealingDrone
[14:374] Harto Unlocked ThermiteFilaments
[14:774] Harto Placed/Upgraded HealingDrone
[16:118] Harto Unlocked Shieldsiotunlocked
[16:178] Harto Unlocked AdvancedShieldSuit
[16:836] Harto Placed/Upgraded HealingDrone
[17:182] Harto Unlocked Teleporter
[17:825] Harto Placed/Upgraded HealingDrone
[18:472] Harto Placed/Upgraded HealingDrone
[19:236] Harto Placed/Upgraded HealingDrone
[19:822] Harto Placed/Upgraded HealingDrone
[20:625] Harto Unlocked CombatShield
[20:709] Harto Unlocked AIAssistant
[20:766] Harto Unlocked OverloadWeapon
[21:066] Harto Placed/Upgraded HealingDrone
[22:157] Harto Unlocked SpecOpsTeleporter
