Analyzed: Oh No It's Zombies Arctic Map (196)

ID : 0 PlayerName: Tin Race: Terran
ID : 1 PlayerName: Ahanax Race: Terran
ID : 2 PlayerName: MarFly Race: Terran
ID : 3 PlayerName: Grubshivler Race: Zerg
ID : 4 PlayerName: ReturnOffer Race: Terran
ID : 5 PlayerName: Frosky Race: Terran
ID : 6 PlayerName: Wooky Race: Terran
ID : 7 PlayerName: Security Race: Protoss
Grubshivler Zombie Loss
Private Lobby

Game Length:[35:704]
Players ammount: 8
Marine rank avg: 18
GrandMaster ammount: 6
PURCHASES: 
[00:572] Tin Unlocked AssaultRifle
[00:654] Tin Placed/Upgraded MiningDroid
[04:252] Tin Unlocked HellfireRocketLauncher
[06:431] Tin Unlocked SpecOpsHellfireRocketLauncher
[08:805] Tin Unlocked SuperStimpack
[10:250] Tin Unlocked RocketLauncherMod1
[10:510] Tin Unlocked EnergyPack
[12:636] Tin Unlocked Stimpack
[14:636] Tin Unlocked BioMechanicalRepairDrone
[14:666] Tin Unlocked SpecOpsSuperStimpack
[15:757] Tin Placed/Upgraded HealingDrone
[16:566] Tin Unlocked MedicShield
[16:778] Tin Placed/Upgraded HealingDrone
[17:653] Tin Unlocked HazmatSuit
[18:972] Tin Placed/Upgraded HealingDrone
[19:290] Tin Placed/Upgraded HealingDrone
[19:511] Tin Placed/Upgraded HealingDrone
[20:445] Tin Unlocked AdvancedHazmatSuit
[21:081] Tin Placed/Upgraded HealingDrone
[21:619] Tin Unlocked OpticalVisor
[24:213] Tin Placed/Upgraded HealingDrone
[24:780] Tin Placed/Upgraded HealingDrone
[27:731] Tin Placed/Upgraded HealingDrone
[28:502] Tin Placed/Upgraded HealingDrone
[00:572] Ahanax Unlocked AssaultRifle
[00:651] Ahanax Placed/Upgraded MiningDroid
[02:464] Ahanax Unlocked AdvancedDroidEngines
[04:456] Ahanax Unlocked FragGrenade
[04:462] Ahanax Unlocked SpecOpsFragGrenade
[05:272] Ahanax Unlocked ExplorationDroid
[05:298] Ahanax Placed/Upgraded ExplorationDroid
[05:911] Ahanax Placed/Upgraded ExplorationDroid
[06:536] Ahanax Placed/Upgraded ExplorationDroid
[08:168] Ahanax Unlocked Stimpack
[08:203] Ahanax Unlocked EnergySuit
[08:204] Ahanax Unlocked EnergySuit
[09:501] Ahanax Unlocked AdvancedEnergySuit
[09:502] Ahanax Unlocked EnergySuit
[09:502] Ahanax Unlocked AdvancedEnergySuit
[11:265] Ahanax Unlocked AutoTurret
[11:285] Ahanax Unlocked HeavyTurret
[11:588] Ahanax Placed/Upgraded AutoTurret
[11:899] Ahanax Placed/Upgraded AutoTurret
[12:606] Ahanax Placed/Upgraded AutoTurret
[12:873] Ahanax Placed/Upgraded AutoTurret
[13:452] Ahanax Placed/Upgraded AutoTurret
[14:544] Ahanax Unlocked BioMechanicalRepairDrone
[15:500] Ahanax Placed/Upgraded HealingDrone
[16:110] Ahanax Placed/Upgraded AutoTurret
[16:494] Ahanax Placed/Upgraded HealingDrone
[17:371] Ahanax Unlocked MiningCharge
[17:543] Ahanax Placed/Upgraded NukePack
[17:654] Ahanax Bought ShieldSuit
[17:654] Ahanax Bought CombatSuit
[17:654] Ahanax Bought HazmatSuit
[17:654] Ahanax Bought HazmatSuit
[18:193] Ahanax Placed/Upgraded NukePack
[18:337] Ahanax Placed/Upgraded AutoTurret
[18:717] Ahanax Placed/Upgraded AutoTurret
[19:006] Ahanax Placed/Upgraded AutoTurret
[19:473] Ahanax Placed/Upgraded AutoTurret
[20:123] Ahanax Placed/Upgraded AutoTurret
[20:428] Ahanax Placed/Upgraded NukePack
[20:446] Ahanax Bought HazmatSuit
