Analyzed: Oh No It's Zombies Arctic Map (258)

ID : 0 PlayerName: Wooky Race: Terran
ID : 1 PlayerName: krazeyo Race: Terran
ID : 2 PlayerName: Frosky Race: Zerg
ID : 3 PlayerName: Toxicpanda Race: Terran
ID : 4 PlayerName: ReturnOffer Race: Terran
ID : 5 PlayerName: Kel Race: Terran
ID : 6 PlayerName: knighty Race: Terran
ID : 7 PlayerName: Security Race: Protoss
Frosky Zombie Loss
Private Lobby

Game Length:[44:882]
Players ammount: 8
Marine rank avg: 13
GrandMaster ammount: 5
PURCHASES: 
[00:572] Wooky Unlocked AssaultRifle
[01:114] Wooky Placed/Upgraded MiningDroid
[01:273] Wooky Unlocked AdvancedDroidEngines
[01:311] Wooky Unlocked FragGrenade
[07:105] Wooky Unlocked SpecOpsAssaultRifle
[07:226] Wooky Unlocked AutoTargetingSystem
[09:975] Wooky Unlocked Shieldsiotunlocked
[12:429] Wooky Unlocked Stimpack
[14:295] Wooky Unlocked SpecOpsFragGrenade
[17:888] Wooky Placed/Upgraded MiningDroid
[19:788] Wooky Unlocked MiningCharge
[20:529] Wooky Placed/Upgraded NukePack
[21:354] Wooky Unlocked PowerConverter
[23:166] Wooky Placed/Upgraded NukePack
[23:481] Wooky Unlocked SpecOpsPowerConverter
[25:862] Wooky Unlocked CombatShield
[25:869] Wooky Unlocked EnergyPack
[25:966] Wooky Unlocked OpticalVisor
[27:542] Wooky Placed/Upgraded NukePack
[28:306] Wooky Placed/Upgraded NukePack
[29:228] Wooky Unlocked AdvancedMiningCharge
[29:475] Wooky Unlocked BioMechanicalRepairDrone
[29:531] Wooky Unlocked AdvancedShieldSuit
[30:528] Wooky Placed/Upgraded HealingDrone
[31:367] Wooky Placed/Upgraded HealingDrone
[32:560] Wooky Placed/Upgraded NukePack
[32:598] Wooky Placed/Upgraded HealingDrone
[33:049] Wooky Unlocked OverloadWeapon
[33:178] Wooky Placed/Upgraded HealingDrone
[33:488] Wooky Placed/Upgraded HealingDrone
[35:807] Wooky Unlocked EnergySuit
[35:808] Wooky Unlocked EnergySuit
[36:074] Wooky Unlocked AdvancedEnergySuit
[36:075] Wooky Unlocked EnergySuit
[36:075] Wooky Unlocked AdvancedEnergySuit
[36:288] Wooky Unlocked TitaniumBulletCasings
[36:688] Wooky Placed/Upgraded NukePack
[38:249] Wooky Placed/Upgraded NukePack
[39:626] Wooky Placed/Upgraded HealingDrone
[39:813] Wooky Placed/Upgraded HealingDrone
[40:768] Wooky Placed/Upgraded HealingDrone
[41:696] Wooky Placed/Upgraded HealingDrone
[41:971] Wooky Placed/Upgraded NukePack
[42:406] Wooky Placed/Upgraded NukePack
[42:491] Wooky Placed/Upgraded HealingDrone
[42:971] Wooky Placed/Upgraded HealingDrone
[00:572] krazeyo Unlocked AssaultRifle
[00:686] krazeyo Placed MiningDroid
[03:424] krazeyo Unlocked AdvancedDroidEngines
[06:162] krazeyo Unlocked TurboDroidEngines
[07:349] krazeyo Unlocked BeamRifle
[09:969] krazeyo Unlocked SpecOpsPlasmaRifle
[09:976] krazeyo Bought ShieldSuit
[09:976] krazeyo Bought CombatSuit
[09:976] krazeyo Bought HazmatSuit
[09:976] krazeyo Bought ShieldSuit
[10:015] krazeyo Unlocked CorrosivePlasma
[11:973] krazeyo Unlocked BioMechanicalRepairDrone
[12:022] krazeyo Unlocked Stimpack
