Analyzed: Oh No It's Zombies Arctic Updated (487)

ID : 0 PlayerName: Sojourne Race: Terran
ID : 1 PlayerName: Atom Race: Terran
ID : 2 PlayerName: Frosky Race: Zerg
ID : 3 PlayerName: minigranja Race: Terran
ID : 4 PlayerName: Zepherd Race: Terran
ID : 5 PlayerName: PlayerZero Race: Terran
ID : 6 PlayerName: MacNCheese Race: Terran
ID : 7 PlayerName: Security Race: Infested Terran
Frosky Zombie Loss
Public Lobby

Game Length:[34:860]
Players ammount: 8
Marine rank avg: 16
GrandMaster ammount: 3
PURCHASES: 
[00:588] Sojourne Unlocked AssaultRifle
[00:917] Sojourne Placed/Upgraded MiningDroid
[01:177] Sojourne Unlocked ArcWelder
[03:551] Sojourne Unlocked BioMechanicalRepairDrone
[03:579] Sojourne Unlocked CombatAccelerationDrone
[03:638] Sojourne Placed/Upgraded HealingDrone
[03:802] Sojourne Placed/Upgraded HealingDrone
[03:991] Sojourne Placed/Upgraded HealingDrone
[04:897] Sojourne Placed/Upgraded HealingDrone
[05:701] Sojourne Unlocked Stimpack
[06:985] Sojourne Unlocked AutoTurret
[07:023] Sojourne Unlocked HeavyTurret
[07:506] Sojourne Placed/Upgraded AutoTurret
[07:700] Sojourne Placed/Upgraded AutoTurret
[08:039] Sojourne Placed/Upgraded AutoTurret
[08:607] Sojourne Placed/Upgraded AutoTurret
[09:135] Sojourne Placed/Upgraded AutoTurret
[09:632] Sojourne Placed/Upgraded AutoTurret
[10:090] Sojourne Placed/Upgraded AutoTurret
[11:046] Sojourne Unlocked MotionSensor
[11:359] Sojourne Placed/Upgraded SensorTower
[11:970] Sojourne Unlocked AdvancedDroidEngines
[12:518] Sojourne Placed/Upgraded SensorTower
[14:351] Sojourne Unlocked PsiDisrupter
[14:426] Sojourne Placed/Upgraded PsiIndoctrinator
[14:854] Sojourne Placed/Upgraded PsiIndoctrinator
[15:150] Sojourne Placed/Upgraded PsiIndoctrinator
[15:492] Sojourne Placed/Upgraded AutoTurret
[16:102] Sojourne Placed/Upgraded AutoTurret
[16:546] Sojourne Placed/Upgraded AutoTurret
[16:673] Sojourne Unlocked PsiDepressor
[17:874] Sojourne Placed/Upgraded AutoTurret
[18:120] Sojourne Placed/Upgraded AutoTurret
[19:370] Sojourne Placed/Upgraded AutoTurret
[20:077] Sojourne Unlocked MiningCharge
[20:231] Sojourne Placed/Upgraded NukePack
[20:452] Sojourne Placed/Upgraded NukePack
[20:625] Sojourne Placed/Upgraded AutoTurret
[21:539] Sojourne Placed/Upgraded AutoTurret
[21:571] Sojourne Placed/Upgraded NukePack
[22:027] Sojourne Placed/Upgraded MiningDroid
[22:429] Sojourne Placed/Upgraded AutoTurret
[23:203] Sojourne Placed/Upgraded AutoTurret
[23:519] Sojourne Placed/Upgraded MiningDroid
[24:677] Sojourne Placed/Upgraded MiningDroid
[25:328] Sojourne Placed/Upgraded AutoTurret
[25:494] Sojourne Placed/Upgraded AutoTurret
[25:764] Sojourne Placed/Upgraded AutoTurret
[26:415] Sojourne Placed/Upgraded NukePack
[27:270] Sojourne Placed/Upgraded AutoTurret
[27:482] Sojourne Placed/Upgraded NukePack
[28:249] Sojourne Placed/Upgraded AutoTurret
[30:129] Sojourne Placed/Upgraded AutoTurret
[30:448] Sojourne Placed/Upgraded AutoTurret
[31:440] Sojourne Placed/Upgraded NukePack
[31:818] Sojourne Placed/Upgraded AutoTurret
[32:121] Sojourne Unlocked SpecOpsArcWelder
[00:588] Atom Unlocked AssaultRifle
[00:667] Atom Placed MiningDroid
[00:732] Atom Unlocked ArcWelder
[02:671] Atom Unlocked FragGrenade
[04:200] Atom Unlocked AdvancedDroidEngines
[04:944] Atom Unlocked BioMechanicalRepairDrone
[04:957] Atom Unlocked CombatAccelerationDrone
[05:663] Atom Placed HealingDrone
[06:480] Atom Placed HealingDrone
[06:701] Atom Placed HealingDrone
[07:401] Atom Placed HealingDrone
[07:538] Atom Placed HealingDrone
[08:154] Atom Unlocked MotionSensor
[08:510] Atom Placed SensorTower
[09:199] Atom Unlocked TurboDroidEngines
[09:680] Atom Unlocked AutoTurret
[09:788] Atom Placed AutoTurret
[10:403] Atom Placed AutoTurret
[10:569] Atom Placed AutoTurret
[11:073] Atom Unlocked Stimpack
[11:636] Atom Unlocked SpecOpsFragGrenade
[12:104] Atom Placed SensorTower
[12:851] Atom Placed SensorTower
[13:739] Atom Unlocked EnergySuit
[13:740] Atom Unlocked EnergySuit
[14:442] Atom Unlocked AdvancedEnergySuit
[14:443] Atom Unlocked EnergySuit
[14:443] Atom Unlocked AdvancedEnergySuit
[14:524] Atom Unlocked MedicShield
[14:585] Atom Unlocked EnergyPack
[15:299] Atom Unlocked AIAssistant
[15:907] Atom Unlocked SpecOpsArcWelder
[16:575] Atom Unlocked PsiDisrupter
[17:279] Atom Placed PsiIndoctrinator
[17:438] Atom Placed PsiIndoctrinator
[17:974] Atom Unlocked PsiDepressor
[18:648] Atom Unlocked HeavyTurret
[19:503] Atom Unlocked ArcWelderMod1
[20:110] Atom Unlocked MiningCharge
[20:129] Atom Unlocked AdvancedMiningCharge
[20:927] Atom Placed NukePack
[21:630] Atom Unlocked FlameTurret
[21:643] Atom Unlocked SpecOpsBioMechanicalRepairDrone
[22:716] Atom Placed AutoTurret
[22:944] Atom Placed HealingDrone
[23:034] Atom Placed HealingDrone
[23:817] Atom Placed AutoTurret
[23:951] Atom Placed AutoTurret
[26:147] Atom Placed PsiIndoctrinator
[26:248] Atom Placed NukePack
[26:470] Atom Placed NukePack
[26:527] Atom Placed AutoTurret
[26:648] Atom Placed AutoTurret
[26:906] Atom Placed MiningDroid
[28:214] Atom Placed AutoTurret
[28:342] Atom Placed AutoTurret
[28:462] Atom Placed AutoTurret
[28:608] Atom Placed AutoTurret
[28:796] Atom Unlocked RechargeDrone
[30:033] Atom Placed HealingDrone
[30:196] Atom Placed HealingDrone
[30:334] Atom Placed HealingDrone
[30:460] Atom Placed HealingDrone
[30:854] Atom Placed HealingDrone
[31:013] Atom Placed HealingDrone
[31:925] Atom Placed NukePack
[00:552] Frosky Bought PlayerNumber
[00:936] Frosky Spawned MassiveCocoon
[02:376] Frosky Spawned Hunter
[03:570] Frosky Spawned MassiveCocoon
[05:010] Frosky Spawned Hunter
[05:568] Frosky Spawned MassiveCocoon
[07:008] Frosky Spawned PrimalTownHallUprooted
[11:444] Frosky Bought CreepSpeed
[11:568] Frosky Spawned MassiveCocoon
[13:008] Frosky Spawned Anubalisk
[13:195] Frosky Bought StrainVolatile
[13:206] Frosky Bought PureStrainVolatile
[13:740] Frosky Bought ShieldSuit
[13:740] Frosky Bought CombatSuit
[13:740] Frosky Bought HazmatSuit
[14:907] Frosky Bought UnlockDropPods
[15:424] Frosky Bought AdvancedInfestationContainment
[17:018] Frosky Bought EvolveDropPods
[17:914] Frosky Placed/Upgraded Virophage
[18:153] Frosky Bought EvolveDropPods
[18:644] Frosky Bought EvolveDropPods
[19:471] Frosky Bought EvolveDropPods
[20:767] Frosky Bought SiphonFuel
[22:342] Frosky Placed/Upgraded Virophage
[22:456] Frosky Bought StrainHealth
[22:696] Frosky Bought EvolveDropPods
[23:796] Frosky Bought SiphonFuel
[25:452] Frosky Bought DropshipsFueled
[25:542] Frosky Spawned RoyalCocoon
[25:542] Frosky Bought SpawnHiveQueen
[25:542] Frosky Bought UltimateInfestationResearched
[26:234] Frosky Placed/Upgraded NydusCanalCreeper
[26:261] Frosky Spawned QueenCoop
[26:531] Frosky Spawned MassiveCocoon
[27:611] Frosky Spawned Underseer
[29:250] Frosky Bought PureStrainHealth
[31:677] Frosky Bought StrainHealth
[00:588] minigranja Unlocked AssaultRifle
[00:712] minigranja Placed/Upgraded MiningDroid
[00:798] minigranja Unlocked AdvancedDroidEngines
[05:963] minigranja Unlocked Stimpack
[06:700] minigranja Unlocked MedicShield
[07:047] minigranja Unlocked CombatSuit
[09:055] minigranja Unlocked AdvancedCombatSuit
[09:108] minigranja Unlocked FragGrenade
[10:364] minigranja Unlocked HellfireRocketLauncher
[11:518] minigranja Unlocked SpecOpsFragGrenade
[14:334] minigranja Unlocked SpecOpsHellfireRocketLauncher
[14:607] minigranja Unlocked ShockwaveMissiles
[15:322] minigranja Unlocked SuperStimpack
[17:613] minigranja Unlocked OverloadWeapon
[19:173] minigranja Unlocked PsiDisrupter
[19:735] minigranja Placed/Upgraded PsiIndoctrinator
[19:909] minigranja Unlocked PsiDepressor
[20:902] minigranja Placed/Upgraded MiningDroid
[22:922] minigranja Placed/Upgraded PsiIndoctrinator
[23:286] minigranja Unlocked QuantumBackpack
[23:309] minigranja Unlocked OpticalVisor
[25:312] minigranja Unlocked ExplorationDroid
[25:345] minigranja Placed/Upgraded ExplorationDroid
[25:350] minigranja Placed/Upgraded ExplorationDroid
[28:094] minigranja Placed/Upgraded PsiIndoctrinator
[29:376] minigranja Unlocked AutoTurret
[29:406] minigranja Unlocked HeavyTurret
[29:493] minigranja Placed/Upgraded AutoTurret
[30:070] minigranja Placed/Upgraded AutoTurret
[30:519] minigranja Placed/Upgraded AutoTurret
[30:769] minigranja Placed/Upgraded AutoTurret
[31:481] minigranja Placed/Upgraded AutoTurret
[31:954] minigranja Placed/Upgraded AutoTurret
[32:641] minigranja Placed/Upgraded AutoTurret
[33:621] minigranja Placed/Upgraded ExplorationDroid
[00:588] Zepherd Unlocked AssaultRifle
[00:718] Zepherd Placed/Upgraded MiningDroid
[00:778] Zepherd Unlocked AdvancedDroidEngines
[04:098] Zepherd Unlocked TurboDroidEngines
[06:434] Zepherd Unlocked Stimpack
[07:048] Zepherd Bought ShieldSuit
[07:048] Zepherd Bought CombatSuit
[07:048] Zepherd Bought HazmatSuit
[07:048] Zepherd Bought CombatSuit
[07:742] Zepherd Unlocked Flamethrower
[07:751] Zepherd Unlocked SpecOpsFlamethrower
[09:056] Zepherd Bought CombatSuit
[09:403] Zepherd Unlocked CombatShield
[09:462] Zepherd Unlocked BioMechanicalRepairDrone
[09:593] Zepherd Placed/Upgraded HealingDrone
[10:034] Zepherd Unlocked CryoFreeze
[10:391] Zepherd Placed/Upgraded HealingDrone
[11:068] Zepherd Placed/Upgraded HealingDrone
[11:776] Zepherd Unlocked Teleporter
[11:858] Zepherd Unlocked AIAssistant
[13:228] Zepherd Unlocked SpecOpsTeleporter
[13:617] Zepherd Placed/Upgraded HealingDrone
[13:924] Zepherd Placed/Upgraded HealingDrone
[14:325] Zepherd Placed/Upgraded HealingDrone
[18:131] Zepherd Unlocked HazmatSuit
[18:154] Zepherd Unlocked AdvancedHazmatSuit
[18:273] Zepherd Unlocked SpecOpsBioMechanicalRepairDrone
[18:348] Zepherd Placed/Upgraded HealingDrone
[18:722] Zepherd Placed/Upgraded HealingDrone
[18:953] Zepherd Placed/Upgraded HealingDrone
[21:016] Zepherd Placed/Upgraded HealingDrone
[23:650] Zepherd Placed/Upgraded MiningDroid
[23:673] Zepherd Placed/Upgraded HealingDrone
[23:860] Zepherd Placed/Upgraded HealingDrone
[24:466] Zepherd Placed/Upgraded HealingDrone
[25:024] Zepherd Placed/Upgraded HealingDrone
[25:376] Zepherd Placed/Upgraded HealingDrone
[26:002] Zepherd Unlocked QuantumBackpack
[26:156] Zepherd Unlocked IncendiaryGrenade
[26:173] Zepherd Unlocked SpecOpsIncendiaryGrenade
[26:833] Zepherd Placed/Upgraded HealingDrone
[27:041] Zepherd Placed/Upgraded HealingDrone
[27:828] Zepherd Placed/Upgraded HealingDrone
[29:069] Zepherd Unlocked MiningCharge
[29:107] Zepherd Unlocked AdvancedMiningCharge
[29:316] Zepherd Placed/Upgraded HealingDrone
[29:966] Zepherd Placed/Upgraded HealingDrone
