Analyzed: Oh No It's Zombies Arctic Updated (72)

ID : 0 PlayerName: chickenparts Race: Terran
ID : 1 PlayerName: StunLancer Race: Zerg
ID : 2 PlayerName: Frosky Race: Terran
ID : 3 PlayerName: Yello Race: Terran
ID : 4 PlayerName: SilverWolf Race: Terran
ID : 5 PlayerName: Kirby Race: Terran
ID : 6 PlayerName: Sovereign Race: Terran
ID : 7 PlayerName: Security Race: Infested Terran
StunLancer Zombie Loss
Public Lobby

Game Length:[35:352]
Players ammount: 8
Marine rank avg: 14
GrandMaster ammount: 2
PURCHASES: 
[00:588] chickenparts Unlocked AssaultRifle
[01:997] chickenparts Placed MiningDroid
[02:062] chickenparts Unlocked Flamethrower
[02:074] chickenparts Unlocked SpecOpsFlamethrower
[04:753] chickenparts Unlocked AdvancedDroidEngines
[06:136] chickenparts Unlocked BioMechanicalRepairDrone
[08:822] chickenparts Placed HealingDrone
[09:202] chickenparts Unlocked TurboDroidEngines
[10:872] chickenparts Unlocked MotionSensor
[11:251] chickenparts Placed SensorTower
[12:009] chickenparts Placed HealingDrone
[12:838] chickenparts Unlocked MiningCharge
[12:969] chickenparts Unlocked CombatShield
[13:329] chickenparts Placed HealingDrone
[14:394] chickenparts Placed HealingDrone
[14:534] chickenparts Placed NukePack
[17:401] chickenparts Placed MiningDroid
[17:559] chickenparts Unlocked Teleporter
[18:449] chickenparts Placed HealingDrone
[18:638] chickenparts Placed HealingDrone
[19:592] chickenparts Placed HealingDrone
[20:470] chickenparts Unlocked LongRangeIncinerators
[23:670] chickenparts Unlocked AutoTurret
[23:689] chickenparts Unlocked HeavyTurret
[26:246] chickenparts Placed NukePack
[26:517] chickenparts Placed NukePack
[26:864] chickenparts Placed AutoTurret
[27:067] chickenparts Placed HealingDrone
[27:374] chickenparts Placed HealingDrone
[28:341] chickenparts Placed AutoTurret
[28:571] chickenparts Placed AutoTurret
[28:813] chickenparts Placed AutoTurret
[30:333] chickenparts Placed AutoTurret
[32:642] chickenparts Placed HealingDrone
[32:867] chickenparts Placed HealingDrone
[33:452] chickenparts Placed HealingDrone
[00:552] StunLancer Bought PlayerNumber
[00:787] StunLancer Placed/Upgraded PrimalSunkenColony
[00:788] StunLancer Bought SunkenColony
[01:114] StunLancer Placed/Upgraded PrimalSunkenColony
[01:115] StunLancer Bought SunkenColony
[03:053] StunLancer Spawned MassiveCocoon
[03:192] StunLancer Bought SunkenColony
[03:621] StunLancer Bought SunkenColony
[04:493] StunLancer Spawned Hunter
[04:734] StunLancer Placed/Upgraded ToxicNest
[04:754] StunLancer Placed/Upgraded ToxicNest
[04:775] StunLancer Placed/Upgraded ToxicNest
[05:844] StunLancer Spawned MassiveCocoon
[08:378] StunLancer Placed/Upgraded ToxicNest
[08:394] StunLancer Placed/Upgraded ToxicNest
[08:417] StunLancer Placed/Upgraded ToxicNest
[10:061] StunLancer Bought CreepSpeed
[10:631] StunLancer Bought CreepSpeed
[10:830] StunLancer Placed/Upgraded ToxicNest
[10:851] StunLancer Placed/Upgraded ToxicNest
[13:813] StunLancer Spawned MassiveCocoon
[14:959] StunLancer Placed/Upgraded ToxicNest
[15:006] StunLancer Placed/Upgraded ToxicNest
[15:036] StunLancer Placed/Upgraded ToxicNest
[15:253] StunLancer Spawned Anubalisk
[16:290] StunLancer Placed/Upgraded ToxicNest
[16:301] StunLancer Placed/Upgraded ToxicNest
[16:888] StunLancer Bought StrainVolatile
[17:925] StunLancer Placed/Upgraded NydusCanalCreeper
[18:931] StunLancer Bought SunkenColony
[18:931] StunLancer Placed/Upgraded PrimalSunkenColony
[19:181] StunLancer Bought SunkenColony
[19:496] StunLancer Spawned MassiveCocoon
[20:936] StunLancer Spawned Hunter
[21:140] StunLancer Bought VirulentCreep
[21:140] StunLancer Bought VirulentCreep
[22:236] StunLancer Bought AdvancedPowerInfestation
[22:456] StunLancer Placed/Upgraded NydusCanalCreeper
[24:191] StunLancer Bought AdvancedInfestationGateControl
[25:708] StunLancer Bought DropshipsFueled
[26:165] StunLancer Bought SweepingInfestation
[26:165] StunLancer Bought UltimateInfestationResearched
[26:278] StunLancer Bought PureStrainVolatile
[26:322] StunLancer Bought StrainDamage
[26:335] StunLancer Bought PureStrainDamage
[26:348] StunLancer Bought StrainSpeed
[28:388] StunLancer Placed/Upgraded NydusCanalCreeper
[28:736] StunLancer Spawned MassiveCocoon
[28:778] StunLancer Spawned MassiveCocoon
[29:008] StunLancer Bought AdvancedInfestationContainment
[30:097] StunLancer Placed/Upgraded ToxicNest
[30:121] StunLancer Placed/Upgraded ToxicNest
[30:176] StunLancer Spawned InfestedAbomination
[30:218] StunLancer Spawned InfestedAbomination
[32:735] StunLancer Bought KaboomerStrain
[32:859] StunLancer Bought UnlockDropPods
[32:866] StunLancer Bought EvolveDropPods
[32:869] StunLancer Bought EvolveDropPods
[32:872] StunLancer Bought EvolveDropPods
[32:875] StunLancer Bought EvolveDropPods
[33:549] StunLancer Placed/Upgraded NydusCanalCreeper
[00:588] Frosky Unlocked AssaultRifle
[00:667] Frosky Placed/Upgraded MiningDroid
[00:801] Frosky Unlocked Shotgun
[04:424] Frosky Unlocked AdvancedDroidEngines
[05:749] Frosky Unlocked SpecOpsShotgun
[08:747] Frosky Unlocked TurboDroidEngines
[10:785] Frosky Unlocked HighPrecisionBeams
[12:209] Frosky Unlocked CombatSuit
[16:683] Frosky Unlocked AdvancedCombatSuit
[18:471] Frosky Unlocked AutoTurret
[19:324] Frosky Unlocked HeavyTurret
[20:562] Frosky Unlocked Teleporter
[26:425] Frosky Placed/Upgraded AutoTurret
[26:600] Frosky Placed/Upgraded AutoTurret
[27:856] Frosky Placed/Upgraded AutoTurret
[28:282] Frosky Unlocked BioMechanicalRepairDrone
[28:391] Frosky Placed/Upgraded HealingDrone
[28:711] Frosky Placed/Upgraded HealingDrone
[29:438] Frosky Placed/Upgraded HealingDrone
[30:638] Frosky Placed/Upgraded HealingDrone
[30:966] Frosky Placed/Upgraded AutoTurret
[31:145] Frosky Placed/Upgraded AutoTurret
[32:779] Frosky Placed/Upgraded AutoTurret
[33:329] Frosky Placed/Upgraded AutoTurret
[00:588] Yello Unlocked AssaultRifle
[00:744] Yello Placed/Upgraded MiningDroid
[00:937] Yello Unlocked FragGrenade
[00:952] Yello Unlocked SpecOpsFragGrenade
[03:005] Yello Unlocked ExplorationDroid
[03:032] Yello Placed/Upgraded ExplorationDroid
[04:283] Yello Placed/Upgraded ExplorationDroid
[05:058] Yello Unlocked HellfireRocketLauncher
[07:289] Yello Unlocked SpecOpsHellfireRocketLauncher
[07:334] Yello Unlocked ShockwaveMissiles
[09:968] Yello Unlocked BioMechanicalRepairDrone
[11:024] Yello Placed/Upgraded ExplorationDroid
[12:187] Yello Unlocked Teleporter
[12:210] Yello Bought ShieldSuit
[12:210] Yello Bought CombatSuit
[12:210] Yello Bought HazmatSuit
[12:210] Yello Bought CombatSuit
[13:798] Yello Placed/Upgraded HealingDrone
[14:256] Yello Unlocked AdvancedDroidEngines
[15:720] Yello Placed/Upgraded HealingDrone
[16:432] Yello Unlocked MedicShield
