Analyzed: Oh No It's Zombies Arctic Map (290)

ID : 0 PlayerName: Toxicpanda Race: Zerg
ID : 1 PlayerName: PartimeHero Race: Terran
ID : 2 PlayerName: Frosky Race: Terran
ID : 3 PlayerName: AICOB Race: Terran
ID : 4 PlayerName: gujiu Race: Terran
ID : 5 PlayerName: XDD Race: Terran
ID : 6 PlayerName: RedReaperz Race: Terran
ID : 7 PlayerName: Security Race: Primal Zerg
Toxicpanda Zombie Loss
Private Lobby

Game Length:[35:935]
Players ammount: 8
Marine rank avg: 13,666666666666666
GrandMaster ammount: 4
PURCHASES: 
[01:958] Toxicpanda Bought UnlockDropPods
[05:073] Toxicpanda Spawned MassiveCocoon
[06:513] Toxicpanda Spawned Hunter
[06:591] Toxicpanda Placed/Upgraded NydusCanalCreeper
[08:834] Toxicpanda Spawned MassiveCocoon
[09:121] Toxicpanda Placed/Upgraded NydusCanalCreeper
[11:224] Toxicpanda Bought CreepSpeed
[12:510] Toxicpanda Placed/Upgraded NydusCanalCreeper
[13:446] Toxicpanda Bought EvolveDropPods
[14:070] Toxicpanda Bought EvolveDropPods
[14:073] Toxicpanda Bought EvolveDropPods
[14:611] Toxicpanda Bought EvolveDropPods
[16:967] Toxicpanda Spawned MassiveCocoon
[17:765] Toxicpanda Bought SpawnNydusWorm
[18:047] Toxicpanda Spawned Underseer
[18:076] Toxicpanda Bought StrainHealth
[19:357] Toxicpanda Placed/Upgraded GreaterNydusWorm
[19:505] Toxicpanda Bought StrainHealth
[20:012] Toxicpanda Bought EvolveDropPods
[20:507] Toxicpanda Placed/Upgraded LesserNydusWorm
[20:508] Toxicpanda Bought GreaterNydus
[21:073] Toxicpanda Placed/Upgraded PrimalSunkenColony
[21:074] Toxicpanda Bought SunkenColony
[22:333] Toxicpanda Bought SunkenColony
[22:335] Toxicpanda Bought BuildExtractorExcavationZone
[22:335] Toxicpanda Placed/Upgraded AutomatedExtractor
[22:547] Toxicpanda Bought GreaterNydus
[23:073] Toxicpanda Bought EvolveDropPods
[24:140] Toxicpanda Bought StrainHealth
[24:296] Toxicpanda Placed/Upgraded Virophage
[24:999] Toxicpanda Bought AdvancedInfestationContainment
[25:961] Toxicpanda Placed/Upgraded NydusCanalCreeper
[26:202] Toxicpanda Placed/Upgraded NydusCanalCreeper
[26:840] Toxicpanda Placed/Upgraded GreaterNydusWorm
[27:209] Toxicpanda Spawned MassiveCocoon
[27:294] Toxicpanda Bought DropshipsFueled
[27:692] Toxicpanda Placed/Upgraded LesserNydusWorm
