Analyzed: Oh No It's Zombies Arctic Updated (158)

ID : 0 PlayerName: Frosky Race: Terran
ID : 1 PlayerName: Dalruin Race: Terran
ID : 2 PlayerName: DoctorZ Race: Terran
ID : 3 PlayerName: RachniThane Race: Zerg
ID : 4 PlayerName: Rio Race: Terran
ID : 5 PlayerName: chroneo Race: Terran
ID : 6 PlayerName: Skyfire Race: Terran
ID : 7 PlayerName: Security Race: Primal Zerg
RachniThane Zombie Loss
Public Lobby

Game Length:[43:906]
Players ammount: 8
Marine rank avg: 5,5
GrandMaster ammount: 1
PURCHASES: 
[00:588] Frosky Unlocked AssaultRifle
[00:684] Frosky Placed/Upgraded MiningDroid
[00:761] Frosky Unlocked AdvancedDroidEngines
[03:731] Frosky Unlocked SpecOpsAssaultRifle
[05:574] Frosky Unlocked TitaniumBulletCasings
[06:442] Frosky Placed/Upgraded MiningDroid
[08:172] Frosky Unlocked TurboDroidEngines
[12:249] Frosky Unlocked Stimpack
[14:114] Frosky Unlocked CombatSuit
[00:588] Dalruin Unlocked AssaultRifle
[01:498] Dalruin Placed/Upgraded MiningDroid
[02:936] Dalruin Unlocked AdvancedDroidEngines
[04:847] Dalruin Unlocked TurboDroidEngines
[06:347] Dalruin Unlocked PsiDisrupter
[06:419] Dalruin Unlocked SpecOpsPsiDisruptor
[08:100] Dalruin Placed/Upgraded PsiIndoctrinator
[08:787] Dalruin Unlocked BeamRifle
[09:570] Dalruin Unlocked SpecOpsPlasmaRifle
[10:769] Dalruin Unlocked Stimpack
[12:090] Dalruin Unlocked CorrosivePlasma
[13:564] Dalruin Unlocked CombatSuit
[13:582] Dalruin Unlocked AdvancedCombatSuit
[14:115] Dalruin Bought ShieldSuit
[14:115] Dalruin Bought CombatSuit
[14:115] Dalruin Bought HazmatSuit
[14:115] Dalruin Bought CombatSuit
[14:414] Dalruin Placed/Upgraded PsiIndoctrinator
[16:826] Dalruin Placed/Upgraded PsiIndoctrinator
[17:248] Dalruin Unlocked AutoTurret
[17:428] Dalruin Unlocked SpecOpsTurret
[17:459] Dalruin Unlocked FlameTurret
[18:284] Dalruin Placed/Upgraded AutoTurret
[18:497] Dalruin Placed/Upgraded AutoTurret
[19:146] Dalruin Placed/Upgraded PsiIndoctrinator
[22:580] Dalruin Placed/Upgraded PsiIndoctrinator
[22:863] Dalruin Placed/Upgraded AutoTurret
[23:429] Dalruin Unlocked BioMechanicalRepairDrone
[23:505] Dalruin Unlocked SpecOpsBioMechanicalRepairDrone
[23:599] Dalruin Placed/Upgraded HealingDrone
[24:233] Dalruin Placed/Upgraded HealingDrone
[24:616] Dalruin Placed/Upgraded AutoTurret
[24:949] Dalruin Placed/Upgraded PsiIndoctrinator
[25:363] Dalruin Placed/Upgraded AutoTurret
[27:323] Dalruin Unlocked MedicShield
[27:402] Dalruin Unlocked AIAssistant
[28:442] Dalruin Placed/Upgraded HealingDrone
[30:987] Dalruin Unlocked Shotgun
[31:000] Dalruin Unlocked SpecOpsShotgun
[31:039] Dalruin Unlocked IncendiaryBullets
[32:588] Dalruin Unlocked MiningCharge
[37:818] Dalruin Placed/Upgraded AutoTurret
[38:754] Dalruin Placed/Upgraded AutoTurret
[40:312] Dalruin Placed/Upgraded NukePack
[00:588] DoctorZ Unlocked AssaultRifle
[00:842] DoctorZ Placed MiningDroid
[01:297] DoctorZ Unlocked BioMechanicalRepairDrone
[01:326] DoctorZ Unlocked CombatAccelerationDrone
[01:919] DoctorZ Placed HealingDrone
[02:160] DoctorZ Placed HealingDrone
[03:795] DoctorZ Placed HealingDrone
[04:278] DoctorZ Placed HealingDrone
[04:804] DoctorZ Placed HealingDrone
[06:394] DoctorZ Placed MiningDroid
[07:533] DoctorZ Placed HealingDrone
[08:774] DoctorZ Placed HealingDrone
[10:811] DoctorZ Unlocked HellfireRocketLauncher
[10:985] DoctorZ Unlocked CombatSuit
[11:235] DoctorZ Placed HealingDrone
[11:637] DoctorZ Placed HealingDrone
[12:868] DoctorZ Placed HealingDrone
[13:565] DoctorZ Bought ShieldSuit
[13:565] DoctorZ Bought CombatSuit
[13:565] DoctorZ Bought HazmatSuit
[13:565] DoctorZ Bought CombatSuit
[13:583] DoctorZ Bought CombatSuit
[13:780] DoctorZ Unlocked AdvancedCombatSuit
[14:451] DoctorZ Placed HealingDrone
[15:987] DoctorZ Placed HealingDrone
[16:918] DoctorZ Unlocked MedicShield
[17:319] DoctorZ Placed HealingDrone
[18:145] DoctorZ Placed HealingDrone
[19:328] DoctorZ Unlocked AdvancedDroidEngines
[19:692] DoctorZ Placed HealingDrone
[20:769] DoctorZ Placed HealingDrone
[22:307] DoctorZ Unlocked ForceFieldGrenade
[25:935] DoctorZ Unlocked SpecOpsHellfireRocketLauncher
[29:909] DoctorZ Placed HealingDrone
[30:993] DoctorZ Unlocked SpecOpsForcefieldGrenade
[32:669] DoctorZ Unlocked MiningCharge
[32:695] DoctorZ Unlocked AdvancedMiningCharge
[32:840] DoctorZ Placed HealingDrone
[34:726] DoctorZ Placed NukePack
[39:456] DoctorZ Placed HealingDrone
[39:648] DoctorZ Placed HealingDrone
[40:979] DoctorZ Placed NukePack
[00:552] RachniThane Bought PlayerNumber
[01:279] RachniThane Bought StrainHealth
[02:885] RachniThane Bought PureStrainHealth
[05:516] RachniThane Bought StrainVolatile
[05:566] RachniThane Bought PureStrainVolatile
[07:285] RachniThane Bought KaboomerStrain
[08:186] RachniThane Bought SunkenColony
[08:186] RachniThane Placed/Upgraded PrimalSunkenColony
[10:853] RachniThane Bought StrainSpeed
[10:986] RachniThane Bought ShieldSuit
[10:986] RachniThane Bought CombatSuit
[10:986] RachniThane Bought HazmatSuit
[10:986] RachniThane Bought CombatSuit
[11:355] RachniThane Bought SunkenColony
[13:047] RachniThane Bought PureStrainSpeed
[13:718] RachniThane Bought AdvancedInfestationGateControl
[13:781] RachniThane Bought CombatSuit
[14:720] RachniThane Placed/Upgraded PrimalSunkenColony
[14:721] RachniThane Bought SunkenColony
[15:223] RachniThane Bought UnlockDropPods
[15:631] RachniThane Bought EvolveDropPods
[15:635] RachniThane Bought EvolveDropPods
[16:002] RachniThane Bought EvolveDropPods
[16:683] RachniThane Placed/Upgraded Virophage
[16:985] RachniThane Bought SunkenColony
[17:815] RachniThane Bought SiphonFuel
[18:264] RachniThane Bought BuildExtractorExcavationZone
[18:264] RachniThane Placed/Upgraded AutomatedExtractor
[20:583] RachniThane Bought CreepSpeed
[20:757] RachniThane Bought SiphonFuel
[21:396] RachniThane Bought BuildExtractorProcessingFacilities
[21:396] RachniThane Placed/Upgraded AutomatedExtractor
[22:873] RachniThane Bought EvolveDropPods
[22:874] RachniThane Bought EvolveDropPods
[22:879] RachniThane Bought EvolveDropPods
[23:742] RachniThane Bought VirulentCreep
[23:742] RachniThane Bought VirulentCreep
[24:626] RachniThane Bought SiphonFuel
[25:470] RachniThane Bought BuildExtractorScienceLabs
[25:470] RachniThane Placed/Upgraded AutomatedExtractor
[27:001] RachniThane Placed/Upgraded Virophage
[27:386] RachniThane Placed/Upgraded LesserNydusWorm
[27:387] RachniThane Bought GreaterNydus
[27:586] RachniThane Bought SiphonFuel
[27:656] RachniThane Placed/Upgraded PrimalSunkenColony
[27:657] RachniThane Bought SunkenColony
[27:897] RachniThane Bought SunkenColony
[27:897] RachniThane Placed/Upgraded PrimalSunkenColony
[28:708] RachniThane Bought AdvancedPowerInfestation
[28:720] RachniThane Bought AdvancedInfestationSecurity
[29:147] RachniThane Bought TrackHumans
[29:265] RachniThane Spawned MassiveCocoon
[29:827] RachniThane Placed/Upgraded Virophage
[29:932] RachniThane Placed/Upgraded PrimalSunkenColony
[29:933] RachniThane Bought SunkenColony
[30:173] RachniThane Placed/Upgraded NydusCanalCreeper
[30:760] RachniThane Bought SiphonFuel
[31:739] RachniThane Placed/Upgraded LesserNydusWorm
[31:740] RachniThane Bought GreaterNydus
[32:280] RachniThane Bought BuildExtractorManufacturingSector
[32:280] RachniThane Placed/Upgraded AutomatedExtractor
[33:184] RachniThane Bought TrackHumans
[33:409] RachniThane Bought DropshipsFueled
[33:920] RachniThane Bought SunkenColony
[34:121] RachniThane Bought UltimateInfestationResearched
[34:580] RachniThane Bought SpawnNydusWorm
[34:612] RachniThane Placed/Upgraded GreaterNydusWorm
[35:785] RachniThane Bought TrackHumans
[37:308] RachniThane Bought CreepSpeed
[41:127] RachniThane Bought GreaterNydus
[00:588] Rio Unlocked AssaultRifle
[01:141] Rio Unlocked Stimpack
[04:660] Rio Unlocked AdvancedDroidEngines
[04:671] Rio Unlocked TurboDroidEngines
[04:707] Rio Placed/Upgraded MiningDroid
[07:904] Rio Unlocked BeamRifle
[07:923] Rio Unlocked SpecOpsPlasmaRifle
[18:826] Rio Placed/Upgraded MiningDroid
[19:283] Rio Unlocked BioMechanicalRepairDrone
[19:311] Rio Unlocked SpecOpsBioMechanicalRepairDrone
[19:381] Rio Unlocked LongRangeScope
[19:439] Rio Unlocked CombatSuit
[19:465] Rio Unlocked AdvancedCombatSuit
[19:524] Rio Unlocked OverloadWeapon
[19:588] Rio Unlocked MedicShield
[19:633] Rio Unlocked EnergyPack
[19:698] Rio Unlocked AIAssistant
[19:807] Rio Placed/Upgraded HealingDrone
[20:130] Rio Unlocked ExplorationDroid
[20:147] Rio Unlocked AdvancedExplorationDroid
[20:705] Rio Placed/Upgraded ExplorationDroid
[21:290] Rio Placed/Upgraded ExplorationDroid
[22:046] Rio Unlocked ForceFieldGrenade
[22:148] Rio Placed/Upgraded ExplorationDroid
[23:267] Rio Placed/Upgraded HealingDrone
[25:318] Rio Placed/Upgraded HealingDrone
[28:147] Rio Placed/Upgraded HealingDrone
[29:615] Rio Placed/Upgraded HealingDrone
[30:042] Rio Unlocked SpecOpsForcefieldGrenade
[30:124] Rio Unlocked Teleporter
[30:138] Rio Unlocked SpecOpsTeleporter
[30:693] Rio Placed/Upgraded HealingDrone
[31:596] Rio Placed/Upgraded HealingDrone
[41:352] Rio Placed/Upgraded HealingDrone
[41:648] Rio Placed/Upgraded ExplorationDroid
[41:998] Rio Placed/Upgraded ExplorationDroid
[00:588] chroneo Unlocked AssaultRifle
[00:691] chroneo Placed/Upgraded MiningDroid
[00:738] chroneo Unlocked AdvancedDroidEngines
[03:723] chroneo Unlocked TurboDroidEngines
[06:117] chroneo Unlocked Stimpack
[06:180] chroneo Unlocked MedicShield
[07:105] chroneo Unlocked Shotgun
[09:151] chroneo Unlocked Shieldsiotunlocked
[09:793] chroneo Unlocked SpecOpsShotgun
[11:404] chroneo Unlocked IncendiaryBullets
[11:525] chroneo Unlocked AdvancedShieldSuit
[12:873] chroneo Unlocked SuperStimpack
[18:034] chroneo Placed/Upgraded MiningDroid
[19:440] chroneo Bought ShieldSuit
[19:440] chroneo Bought CombatSuit
[19:440] chroneo Bought HazmatSuit
[19:440] chroneo Bought CombatSuit
[19:466] chroneo Bought CombatSuit
[19:532] chroneo Unlocked SpecOpsSuperStimpack
[21:661] chroneo Unlocked AIAssistant
[22:224] chroneo Unlocked PsiDisrupter
[22:343] chroneo Placed/Upgraded PsiIndoctrinator
[23:630] chroneo Placed/Upgraded PsiIndoctrinator
[25:830] chroneo Unlocked SpecOpsPsiDisruptor
[26:917] chroneo Unlocked AutoTurret
[26:940] chroneo Unlocked FlameTurret
[27:403] chroneo Placed/Upgraded AutoTurret
[36:419] chroneo Placed/Upgraded AutoTurret
[36:779] chroneo Placed/Upgraded AutoTurret
[00:588] Skyfire Unlocked AssaultRifle
[09:152] Skyfire Bought ShieldSuit
[09:152] Skyfire Bought CombatSuit
[09:152] Skyfire Bought HazmatSuit
[09:152] Skyfire Bought ShieldSuit
[09:776] Skyfire Unlocked Flamethrower
[11:526] Skyfire Bought ShieldSuit
[17:169] Skyfire Unlocked Shieldsiotunlocked
[17:197] Skyfire Unlocked CombatSuit
[17:212] Skyfire Unlocked EnergySuit
[17:213] Skyfire Unlocked EnergySuit
[17:228] Skyfire Unlocked HazmatSuit
[17:229] Skyfire Unlocked EnergySuit
[17:255] Skyfire Unlocked EnergySuit
[17:265] Skyfire Unlocked EnergySuit
[17:301] Skyfire Unlocked EnergySuit
[17:308] Skyfire Unlocked EnergySuit
[17:327] Skyfire Unlocked AdvancedShieldSuit
[19:162] Skyfire Unlocked CombatShield
[20:921] Skyfire Unlocked OpticalVisor
[21:021] Skyfire Unlocked AIAssistant
[22:630] Skyfire Unlocked DefensiveMatrix
[24:926] Skyfire Unlocked ExplorationDroid
[28:047] Skyfire Unlocked SuperHealingDrone
[17:170] Security Bought ShieldSuit
[17:170] Security Bought CombatSuit
[17:170] Security Bought HazmatSuit
[17:170] Security Bought ShieldSuit
[17:198] Security Bought ShieldSuit
[17:198] Security Bought CombatSuit
[17:198] Security Bought HazmatSuit
[17:198] Security Bought CombatSuit
[17:213] Security Bought ShieldSuit
[17:213] Security Bought CombatSuit
[17:213] Security Bought HazmatSuit
[17:229] Security Bought ShieldSuit
[17:229] Security Bought CombatSuit
[17:229] Security Bought HazmatSuit
[17:229] Security Bought HazmatSuit
[17:255] Security Bought ShieldSuit
[17:255] Security Bought CombatSuit
[17:255] Security Bought HazmatSuit
[17:265] Security Bought ShieldSuit
[17:265] Security Bought CombatSuit
[17:265] Security Bought HazmatSuit
[17:265] Security Bought CombatSuit
[17:273] Security Bought ShieldSuit
[17:273] Security Bought CombatSuit
[17:273] Security Bought HazmatSuit
[17:273] Security Bought ShieldSuit
[17:293] Security Bought ShieldSuit
[17:293] Security Bought CombatSuit
[17:293] Security Bought HazmatSuit
[17:293] Security Bought CombatSuit
[17:301] Security Bought ShieldSuit
[17:301] Security Bought CombatSuit
[17:301] Security Bought HazmatSuit
[17:308] Security Bought ShieldSuit
[17:308] Security Bought CombatSuit
[17:308] Security Bought HazmatSuit
[17:308] Security Bought HazmatSuit
[17:319] Security Bought ShieldSuit
[17:319] Security Bought CombatSuit
[17:319] Security Bought HazmatSuit
[17:319] Security Bought ShieldSuit
[17:328] Security Bought ShieldSuit

RachniThane Placed 1 Greaters.
--------------------------------
