Analyzed: Oh No It's Zombies Arctic Updated (421)

ID : 0 PlayerName: Basik Race: Terran
ID : 1 PlayerName: ROY Race: Terran
ID : 2 PlayerName: Vip Race: Terran
ID : 3 PlayerName: Frosky Race: Terran
ID : 4 PlayerName: Ahanax Race: Terran
ID : 5 PlayerName: kronos Race: Terran
ID : 6 PlayerName: Llavitz Race: Zerg
ID : 7 PlayerName: Security Race: Zerg
Llavitz Zombie Loss
Public Lobby

Game Length:[32:469]
Players ammount: 8
Marine rank avg: 7,833333333333333
GrandMaster ammount: 2
PURCHASES: 
[00:588] Basik Unlocked AssaultRifle
[00:716] Basik Placed/Upgraded MiningDroid
[01:414] Basik Unlocked Flamethrower
[03:104] Basik Unlocked AdvancedDroidEngines
[06:052] Basik Unlocked MotionSensor
[06:273] Basik Placed/Upgraded SensorTower
[07:784] Basik Unlocked TurboDroidEngines
[08:003] Basik Placed/Upgraded SensorTower
[09:606] Basik Unlocked Stimpack
[10:993] Basik Unlocked SpecOpsAssaultRifle
[12:196] Basik Unlocked AutoTargetingSystem
[12:772] Basik Unlocked OverloadWeapon
[13:627] Basik Unlocked PowerConverter
[15:019] Basik Unlocked SpecOpsPowerConverter
[15:849] Basik Unlocked BioMechanicalRepairDrone
[16:429] Basik Placed/Upgraded HealingDrone
[16:746] Basik Placed/Upgraded HealingDrone
[19:347] Basik Unlocked EnergySuit
[19:348] Basik Unlocked EnergySuit
[19:352] Basik Unlocked AdvancedEnergySuit
[19:353] Basik Unlocked EnergySuit
[19:353] Basik Unlocked AdvancedEnergySuit
[19:428] Basik Unlocked QuantumBackpack
[19:444] Basik Unlocked MedicShield
[19:850] Basik Placed/Upgraded SensorTower
[20:673] Basik Placed/Upgraded HealingDrone
[20:971] Basik Placed/Upgraded SensorTower
[21:430] Basik Unlocked FlashBang
[21:434] Basik Unlocked SpecOpsFlashbang
[21:791] Basik Placed/Upgraded HealingDrone
[22:072] Basik Placed/Upgraded HealingDrone
[23:381] Basik Placed/Upgraded SensorTower
[25:554] Basik Unlocked SpecOpsBioMechanicalRepairDrone
[27:019] Basik Placed/Upgraded MiningDroid
[27:074] Basik Unlocked MiningCharge
[27:080] Basik Unlocked AdvancedMiningCharge
[27:197] Basik Placed/Upgraded NukePack
[27:421] Basik Placed/Upgraded NukePack
[29:536] Basik Placed/Upgraded HealingDrone
[29:816] Basik Placed/Upgraded NukePack
[31:237] Basik Unlocked PsiDisrupter
[31:675] Basik Placed/Upgraded PsiIndoctrinator
[31:963] Basik Placed/Upgraded HealingDrone
[00:588] ROY Unlocked AssaultRifle
[00:673] ROY Placed/Upgraded MiningDroid
[00:821] ROY Unlocked FragGrenade
[00:996] ROY Unlocked MedicShield
[04:548] ROY Unlocked AdvancedDroidEngines
[07:060] ROY Unlocked TurboDroidEngines
[08:924] ROY Unlocked ExplorationDroid
[09:041] ROY Placed/Upgraded ExplorationDroid
[09:137] ROY Placed/Upgraded ExplorationDroid
[09:214] ROY Placed/Upgraded ExplorationDroid
[09:739] ROY Unlocked BioMechanicalRepairDrone
[12:056] ROY Unlocked SpecOpsAssaultRifle
[14:475] ROY Unlocked AutoTargetingSystem
[14:554] ROY Unlocked OverloadWeapon
[15:909] ROY Placed/Upgraded HealingDrone
[17:051] ROY Unlocked CombatSuit
[17:056] ROY Unlocked AdvancedCombatSuit
[17:191] ROY Unlocked AIAssistant
[19:275] ROY Placed/Upgraded HealingDrone
[19:348] ROY Bought ShieldSuit
[19:348] ROY Bought CombatSuit
[19:348] ROY Bought HazmatSuit
[19:981] ROY Unlocked PowerConverter
[20:019] ROY Unlocked SpecOpsPowerConverter
[20:123] ROY Unlocked QuantumBackpack
[21:185] ROY Placed/Upgraded HealingDrone
[22:203] ROY Placed/Upgraded HealingDrone
[24:816] ROY Unlocked AdvancedExplorationDroid
