Analyzed: Oh No It's Zombies Arctic Updated (209)

ID : 0 PlayerName: Frosky Race: Terran
ID : 1 PlayerName: RyK Race: Terran
ID : 2 PlayerName: Cruel Race: Terran
ID : 3 PlayerName: reefing Race: Terran
ID : 4 PlayerName: Radovid Race: Zerg
ID : 5 PlayerName: Salem Race: Terran
ID : 6 PlayerName: Hathor Race: Terran
ID : 7 PlayerName: Security Race: Terran Horner
Radovid Zombie Loss
Private Lobby

Game Length:[37:158]
Players ammount: 8
Marine rank avg: 17,666666666666668
GrandMaster ammount: 5
PURCHASES: 
[00:588] Frosky Unlocked AssaultRifle
[00:870] Frosky Unlocked Shotgun
[01:227] Frosky Placed/Upgraded MiningDroid
[03:351] Frosky Unlocked AdvancedDroidEngines
[06:468] Frosky Unlocked TurboDroidEngines
[08:618] Frosky Unlocked Stimpack
[09:452] Frosky Unlocked ExplorationDroid
[09:657] Frosky Placed/Upgraded ExplorationDroid
[09:789] Frosky Placed/Upgraded ExplorationDroid
[10:017] Frosky Placed/Upgraded ExplorationDroid
[10:928] Frosky Unlocked CombatSuit
[12:329] Frosky Unlocked SpecOpsShotgun
[13:137] Frosky Unlocked BioMechanicalRepairDrone
[13:199] Frosky Placed/Upgraded HealingDrone
[17:539] Frosky Placed/Upgraded MiningDroid
[19:166] Frosky Unlocked AdvancedCombatSuit
[22:826] Frosky Unlocked ConcussiveBeams
[24:159] Frosky Placed/Upgraded HealingDrone
[24:839] Frosky Unlocked AutoTurret
[25:505] Frosky Placed/Upgraded AutoTurret
[26:771] Frosky Placed/Upgraded AutoTurret
[00:588] RyK Unlocked AssaultRifle
[00:676] RyK Placed/Upgraded MiningDroid
[00:724] RyK Unlocked AdvancedDroidEngines
[01:920] RyK Unlocked FragGrenade
[03:094] RyK Unlocked ExplorationDroid
[03:130] RyK Placed/Upgraded ExplorationDroid
[03:136] RyK Placed/Upgraded ExplorationDroid
[03:258] RyK Placed/Upgraded ExplorationDroid
[05:684] RyK Unlocked TurboDroidEngines
[07:295] RyK Unlocked Stimpack
[09:464] RyK Unlocked SpecOpsAssaultRifle
[10:929] RyK Bought ShieldSuit
[10:929] RyK Bought CombatSuit
[10:929] RyK Bought HazmatSuit
[10:929] RyK Bought CombatSuit
[11:070] RyK Unlocked AutoTargetingSystem
[12:295] RyK Unlocked PowerConverter
[12:946] RyK Unlocked AutoTurret
[13:810] RyK Unlocked SpecOpsFragGrenade
[14:456] RyK Unlocked MedicShield
[16:571] RyK Unlocked EnergySuit
[16:572] RyK Unlocked EnergySuit
[16:876] RyK Placed/Upgraded AutoTurret
[17:156] RyK Unlocked AdvancedEnergySuit
[17:157] RyK Unlocked EnergySuit
[17:157] RyK Unlocked AdvancedEnergySuit
[17:787] RyK Placed/Upgraded AutoTurret
[18:026] RyK Placed/Upgraded AutoTurret
[19:167] RyK Bought CombatSuit
[19:868] RyK Placed/Upgraded AutoTurret
[20:122] RyK Placed/Upgraded AutoTurret
[20:443] RyK Placed/Upgraded AutoTurret
[20:712] RyK Placed/Upgraded AutoTurret
[20:903] RyK Placed/Upgraded AutoTurret
[21:154] RyK Unlocked BioMechanicalRepairDrone
[21:361] RyK Placed/Upgraded HealingDrone
[22:209] RyK Unlocked QuantumBackpack
[22:245] RyK Unlocked AIAssistant
[22:290] RyK Unlocked SpecOpsBioMechanicalRepairDrone
[22:911] RyK Placed/Upgraded HealingDrone
[23:432] RyK Placed/Upgraded AutoTurret
[23:880] RyK Placed/Upgraded AutoTurret
[23:972] RyK Unlocked SpecOpsTurret
[24:849] RyK Unlocked MotionSensor
[25:208] RyK Placed/Upgraded SensorTower
[26:260] RyK Placed/Upgraded AutoTurret
[26:575] RyK Unlocked PsiDisrupter
[27:378] RyK Placed/Upgraded PsiIndoctrinator
[27:567] RyK Placed/Upgraded HealingDrone
[28:879] RyK Unlocked PsiDepressor
[30:072] RyK Placed/Upgraded AutoTurret
[31:128] RyK Placed/Upgraded AutoTurret
[31:376] RyK Placed/Upgraded HealingDrone
[31:858] RyK Unlocked SpecOpsPowerConverter
[33:100] RyK Placed/Upgraded HealingDrone
[34:069] RyK Placed/Upgraded AutoTurret
[00:588] Cruel Unlocked AssaultRifle
[00:683] Cruel Placed/Upgraded MiningDroid
[00:850] Cruel Unlocked AdvancedDroidEngines
[01:777] Cruel Unlocked FragGrenade
[04:524] Cruel Unlocked Flamethrower
[06:660] Cruel Unlocked DefensiveMatrix
[07:323] Cruel Unlocked SpecOpsFlamethrower
[08:255] Cruel Unlocked CombatShield
[10:679] Cruel Unlocked BioMechanicalRepairDrone
[10:824] Cruel Unlocked ThermiteFilaments
[12:816] Cruel Unlocked Shieldsiotunlocked
[14:551] Cruel Placed/Upgraded HealingDrone
[15:163] Cruel Placed/Upgraded HealingDrone
[15:704] Cruel Unlocked SpecOpsAssaultRifle
[16:572] Cruel Bought ShieldSuit
[16:572] Cruel Bought CombatSuit
[16:572] Cruel Bought HazmatSuit
[17:111] Cruel Placed/Upgraded HealingDrone
[17:618] Cruel Unlocked Bayonette
[19:153] Cruel Placed/Upgraded MiningDroid
[19:445] Cruel Placed/Upgraded HealingDrone
[19:897] Cruel Placed/Upgraded HealingDrone
[21:219] Cruel Placed/Upgraded HealingDrone
[21:781] Cruel Unlocked SuperHealingDrone
[22:112] Cruel Placed/Upgraded HealingDrone
[23:066] Cruel Placed/Upgraded HealingDrone
[23:545] Cruel Placed/Upgraded MiningDroid
[25:293] Cruel Placed/Upgraded HealingDrone
[25:776] Cruel Unlocked AdvancedShieldSuit
[25:852] Cruel Placed/Upgraded HealingDrone
[26:225] Cruel Placed/Upgraded HealingDrone
[29:052] Cruel Unlocked FlashBang
[29:059] Cruel Unlocked SpecOpsFlashbang
[29:555] Cruel Placed/Upgraded HealingDrone
[30:643] Cruel Placed/Upgraded HealingDrone
[35:946] Cruel Placed/Upgraded HealingDrone
[00:588] reefing Unlocked AssaultRifle
[00:667] reefing Placed MiningDroid
[01:056] reefing Unlocked AdvancedDroidEngines
[04:681] reefing Unlocked TurboDroidEngines
[05:884] reefing Unlocked BeamRifle
[07:072] reefing Unlocked SpecOpsPlasmaRifle
[09:047] reefing Unlocked CombatSuit
[09:704] reefing Unlocked AdvancedCombatSuit
[11:294] reefing Unlocked Stimpack
[12:408] reefing Unlocked MedicShield
[12:817] reefing Bought ShieldSuit
[12:817] reefing Bought CombatSuit
[12:817] reefing Bought HazmatSuit
[12:817] reefing Bought ShieldSuit
[13:208] reefing Unlocked CorrosivePlasma
[14:178] reefing Unlocked OpticalVisor
[14:181] reefing Unlocked EnergyPack
[22:983] reefing Unlocked AIAssistant
[23:289] reefing Unlocked SuperStimpack
[23:296] reefing Unlocked SpecOpsSuperStimpack
[25:777] reefing Bought ShieldSuit
[26:160] reefing Unlocked HazmatSuit
[26:166] reefing Unlocked AdvancedHazmatSuit
[28:894] reefing Placed MiningDroid
[30:185] reefing Unlocked PsiDisrupter
[31:182] reefing Placed PsiIndoctrinator
[31:732] reefing Unlocked PsiDepressor
[00:552] Radovid Bought PlayerNumber
[00:668] Radovid Spawned MassiveCocoon
[02:108] Radovid Spawned Hunter
[02:968] Radovid Spawned MassiveCocoon
[03:844] Radovid Placed/Upgraded ToxicNest
[03:862] Radovid Placed/Upgraded ToxicNest
[03:886] Radovid Placed/Upgraded ToxicNest
[04:408] Radovid Spawned Hunter
[05:404] Radovid Spawned MassiveCocoon
[05:821] Radovid Spawned MassiveCocoon
[06:844] Radovid Spawned Hunter
[07:261] Radovid Spawned Hunter
[08:277] Radovid Bought CreepSpeed
[09:048] Radovid Bought ShieldSuit
[09:048] Radovid Bought CombatSuit
[09:048] Radovid Bought HazmatSuit
[09:048] Radovid Bought CombatSuit
[09:705] Radovid Bought CombatSuit
[11:365] Radovid Placed/Upgraded ToxicNest
[11:371] Radovid Placed/Upgraded ToxicNest
[11:373] Radovid Placed/Upgraded ToxicNest
[11:394] Radovid Placed/Upgraded ToxicNest
[11:404] Radovid Placed/Upgraded ToxicNest
[11:462] Radovid Placed/Upgraded ToxicNest
[13:368] Radovid Placed/Upgraded ToxicNest
[13:402] Radovid Placed/Upgraded ToxicNest
[13:878] Radovid Spawned MassiveCocoon
[13:882] Radovid Spawned MassiveCocoon
[14:861] Radovid Placed/Upgraded PrimalSunkenColony
[14:862] Radovid Bought SunkenColony
[15:318] Radovid Spawned Hunter
[15:322] Radovid Spawned Hunter
[17:841] Radovid Bought SunkenColony
[19:100] Radovid Spawned MassiveCocoon
[19:834] Radovid Placed/Upgraded PrimalSunkenColony
[19:835] Radovid Bought SunkenColony
[19:963] Radovid Bought SunkenColony
[20:101] Radovid Bought VirulentCreep
[20:101] Radovid Bought VirulentCreep
[20:540] Radovid Spawned Anubalisk
[20:683] Radovid Placed/Upgraded PrimalSunkenColony
[20:684] Radovid Bought SunkenColony
[20:724] Radovid Placed/Upgraded ToxicNest
[20:765] Radovid Placed/Upgraded ToxicNest
[22:545] Radovid Bought BuildExtractorManufacturingSector
[22:545] Radovid Placed/Upgraded AutomatedExtractor
[22:977] Radovid Placed/Upgraded ToxicNest
[23:039] Radovid Placed/Upgraded ToxicNest
[23:258] Radovid Bought StrainSpeed
[23:264] Radovid Bought PureStrainSpeed
