Analyzed: Oh No It's Zombies Arctic Updated (385)

ID : 0 PlayerName: Frosky Race: Terran
ID : 1 PlayerName: tshiar Race: Terran
ID : 2 PlayerName: ZaqazDeath Race: Terran
ID : 3 PlayerName: ironstone Race: Terran
ID : 4 PlayerName: Nehemir Race: Terran
ID : 5 PlayerName: Kreen Race: Terran
ID : 6 PlayerName: rares Race: Zerg
ID : 7 PlayerName: Security Race: Terran
rares Zombie Loss
Public Lobby

Game Length:[38:095]
Players ammount: 8
Marine rank avg: 7,5
GrandMaster ammount: 1
PURCHASES: 
[00:588] Frosky Unlocked AssaultRifle
[00:783] Frosky Unlocked ArcWelder
[00:810] Frosky Placed/Upgraded MiningDroid
[02:549] Frosky Unlocked BioMechanicalRepairDrone
[02:579] Frosky Unlocked CombatAccelerationDrone
[02:624] Frosky Placed/Upgraded HealingDrone
[03:651] Frosky Placed/Upgraded HealingDrone
[03:795] Frosky Placed/Upgraded HealingDrone
[04:256] Frosky Placed/Upgraded HealingDrone
[04:902] Frosky Unlocked MotionSensor
[05:229] Frosky Placed/Upgraded SensorTower
[06:677] Frosky Unlocked AdvancedDroidEngines
[08:032] Frosky Unlocked AutoTurret
[08:120] Frosky Placed/Upgraded AutoTurret
[09:392] Frosky Unlocked TurboDroidEngines
[10:059] Frosky Placed/Upgraded HealingDrone
[11:049] Frosky Placed/Upgraded AutoTurret
[11:192] Frosky Placed/Upgraded AutoTurret
[11:446] Frosky Placed/Upgraded AutoTurret
[12:949] Frosky Unlocked PsiDisrupter
[13:809] Frosky Placed/Upgraded PsiIndoctrinator
[14:691] Frosky Placed/Upgraded PsiIndoctrinator
[15:318] Frosky Unlocked HeavyTurret
[15:376] Frosky Placed/Upgraded AutoTurret
[15:810] Frosky Placed/Upgraded AutoTurret
[17:314] Frosky Placed/Upgraded PsiIndoctrinator
[17:546] Frosky Placed/Upgraded AutoTurret
[17:677] Frosky Placed/Upgraded AutoTurret
[20:397] Frosky Unlocked SpecOpsBioMechanicalRepairDrone
[20:450] Frosky Unlocked PsiDepressor
[20:743] Frosky Placed/Upgraded HealingDrone
[22:498] Frosky Placed/Upgraded PsiIndoctrinator
[24:346] Frosky Placed/Upgraded AutoTurret
[24:516] Frosky Unlocked SpecOpsArcWelder
[28:387] Frosky Unlocked QuantumBackpack
[28:728] Frosky Placed/Upgraded PsiIndoctrinator
[29:118] Frosky Placed/Upgraded AutoTurret
