Analyzed: Oh No It's Zombies Arctic Updated (315)

ID : 0 PlayerName: Frosky Race: Terran
ID : 1 PlayerName: sim Race: Terran
ID : 2 PlayerName: JuiceNugget Race: Zerg
ID : 3 PlayerName: Mikey Race: Terran
ID : 4 PlayerName: starprince Race: Terran
ID : 5 PlayerName: KingOfWinter Race: Terran
ID : 6 PlayerName: DaveTheChad Race: Terran
ID : 7 PlayerName: Security Race: Zerg
JuiceNugget Zombie Win
Public Lobby

Game Length:[43:539]
Players ammount: 8
Marine rank avg: 8
GrandMaster ammount: 2
PURCHASES: 
[00:588] Frosky Unlocked AssaultRifle
[00:667] Frosky Placed/Upgraded MiningDroid
[00:726] Frosky Unlocked Shotgun
[03:579] Frosky Unlocked AdvancedDroidEngines
[09:755] Frosky Unlocked TurboDroidEngines
[11:306] Frosky Unlocked SpecOpsShotgun
[12:657] Frosky Unlocked CombatSuit
[13:206] Frosky Placed/Upgraded MiningDroid
[21:204] Frosky Placed/Upgraded MiningDroid
[22:770] Frosky Unlocked AdvancedCombatSuit
[23:638] Frosky Unlocked ConcussiveBeams
[24:446] Frosky Unlocked CombatShield
[24:486] Frosky Unlocked BioMechanicalRepairDrone
[24:575] Frosky Placed/Upgraded HealingDrone
[25:004] Frosky Placed/Upgraded HealingDrone
[27:102] Frosky Unlocked SuperStimpack
[28:213] Frosky Unlocked ExplorationDroid
[28:247] Frosky Placed/Upgraded ExplorationDroid
[28:315] Frosky Placed/Upgraded ExplorationDroid
[29:292] Frosky Unlocked PsiDisrupter
[29:407] Frosky Placed/Upgraded PsiIndoctrinator
[29:914] Frosky Unlocked SpecOpsBioMechanicalRepairDrone
[30:689] Frosky Placed/Upgraded HealingDrone
[31:745] Frosky Placed/Upgraded HealingDrone
[32:086] Frosky Placed/Upgraded HealingDrone
[32:965] Frosky Placed/Upgraded HealingDrone
[34:146] Frosky Placed/Upgraded HealingDrone
[34:929] Frosky Placed/Upgraded HealingDrone
[36:587] Frosky Placed/Upgraded HealingDrone
[38:099] Frosky Placed/Upgraded HealingDrone
[38:819] Frosky Placed/Upgraded HealingDrone
[40:051] Frosky Placed/Upgraded HealingDrone
[00:588] sim Unlocked AssaultRifle
[00:735] sim Placed MiningDroid
[01:004] sim Unlocked AdvancedDroidEngines
[04:669] sim Unlocked TurboDroidEngines
[04:728] sim Unlocked CombatSuit
[07:135] sim Unlocked AdvancedCombatSuit
[07:784] sim Unlocked Flamethrower
[09:805] sim Placed MiningDroid
[11:329] sim Unlocked SpecOpsFlamethrower
[12:459] sim Unlocked ThermiteFilaments
[12:658] sim Bought ShieldSuit
[12:658] sim Bought CombatSuit
[12:658] sim Bought HazmatSuit
[12:658] sim Bought CombatSuit
[15:076] sim Unlocked Stimpack
[15:137] sim Unlocked SuperStimpack
[15:953] sim Unlocked SpecOpsSuperStimpack
