Analyzed: Oh No It's Zombies Arctic Map (177)

ID : 0 PlayerName: Frosky Race: Terran
ID : 2 PlayerName: ZEHN Race: Terran
ID : 3 PlayerName: Kitty Race: Zerg
ID : 4 PlayerName: Pandameme Race: Terran
ID : 5 PlayerName: SuperDad Race: Terran
ID : 6 PlayerName: IvriderLoder Race: Zerg
ID : 7 PlayerName: Security Race: MechaZerg
IvriderLoder Zombie Win
Public Lobby

Game Length:[34:926]
Players ammount: 7
Marine rank avg: 7,333333333333333
GrandMaster ammount: 1
PURCHASES: 
[00:572] Frosky Unlocked AssaultRifle
[00:738] Frosky Placed/Upgraded MiningDroid
[00:947] Frosky Unlocked AdvancedDroidEngines
[03:222] Frosky Unlocked SpecOpsAssaultRifle
[04:624] Frosky Unlocked TurboDroidEngines
[06:373] Frosky Unlocked Stimpack
[08:219] Frosky Unlocked AutoTargetingSystem
[08:262] Frosky Unlocked CombatSuit
[09:726] Frosky Unlocked AdvancedCombatSuit
[09:763] Frosky Unlocked AutoTurret
[10:717] Frosky Placed/Upgraded AutoTurret
[11:375] Frosky Placed/Upgraded AutoTurret
[11:573] Frosky Placed/Upgraded AutoTurret
[11:845] Frosky Unlocked CombatShield
[11:851] Frosky Unlocked QuantumBackpack
[11:856] Frosky Unlocked AIAssistant
[11:921] Frosky Placed/Upgraded AutoTurret
[12:202] Frosky Placed/Upgraded MiningDroid
[12:945] Frosky Placed/Upgraded AutoTurret
[13:145] Frosky Unlocked FlameTurret
[13:219] Frosky Placed/Upgraded AutoTurret
[13:395] Frosky Placed/Upgraded AutoTurret
[13:679] Frosky Placed/Upgraded AutoTurret
[13:893] Frosky Placed/Upgraded AutoTurret
[15:744] Frosky Unlocked EnergyPack
[15:753] Frosky Unlocked OpticalVisor
[15:828] Frosky Unlocked HeavyTurret
[15:884] Frosky Unlocked PsiDisrupter
[15:913] Frosky Placed/Upgraded PsiIndoctrinator
[16:280] Frosky Placed/Upgraded PsiIndoctrinator
[17:071] Frosky Placed/Upgraded PsiIndoctrinator
[18:223] Frosky Placed/Upgraded PsiIndoctrinator
