Analyzed: Oh No It's Zombies Arctic Updated (407)

ID : 0 PlayerName: Frosky Race: Terran
ID : 1 PlayerName: Sojourne Race: Zerg
ID : 2 PlayerName: Yello Race: Terran
ID : 3 PlayerName: Dhmon Race: Terran
ID : 4 PlayerName: TheFear Race: Terran
ID : 5 PlayerName: LordZuratho Race: Terran
ID : 6 PlayerName: SmittyWerben Race: Terran
ID : 7 PlayerName: Security Race: MechaZerg
Sojourne Zombie Win
Public Lobby

Game Length:[25:701]
Players ammount: 8
Marine rank avg: 6,833333333333333
GrandMaster ammount: 1
PURCHASES: 
[00:588] Frosky Unlocked AssaultRifle
[00:552] Sojourne Bought PlayerNumber
[02:321] Sojourne Placed/Upgraded PrimalSunkenColony
[02:322] Sojourne Bought SunkenColony
[02:769] Sojourne Bought UnlockDropPods
[03:639] Sojourne Bought EvolveDropPods
[04:476] Sojourne Placed/Upgraded PrimalSunkenColony
[04:477] Sojourne Bought SunkenColony
[04:516] Sojourne Bought EvolveDropPods
[05:801] Sojourne Bought EvolveDropPods
[05:804] Sojourne Bought EvolveDropPods
[06:281] Sojourne Bought SunkenColony
[06:505] Sojourne Bought SunkenColony
[06:505] Sojourne Placed/Upgraded PrimalSunkenColony
[07:572] Sojourne Spawned MassiveCocoon
[08:074] Sojourne Bought SunkenColony
[08:525] Sojourne Bought SunkenColony
[08:617] Sojourne Bought BuildExtractorScienceLabs
[08:617] Sojourne Placed/Upgraded AutomatedExtractor
[08:652] Sojourne Spawned Underseer
[08:689] Sojourne Placed/Upgraded PrimalSunkenColony
[08:690] Sojourne Bought SunkenColony
[09:868] Sojourne Bought EvolveDropPods
[09:882] Sojourne Bought EvolveDropPods
[10:297] Sojourne Bought SunkenColony
[11:058] Sojourne Bought CreepSpeed
[11:410] Sojourne Bought BuildExtractorScienceLabs
[11:464] Sojourne Bought SunkenColony
[11:464] Sojourne Placed/Upgraded PrimalSunkenColony
[12:843] Sojourne Bought StrainDamage
[13:020] Sojourne Bought PureStrainDamage
[13:818] Sojourne Placed/Upgraded PrimalSunkenColony
[13:819] Sojourne Bought SunkenColony
[13:851] Sojourne Bought SunkenColony
[15:703] Sojourne Bought StrainHealth
[17:884] Sojourne Bought BuildExtractorProcessingFacilities
[17:884] Sojourne Placed/Upgraded AutomatedExtractor
[18:074] Sojourne Placed/Upgraded Virophage
[18:345] Sojourne Placed/Upgraded PrimalSunkenColony
[18:346] Sojourne Bought SunkenColony
[19:967] Sojourne Bought BuildExtractorScienceLabs
[19:967] Sojourne Placed/Upgraded AutomatedExtractor
[20:425] Sojourne Bought AdvancedInfestationContainment
[21:252] Sojourne Bought SunkenColony
[21:879] Sojourne Bought VirulentCreep
[21:879] Sojourne Bought VirulentCreep
[22:531] Sojourne Bought SiphonFuel
[22:794] Sojourne Placed/Upgraded Virophage
[22:854] Sojourne Bought ExtractorCostReductionProcessingFacilities
[22:854] Sojourne Bought BuildExtractorProcessingFacilities
[23:088] Sojourne Bought BuildExtractorExcavationZone
[23:088] Sojourne Placed/Upgraded AutomatedExtractor
[23:122] Sojourne Bought BuildExtractorManufacturingSector
[23:122] Sojourne Placed/Upgraded AutomatedExtractor
[23:614] Sojourne Spawned MassiveCocoon
[24:138] Sojourne Bought ExtractorCostReductionManufacturingSector
[24:138] Sojourne Bought BuildExtractorManufacturingSector
[24:495] Sojourne Placed/Upgraded NydusCanalCreeper
[24:694] Sojourne Spawned Underseer
[00:588] Yello Unlocked AssaultRifle
[00:667] Yello Placed/Upgraded MiningDroid
[00:945] Yello Unlocked AdvancedDroidEngines
[02:894] Yello Unlocked FragGrenade
[02:907] Yello Unlocked SpecOpsFragGrenade
[06:586] Yello Unlocked TurboDroidEngines
[06:640] Yello Unlocked EnergySuit
[06:641] Yello Unlocked EnergySuit
[07:287] Yello Unlocked BioMechanicalRepairDrone
[07:406] Yello Placed/Upgraded HealingDrone
[09:120] Yello Unlocked Stimpack
[09:891] Yello Placed/Upgraded HealingDrone
[11:917] Yello Unlocked ExplorationDroid
[11:934] Yello Placed/Upgraded ExplorationDroid
[11:951] Yello Placed/Upgraded ExplorationDroid
[12:164] Yello Unlocked AdvancedEnergySuit
[12:165] Yello Unlocked EnergySuit
[12:165] Yello Unlocked AdvancedEnergySuit
[12:605] Yello Placed/Upgraded ExplorationDroid
[13:829] Yello Placed/Upgraded HealingDrone
[15:168] Yello Unlocked HellfireRocketLauncher
[16:520] Yello Unlocked SpecOpsHellfireRocketLauncher
[16:596] Yello Unlocked ShockwaveMissiles
[17:520] Yello Placed/Upgraded HealingDrone
