Analyzed: Oh No It's Zombies Arctic Map (186)

ID : 0 PlayerName: Tin Race: Terran
ID : 1 PlayerName: Ahanax Race: Terran
ID : 2 PlayerName: MarFly Race: Terran
ID : 3 PlayerName: dathong Race: Terran
ID : 4 PlayerName: ONXY Race: Zerg
ID : 5 PlayerName: BARUNA Race: Terran
ID : 6 PlayerName: Frosky Race: Terran
ID : 7 PlayerName: Security Race: Terran
ONXY Zombie Loss
Private Lobby

Game Length:[41:441]
Players ammount: 8
Marine rank avg: 22,5
GrandMaster ammount: 6
PURCHASES: 
[00:572] Tin Unlocked AssaultRifle
[00:714] Tin Placed/Upgraded MiningDroid
[00:757] Tin Unlocked HellfireRocketLauncher
[03:605] Tin Unlocked SpecOpsHellfireRocketLauncher
[06:126] Tin Unlocked SuperStimpack
[07:824] Tin Unlocked RocketLauncherMod1
[10:948] Tin Unlocked SpecOpsSuperStimpack
[13:158] Tin Placed/Upgraded MiningDroid
[15:245] Tin Unlocked Stimpack
[16:631] Tin Unlocked HazmatSuit
[18:177] Tin Unlocked BioMechanicalRepairDrone
[19:352] Tin Unlocked AdvancedHazmatSuit
[20:125] Tin Placed/Upgraded HealingDrone
[21:376] Tin Placed/Upgraded HealingDrone
[21:595] Tin Placed/Upgraded HealingDrone
[21:793] Tin Unlocked MedicShield
[23:558] Tin Unlocked EnergyPack
[24:613] Tin Placed/Upgraded HealingDrone
[25:053] Tin Placed/Upgraded HealingDrone
[26:189] Tin Placed/Upgraded HealingDrone
[27:962] Tin Unlocked OpticalVisor
[32:538] Tin Placed/Upgraded HealingDrone
[36:505] Tin Unlocked MiningCharge
[36:655] Tin Placed/Upgraded NukePack
[36:979] Tin Placed/Upgraded HealingDrone
[37:337] Tin Placed/Upgraded HealingDrone
[37:938] Tin Placed/Upgraded HealingDrone
[00:572] Ahanax Unlocked AssaultRifle
[00:651] Ahanax Placed/Upgraded MiningDroid
[00:695] Ahanax Unlocked AdvancedDroidEngines
[02:143] Ahanax Unlocked FragGrenade
[03:647] Ahanax Unlocked Shotgun
[05:518] Ahanax Unlocked SpecOpsShotgun
[06:961] Ahanax Unlocked SuperStimpack
[08:125] Ahanax Unlocked Stimpack
[10:306] Ahanax Unlocked TurboDroidEngines
[15:825] Ahanax Unlocked HighPrecisionBeams
[15:898] Ahanax Unlocked BioMechanicalRepairDrone
[15:998] Ahanax Placed/Upgraded HealingDrone
[16:632] Ahanax Bought ShieldSuit
[16:632] Ahanax Bought CombatSuit
[16:632] Ahanax Bought HazmatSuit
[16:632] Ahanax Bought HazmatSuit
[16:935] Ahanax Unlocked SpecOpsSuperStimpack
[16:963] Ahanax Unlocked CombatShield
[18:150] Ahanax Unlocked PsiDisrupter
[18:466] Ahanax Placed/Upgraded PsiIndoctrinator
[19:353] Ahanax Bought HazmatSuit
[19:393] Ahanax Placed/Upgraded PsiIndoctrinator
[19:887] Ahanax Placed/Upgraded HealingDrone
[20:058] Ahanax Unlocked SpecOpsFragGrenade
[20:479] Ahanax Placed/Upgraded HealingDrone
[21:432] Ahanax Placed/Upgraded HealingDrone
[21:618] Ahanax Placed/Upgraded HealingDrone
[21:899] Ahanax Unlocked Shieldsiotunlocked
[22:199] Ahanax Placed/Upgraded HealingDrone
