Analyzed: Oh No It's Zombies Arctic Updated (138)

ID : 1 PlayerName: PoggingViper Race: Terran
ID : 2 PlayerName: Westy Race: Terran
ID : 3 PlayerName: MilkyUrine Race: Terran
ID : 4 PlayerName: PlayerZero Race: Terran
ID : 5 PlayerName: Frosky Race: Zerg
ID : 6 PlayerName: Yello Race: Terran
ID : 7 PlayerName: Security Race: Infested Terran
Frosky Zombie Loss
Public Lobby

Game Length:[31:944]
Players ammount: 7
Marine rank avg: 6
GrandMaster ammount: 1
PURCHASES: 
[00:588] PoggingViper Unlocked AssaultRifle
[00:669] PoggingViper Placed/Upgraded MiningDroid
[00:872] PoggingViper Unlocked SpecOpsAssaultRifle
[03:617] PoggingViper Unlocked Stimpack
[03:708] PoggingViper Unlocked QuantumBackpack
[05:408] PoggingViper Unlocked MedicShield
[06:650] PoggingViper Unlocked AdvancedDroidEngines
[08:666] PoggingViper Unlocked TurboDroidEngines
[10:905] PoggingViper Unlocked TitaniumBulletCasings
[10:977] PoggingViper Unlocked OpticalVisor
[11:779] PoggingViper Placed/Upgraded MiningDroid
[13:126] PoggingViper Unlocked HazmatSuit
[13:152] PoggingViper Unlocked AdvancedHazmatSuit
[16:054] PoggingViper Unlocked MotionSensor
[16:173] PoggingViper Placed/Upgraded SensorTower
[16:685] PoggingViper Placed/Upgraded SensorTower
[17:271] PoggingViper Unlocked AdvancedMotionSensor
[17:682] PoggingViper Unlocked MiningCharge
[17:690] PoggingViper Unlocked AdvancedMiningCharge
[18:049] PoggingViper Placed/Upgraded NukePack
[18:462] PoggingViper Placed/Upgraded NukePack
[19:874] PoggingViper Placed/Upgraded NukePack
[21:112] PoggingViper Unlocked FlashBang
[21:155] PoggingViper Unlocked SpecOpsFlashbang
[22:101] PoggingViper Unlocked Teleporter
[22:710] PoggingViper Unlocked SpecOpsTeleporter
[24:783] PoggingViper Placed/Upgraded NukePack
[00:588] Westy Unlocked AssaultRifle
[01:287] Westy Placed/Upgraded MiningDroid
[01:419] Westy Unlocked SuperStimpack
[03:158] Westy Unlocked BeamRifle
[04:825] Westy Unlocked SpecOpsPlasmaRifle
[06:814] Westy Unlocked CombatSuit
[06:820] Westy Unlocked AdvancedCombatSuit
[08:976] Westy Unlocked AdvancedDroidEngines
[10:844] Westy Unlocked Stimpack
[12:658] Westy Unlocked MedicShield
[12:765] Westy Unlocked CorrosivePlasma
[13:127] Westy Bought ShieldSuit
[13:127] Westy Bought CombatSuit
[13:127] Westy Bought HazmatSuit
[13:127] Westy Bought HazmatSuit
[13:153] Westy Bought HazmatSuit
[14:419] Westy Unlocked AIAssistant
[14:480] Westy Unlocked EnergyPack
[16:280] Westy Unlocked MiningCharge
[16:337] Westy Placed/Upgraded NukePack
[16:727] Westy Unlocked BioMechanicalRepairDrone
[17:300] Westy Placed/Upgraded NukePack
[17:682] Westy Placed/Upgraded HealingDrone
[18:354] Westy Placed/Upgraded HealingDrone
[18:553] Westy Placed/Upgraded HealingDrone
[19:091] Westy Unlocked SpecOpsBioMechanicalRepairDrone
[19:773] Westy Placed/Upgraded NukePack
[20:037] Westy Placed/Upgraded NukePack
[20:500] Westy Unlocked PsiDisrupter
[21:681] Westy Placed/Upgraded PsiIndoctrinator
