Analyzed: Oh No It's Zombies Arctic Map (277)

ID : 0 PlayerName: Nevic Race: Zerg
ID : 1 PlayerName: LazyRivers Race: Terran
ID : 2 PlayerName: MrMakookoo Race: Terran
ID : 3 PlayerName: delagara Race: Terran
ID : 4 PlayerName: Frosky Race: Terran
ID : 5 PlayerName: DictatorKue Race: Terran
ID : 6 PlayerName: CountAlias Race: Terran
ID : 7 PlayerName: Security Race: Primal Zerg
Nevic Zombie Loss
Public Lobby

Game Length:[46:997]
Players ammount: 8
Marine rank avg: 4
GrandMaster ammount: 1
PURCHASES: 
[01:246] Nevic Bought CreepSpeed
[05:118] Nevic Placed/Upgraded NydusCanalCreeper
[06:270] Nevic Spawned MassiveCocoon
[06:301] Nevic Spawned MassiveCocoon
[07:350] Nevic Spawned Underseer
[07:741] Nevic Spawned InfestedAbomination
[08:123] Nevic Bought UnlockDropPods
[08:921] Nevic Placed/Upgraded NydusCanalCreeper
[09:130] Nevic Bought EvolveDropPods
[09:181] Nevic Bought EvolveDropPods
[12:447] Nevic Placed/Upgraded NydusCanalCreeper
[12:581] Nevic Bought StrainDamage
[12:808] Nevic Bought EvolveDropPods
[13:465] Nevic Bought AdvancedInfestationContainment
[14:777] Nevic Bought PureStrainDamage
[17:096] Nevic Bought StrainDamage
[18:807] Nevic Placed/Upgraded NydusCanalCreeper
[20:014] Nevic Bought SpawnNydusWorm
[20:029] Nevic Placed/Upgraded GreaterNydusWorm
[21:772] Nevic Placed/Upgraded NydusCanalCreeper
[23:979] Nevic Spawned MassiveCocoon
[24:011] Nevic Spawned MassiveCocoon
[24:301] Nevic Placed/Upgraded NydusCanalCreeper
[24:560] Nevic Bought StrainHealth
[25:419] Nevic Spawned InfestedAbomination
[25:451] Nevic Spawned InfestedAbomination
[25:671] Nevic Spawned MassiveCocoon
[26:751] Nevic Spawned Underseer
[27:574] Nevic Bought PureStrainDamage
[28:317] Nevic Placed/Upgraded GreaterNydusWorm
[28:788] Nevic Placed/Upgraded NydusCanalCreeper
[29:155] Nevic Bought PureStrainHealth
[29:869] Nevic Bought BuildExtractorProcessingFacilities
[29:869] Nevic Placed/Upgraded AutomatedExtractor
[30:775] Nevic Bought TankStrain
[32:500] Nevic Bought CreepSpeed
[32:844] Nevic Bought DropshipsFueled
[33:051] Nevic Spawned RoyalCocoon
[33:051] Nevic Bought SpawnHiveQueen
[33:051] Nevic Bought UltimateInfestationResearched
[33:770] Nevic Spawned QueenCoop
[34:164] Nevic Bought DefilerStrain
[34:993] Nevic Spawned MassiveCocoon
[35:210] Nevic Bought RegenerativeCreep
[36:073] Nevic Spawned Underseer
[36:417] Nevic Bought StrainHealth
[36:437] Nevic Bought PureStrainHealth
[37:673] Nevic Spawned MassiveCocoon
[38:009] Nevic Placed/Upgraded GreaterNydusWorm
[38:596] Nevic Bought TankStrain
[38:632] Nevic Bought StrainVolatile
[38:753] Nevic Spawned Underseer
[39:413] Nevic Placed/Upgraded NydusCanalCreeper
[00:572] LazyRivers Unlocked AssaultRifle
[00:651] LazyRivers Placed/Upgraded MiningDroid
[00:822] LazyRivers Unlocked Flamethrower
[03:562] LazyRivers Unlocked SpecOpsFlamethrower
[06:170] LazyRivers Unlocked LongRangeIncinerators
[08:407] LazyRivers Unlocked Stimpack
[09:684] LazyRivers Unlocked HazmatSuit
[09:685] LazyRivers Unlocked ShieldSuit
[09:685] LazyRivers Unlocked AdvancedShieldSuit
[09:685] LazyRivers Unlocked CombatSuit
[09:685] LazyRivers Unlocked AdvancedCombatSuit
[09:685] LazyRivers Unlocked HazmatSuit
[09:685] LazyRivers Unlocked AdvancedHazmatSuit
[09:685] LazyRivers Unlocked HazmatSuit
[10:904] LazyRivers Unlocked MedicShield
[13:374] LazyRivers Unlocked Teleporter
[17:354] LazyRivers Unlocked SpecOpsTeleporter
[17:804] LazyRivers Placed/Upgraded MiningDroid
[24:017] LazyRivers Placed/Upgraded MiningDroid
[24:252] LazyRivers Unlocked AdvancedHazmatSuit
[24:253] LazyRivers Unlocked HazmatSuit
[24:253] LazyRivers Unlocked AdvancedHazmatSuit
[24:565] LazyRivers Unlocked CombatShield
[30:502] LazyRivers Unlocked PsiDisrupter
[30:618] LazyRivers Unlocked PsiDepressor
[31:258] LazyRivers Unlocked IncendiaryGrenade
[31:274] LazyRivers Unlocked SpecOpsIncendiaryGrenade
[33:178] LazyRivers Placed/Upgraded PsiIndoctrinator
[33:927] LazyRivers Placed/Upgraded PsiIndoctrinator
[36:341] LazyRivers Placed/Upgraded PsiIndoctrinator
[00:572] MrMakookoo Unlocked AssaultRifle
[05:610] MrMakookoo Unlocked SpecOpsAssaultRifle
[05:721] MrMakookoo Unlocked AutoTargetingSystem
[09:105] MrMakookoo Unlocked TitaniumBulletCasings
[13:076] MrMakookoo Placed/Upgraded MiningDroid
[14:380] MrMakookoo Unlocked CombatShield
[16:337] MrMakookoo Unlocked OverloadWeapon
[17:904] MrMakookoo Placed/Upgraded MiningDroid
[30:141] MrMakookoo Unlocked EnergySuit
[30:142] MrMakookoo Unlocked ShieldSuit
[30:142] MrMakookoo Unlocked AdvancedShieldSuit
[30:142] MrMakookoo Unlocked CombatSuit
[30:142] MrMakookoo Unlocked AdvancedCombatSuit
[30:142] MrMakookoo Unlocked HazmatSuit
[30:142] MrMakookoo Unlocked AdvancedHazmatSuit
[30:142] MrMakookoo Unlocked EnergySuit
[30:669] MrMakookoo Unlocked BioMechanicalRepairDrone
[30:833] MrMakookoo Unlocked RechargeDrone
[31:060] MrMakookoo Placed/Upgraded HealingDrone
[32:005] MrMakookoo Placed/Upgraded HealingDrone
[34:989] MrMakookoo Placed/Upgraded MiningDroid
[37:099] MrMakookoo Placed/Upgraded HealingDrone
[37:887] MrMakookoo Placed/Upgraded HealingDrone
[38:343] MrMakookoo Placed/Upgraded HealingDrone
[38:818] MrMakookoo Placed/Upgraded HealingDrone
[00:572] delagara Unlocked AssaultRifle
[00:653] delagara Placed/Upgraded MiningDroid
[00:892] delagara Unlocked AdvancedDroidEngines
[02:960] delagara Unlocked Ares
[06:191] delagara Unlocked TurboDroidEngines
[06:327] delagara Placed/Upgraded PrototypeAresTankMode
[09:386] delagara Unlocked SpecOpsAres
[11:100] delagara Unlocked AresMod10
[13:635] delagara Unlocked AresMod4
[14:442] delagara Unlocked AresMod3
[17:226] delagara Unlocked AresMod5
[17:271] delagara Unlocked AresMod1
[17:272] delagara Unlocked AresMod9HostileEnvironmentTreads
[21:211] delagara Placed/Upgraded PrototypeAresTankMode
[24:420] delagara Placed/Upgraded MiningDroid
[25:982] delagara Unlocked PsiDisrupter
[26:004] delagara Unlocked PsiDepressor
[26:266] delagara Placed/Upgraded PsiIndoctrinator
[28:312] delagara Placed/Upgraded PsiIndoctrinator
[35:553] delagara Unlocked CombatSuit
[35:554] delagara Unlocked ShieldSuit
[35:554] delagara Unlocked AdvancedShieldSuit
[35:554] delagara Unlocked CombatSuit
[35:554] delagara Unlocked AdvancedCombatSuit
[35:554] delagara Unlocked HazmatSuit
[35:554] delagara Unlocked AdvancedHazmatSuit
[35:554] delagara Unlocked CombatSuit
[35:571] delagara Unlocked AdvancedCombatSuit
[35:572] delagara Unlocked CombatSuit
[35:572] delagara Unlocked AdvancedCombatSuit
[35:820] delagara Placed/Upgraded PsiIndoctrinator
[36:113] delagara Unlocked ExplorationDroid
[36:257] delagara Placed/Upgraded ExplorationDroid
[36:292] delagara Placed/Upgraded ExplorationDroid
[42:179] delagara Placed/Upgraded PsiIndoctrinator
[00:572] Frosky Unlocked AssaultRifle
[00:651] Frosky Placed/Upgraded MiningDroid
