Analyzed: Oh No It's Zombies Arctic Map (163)

ID : 0 PlayerName: Frosky Race: Zerg
ID : 1 PlayerName: Pandameme Race: Terran
ID : 2 PlayerName: shawn Race: Terran
ID : 3 PlayerName: DeATH Race: Terran
ID : 4 PlayerName: BMxGosuxNVT Race: Terran
ID : 5 PlayerName: parlenarkr Race: Terran
ID : 6 PlayerName: lioko Race: Terran
ID : 7 PlayerName: Security Race: Terran Horner
Frosky Zombie Loss
Public Lobby

Game Length:[36:522]
Players ammount: 8
Marine rank avg: 8
GrandMaster ammount: 2
PURCHASES: 
[01:344] Frosky Spawned MassiveCocoon
[02:784] Frosky Spawned Hunter
[06:598] Frosky Bought CreepSpeed
[08:015] Frosky Placed/Upgraded ToxicNest
[08:023] Frosky Placed/Upgraded ToxicNest
[08:037] Frosky Placed/Upgraded ToxicNest
[10:070] Frosky Bought VirulentCreep
[10:540] Frosky Placed/Upgraded ToxicNest
[10:552] Frosky Placed/Upgraded ToxicNest
[10:805] Frosky Placed/Upgraded ToxicNest
[13:709] Frosky Bought CreepSpeed
[15:002] Frosky Bought BuildExtractorScienceLabs
[15:002] Frosky Placed/Upgraded AutomatedExtractor
[15:025] Frosky Bought BuildExtractorManufacturingSector
[15:025] Frosky Placed/Upgraded AutomatedExtractor
[15:283] Frosky Bought SunkenColony
[15:283] Frosky Placed/Upgraded PrimalSunkenColony
[16:429] Frosky Spawned MassiveCocoon
[16:494] Frosky Bought ExtractorCostReductionManufacturingSector
[16:494] Frosky Bought BuildExtractorManufacturingSector
[16:970] Frosky Placed/Upgraded Virophage
[17:869] Frosky Spawned Anubalisk
[18:118] Frosky Bought SiphonFuel
[20:640] Frosky Bought StrainHealth
[20:653] Frosky Bought PureStrainHealth
[20:693] Frosky Bought AdvancedInfestationContainment
[21:949] Frosky Bought StrainHealth
[21:959] Frosky Bought TankStrain
[23:227] Frosky Bought UnlockDropPods
[23:826] Frosky Placed/Upgraded NydusCanalCreeper
[24:612] Frosky Bought BuildExtractorProcessingFacilities
[24:612] Frosky Placed/Upgraded AutomatedExtractor
[24:793] Frosky Bought SiphonFuel
[24:922] Frosky Placed/Upgraded NydusCanalCreeper
[26:679] Frosky Placed/Upgraded Virophage
[27:552] Frosky Bought SpawnNydusWorm
[27:616] Frosky Placed/Upgraded GreaterNydusWorm
[27:907] Frosky Bought SiphonFuel
[28:117] Frosky Placed/Upgraded NydusCanalCreeper
[30:044] Frosky Spawned MassiveCocoon
[30:068] Frosky Spawned MassiveCocoon
[30:399] Frosky Bought DropshipsFueled
[30:711] Frosky Spawned RoyalCocoon
[30:711] Frosky Bought SpawnHiveQueen
[30:711] Frosky Bought UltimateInfestationResearched
[31:082] Frosky Spawned MassiveCocoon
[31:124] Frosky Spawned Underseer
[31:430] Frosky Spawned QueenCoop
[31:508] Frosky Spawned Anubalisk
