Analyzed: Oh No It's Zombies Arctic Updated (122)

ID : 0 PlayerName: Frosky Race: Zerg
ID : 7 PlayerName: Security Race: Terran Horner
Frosky Zombie Win
Public Lobby

Game Length:[44:792]
Players ammount: 2
Marine rank avg: 0,3333333333333333
GrandMaster ammount: 1
PURCHASES: 
[00:860] Frosky Bought StrainHealth
[03:448] Frosky Spawned MassiveCocoon
[03:645] Frosky Bought BuildExtractorProcessingFacilities
[03:645] Frosky Placed/Upgraded AutomatedExtractor
[09:305] Frosky Spawned MassiveCocoon
[09:308] Frosky Spawned MassiveCocoon
[09:312] Frosky Spawned MassiveCocoon
[10:745] Frosky Spawned InfestedAbomination
[10:748] Frosky Spawned InfestedAbomination
[10:752] Frosky Spawned InfestedAbomination
[11:928] Frosky Bought BuildExtractorScienceLabs
[11:928] Frosky Placed/Upgraded AutomatedExtractor
[15:626] Frosky Bought BuildExtractorManufacturingSector
[15:626] Frosky Placed/Upgraded AutomatedExtractor
[19:481] Frosky Bought BuildExtractorExcavationZone
[19:481] Frosky Placed/Upgraded AutomatedExtractor
[19:961] Frosky Spawned MassiveCocoon
[19:964] Frosky Spawned MassiveCocoon
[19:971] Frosky Spawned MassiveCocoon
[19:974] Frosky Spawned MassiveCocoon
[19:975] Frosky Spawned MassiveCocoon
[19:980] Frosky Spawned MassiveCocoon
[21:401] Frosky Spawned InfestedAbomination
[21:404] Frosky Spawned InfestedAbomination
[21:411] Frosky Spawned InfestedAbomination
[21:414] Frosky Spawned InfestedAbomination
[21:415] Frosky Spawned InfestedAbomination
[21:420] Frosky Spawned InfestedAbomination
[22:769] Frosky Spawned MassiveCocoon
[22:774] Frosky Spawned MassiveCocoon
[22:781] Frosky Spawned MassiveCocoon
[22:784] Frosky Spawned MassiveCocoon
[22:788] Frosky Spawned MassiveCocoon
[22:791] Frosky Spawned MassiveCocoon
[24:209] Frosky Spawned InfestedAbomination
[24:214] Frosky Spawned InfestedAbomination
[24:221] Frosky Spawned InfestedAbomination
[24:224] Frosky Spawned InfestedAbomination
[24:228] Frosky Spawned InfestedAbomination
[24:231] Frosky Spawned InfestedAbomination
[33:315] Frosky Spawned MassiveCocoon
[33:319] Frosky Spawned MassiveCocoon
[34:755] Frosky Spawned PrimalTownHallUprooted
[34:759] Frosky Spawned PrimalTownHallUprooted
[37:052] Frosky Bought DropshipsFueled
[39:105] Frosky Bought UnlockDropPods
[39:119] Frosky Bought EvolveDropPods
[39:122] Frosky Bought EvolveDropPods
[39:125] Frosky Bought EvolveDropPods
[39:129] Frosky Bought EvolveDropPods
[39:132] Frosky Bought EvolveDropPods
[39:135] Frosky Bought EvolveDropPods
[39:238] Frosky Bought ExtractorCostReductionProcessingFacilities
[39:238] Frosky Bought BuildExtractorProcessingFacilities
[42:052] Frosky Spawned MassiveCocoon
[42:188] Frosky Bought UltimateInfestationResearched
[43:492] Frosky Spawned Anubalisk
Frosky First Alpha InfestedAbomination |  Win

Frosky Placed 0 Greaters.
--------------------------------
