Analyzed: Oh No It's Zombies Arctic Updated (552)

ID : 0 PlayerName: Frosky Race: Terran
ID : 1 PlayerName: Zepherd Race: Terran
ID : 2 PlayerName: Oglethorpe Race: Zerg
ID : 3 PlayerName: Leviathan Race: Terran
ID : 4 PlayerName: Drake Race: Terran
ID : 5 PlayerName: SlimReighnar Race: Terran
ID : 6 PlayerName: Hopebringer Race: Terran
ID : 7 PlayerName: Security Race: MechaZerg
Oglethorpe Zombie Loss
Public Lobby

Game Length:[37:461]
Players ammount: 8
Marine rank avg: 6,5
GrandMaster ammount: 2
PURCHASES: 
[00:588] Frosky Unlocked AssaultRifle
[00:667] Frosky Placed/Upgraded MiningDroid
[00:741] Frosky Unlocked Shotgun
[03:551] Frosky Unlocked ExplorationDroid
[03:574] Frosky Placed/Upgraded ExplorationDroid
[03:582] Frosky Placed/Upgraded ExplorationDroid
[03:782] Frosky Placed/Upgraded ExplorationDroid
[06:500] Frosky Unlocked SpecOpsShotgun
[08:088] Frosky Unlocked AdvancedDroidEngines
[09:264] Frosky Placed/Upgraded MiningDroid
[10:762] Frosky Unlocked HighPrecisionBeams
[11:832] Frosky Unlocked SuperStimpack
[12:167] Frosky Unlocked BioMechanicalRepairDrone
[12:665] Frosky Placed/Upgraded HealingDrone
[14:705] Frosky Unlocked AutoTurret
[14:745] Frosky Placed/Upgraded AutoTurret
[14:917] Frosky Placed/Upgraded AutoTurret
[16:409] Frosky Unlocked Stimpack
[22:110] Frosky Unlocked PsiDisrupter
[22:323] Frosky Placed/Upgraded PsiIndoctrinator
[24:041] Frosky Placed/Upgraded PsiIndoctrinator
[24:071] Frosky Placed/Upgraded PsiIndoctrinator
[24:090] Frosky Placed/Upgraded PsiIndoctrinator
[24:103] Frosky Placed/Upgraded PsiIndoctrinator
[24:171] Frosky Placed/Upgraded PsiIndoctrinator
[27:572] Frosky Unlocked HazmatSuit
[27:588] Frosky Unlocked AdvancedHazmatSuit
[29:835] Frosky Placed/Upgraded HealingDrone
[30:450] Frosky Unlocked SpecOpsSuperStimpack
[30:736] Frosky Placed/Upgraded HealingDrone
[36:722] Frosky Placed/Upgraded HealingDrone
[00:588] Zepherd Unlocked AssaultRifle
[00:823] Zepherd Unlocked ArcWelder
[00:952] Zepherd Placed MiningDroid
[02:255] Zepherd Unlocked AdvancedDroidEngines
[03:267] Zepherd Unlocked TurboDroidEngines
[05:884] Zepherd Unlocked AutoTurret
[06:127] Zepherd Placed AutoTurret
[06:650] Zepherd Placed AutoTurret
[07:578] Zepherd Placed AutoTurret
[07:873] Zepherd Placed AutoTurret
[08:023] Zepherd Placed AutoTurret
[08:201] Zepherd Placed AutoTurret
[08:690] Zepherd Placed AutoTurret
[09:084] Zepherd Placed AutoTurret
[09:503] Zepherd Unlocked SpecOpsArcWelder
[09:589] Zepherd Unlocked Stimpack
[10:113] Zepherd Placed AutoTurret
[10:264] Zepherd Placed AutoTurret
[10:481] Zepherd Placed AutoTurret
[10:831] Zepherd Placed AutoTurret
[11:240] Zepherd Unlocked QuantumBackpack
[11:933] Zepherd Unlocked HeavyTurret
[11:999] Zepherd Placed AutoTurret
[12:141] Zepherd Placed AutoTurret
[12:904] Zepherd Placed AutoTurret
[13:031] Zepherd Placed AutoTurret
[13:300] Zepherd Placed AutoTurret
[15:531] Zepherd Unlocked EnergySuit
[15:532] Zepherd Unlocked EnergySuit
[15:541] Zepherd Unlocked AdvancedEnergySuit
[15:542] Zepherd Unlocked EnergySuit
[15:542] Zepherd Unlocked AdvancedEnergySuit
[15:593] Zepherd Unlocked MedicShield
[15:786] Zepherd Placed AutoTurret
[16:127] Zepherd Placed AutoTurret
[17:227] Zepherd Unlocked AIAssistant
[18:008] Zepherd Placed AutoTurret
[18:166] Zepherd Placed AutoTurret
[18:508] Zepherd Placed AutoTurret
[19:197] Zepherd Placed AutoTurret
[19:408] Zepherd Placed AutoTurret
[20:355] Zepherd Unlocked ArcWelderMod3
[20:481] Zepherd Unlocked FlashBang
[20:487] Zepherd Unlocked SpecOpsFlashbang
[21:267] Zepherd Unlocked MiningCharge
[21:275] Zepherd Unlocked AdvancedMiningCharge
[22:262] Zepherd Placed AutoTurret
[22:472] Zepherd Placed AutoTurret
[22:600] Zepherd Placed AutoTurret
[22:731] Zepherd Placed AutoTurret
[22:989] Zepherd Placed AutoTurret
[23:467] Zepherd Placed AutoTurret
[23:654] Zepherd Placed AutoTurret
[23:831] Zepherd Placed AutoTurret
[24:055] Zepherd Placed AutoTurret
[24:187] Zepherd Placed AutoTurret
[24:329] Zepherd Placed AutoTurret
[25:252] Zepherd Unlocked PsiDisrupter
[25:266] Zepherd Unlocked PsiDepressor
[26:448] Zepherd Placed PsiIndoctrinator
[26:600] Zepherd Placed PsiIndoctrinator
[27:307] Zepherd Placed PsiIndoctrinator
[27:573] Zepherd Bought ShieldSuit
[27:573] Zepherd Bought CombatSuit
[27:573] Zepherd Bought HazmatSuit
[27:573] Zepherd Bought HazmatSuit
[27:589] Zepherd Bought HazmatSuit
[27:841] Zepherd Placed PsiIndoctrinator
[28:449] Zepherd Placed NukePack
[28:498] Zepherd Placed AutoTurret
[28:639] Zepherd Placed AutoTurret
[28:807] Zepherd Placed AutoTurret
[29:328] Zepherd Placed AutoTurret
[29:523] Zepherd Placed AutoTurret
[30:417] Zepherd Placed AutoTurret
[30:561] Zepherd Placed AutoTurret
[30:740] Zepherd Placed AutoTurret
[31:004] Zepherd Placed AutoTurret
[31:557] Zepherd Placed PsiIndoctrinator
[31:782] Zepherd Placed NukePack
[31:858] Zepherd Placed NukePack
[31:947] Zepherd Placed NukePack
[32:858] Zepherd Placed AutoTurret
[33:148] Zepherd Placed AutoTurret
[34:410] Zepherd Placed AutoTurret
[34:522] Zepherd Placed AutoTurret
[34:637] Zepherd Placed AutoTurret
[34:990] Zepherd Placed AutoTurret
[35:222] Zepherd Placed AutoTurret
[35:642] Zepherd Unlocked ForceFieldGrenade
[35:649] Zepherd Unlocked SpecOpsForcefieldGrenade
[00:552] Oglethorpe Bought PlayerNumber
[02:722] Oglethorpe Placed/Upgraded LesserNydusWorm
[02:723] Oglethorpe Bought GreaterNydus
[03:316] Oglethorpe Bought CreepSpeed
[04:666] Oglethorpe Bought StrainVolatile
[05:051] Oglethorpe Placed/Upgraded PrimalSunkenColony
[05:052] Oglethorpe Bought SunkenColony
[05:625] Oglethorpe Placed/Upgraded LesserNydusWorm
[05:626] Oglethorpe Bought GreaterNydus
[05:983] Oglethorpe Placed/Upgraded PrimalSunkenColony
[05:984] Oglethorpe Bought SunkenColony
[07:465] Oglethorpe Placed/Upgraded PrimalSunkenColony
[07:466] Oglethorpe Bought SunkenColony
[07:590] Oglethorpe Bought SunkenColony
[07:709] Oglethorpe Bought SunkenColony
[08:578] Oglethorpe Bought SunkenColony
[08:713] Oglethorpe Placed/Upgraded LesserNydusWorm
[08:714] Oglethorpe Bought GreaterNydus
[08:856] Oglethorpe Bought GreaterNydus
[09:681] Oglethorpe Bought PureStrainVolatile
[10:478] Oglethorpe Bought KaboomerStrain
[12:423] Oglethorpe Placed/Upgraded LesserNydusWorm
[12:424] Oglethorpe Bought GreaterNydus
[14:483] Oglethorpe Bought GreaterNydus
[14:532] Oglethorpe Bought GreaterNydus
[14:663] Oglethorpe Bought VirulentCreep
[14:663] Oglethorpe Bought VirulentCreep
[14:857] Oglethorpe Bought GreaterNydus
[15:532] Oglethorpe Bought ShieldSuit
[15:532] Oglethorpe Bought CombatSuit
[15:532] Oglethorpe Bought HazmatSuit
[15:827] Oglethorpe Bought StrainVolatile
[16:330] Oglethorpe Placed/Upgraded PrimalSunkenColony
[16:331] Oglethorpe Bought SunkenColony
[16:664] Oglethorpe Placed/Upgraded PrimalSunkenColony
[16:665] Oglethorpe Bought SunkenColony
[18:705] Oglethorpe Bought PureStrainVolatile
[23:934] Oglethorpe Bought SunkenColony
[24:121] Oglethorpe Bought CreepSpeed
[24:507] Oglethorpe Bought SunkenColony
[24:663] Oglethorpe Bought SiphonFuel
[26:289] Oglethorpe Bought KaboomerStrain
[27:090] Oglethorpe Bought AdvancedInfestationContainment
[27:985] Oglethorpe Bought DropshipsFueled
[28:130] Oglethorpe Spawned RoyalCocoon
[28:130] Oglethorpe Bought SpawnHiveQueen
[28:130] Oglethorpe Bought UltimateInfestationResearched
[28:849] Oglethorpe Spawned QueenCoop
[29:272] Oglethorpe Bought RegenerativeCreep
[30:318] Oglethorpe Bought BuildExtractorScienceLabs
[30:318] Oglethorpe Placed/Upgraded AutomatedExtractor
[30:343] Oglethorpe Bought BuildExtractorExcavationZone
[30:343] Oglethorpe Placed/Upgraded AutomatedExtractor
[31:939] Oglethorpe Bought UnlockDropPods
[31:955] Oglethorpe Bought EvolveDropPods
[32:185] Oglethorpe Bought EvolveDropPods
[32:909] Oglethorpe Bought EvolveDropPods
[32:914] Oglethorpe Bought EvolveDropPods
[32:918] Oglethorpe Bought EvolveDropPods
[33:675] Oglethorpe Bought EvolveDropPods
[34:576] Oglethorpe Bought StrainVolatile
[34:893] Oglethorpe Bought PureStrainVolatile
[35:415] Oglethorpe Bought AdvancedPowerInfestation
[36:485] Oglethorpe Bought KaboomerStrain
[00:588] Leviathan Unlocked AssaultRifle
[01:283] Leviathan Placed/Upgraded MiningDroid
[01:525] Leviathan Unlocked AdvancedDroidEngines
[05:089] Leviathan Unlocked SpecOpsAssaultRifle
[06:776] Leviathan Unlocked MotionSensor
[06:997] Leviathan Placed/Upgraded SensorTower
[10:626] Leviathan Unlocked AutoTargetingSystem
[10:699] Leviathan Unlocked CombatSuit
[10:716] Leviathan Unlocked AdvancedCombatSuit
[12:113] Leviathan Placed/Upgraded SensorTower
