Analyzed: Oh No It's Zombies Arctic Map (195)

ID : 0 PlayerName: SkyJio Race: Terran
ID : 1 PlayerName: BaoJio Race: Terran
ID : 2 PlayerName: Wooky Race: Terran
ID : 3 PlayerName: MarFly Race: Terran
ID : 4 PlayerName: Tin Race: Terran
ID : 5 PlayerName: Frosky Race: Zerg
ID : 6 PlayerName: Semicedevine Race: Terran
ID : 7 PlayerName: Security Race: MechaZerg
Frosky Zombie Loss
Private Lobby

Game Length:[35:042]
Players ammount: 8
Marine rank avg: 25,333333333333332
GrandMaster ammount: 5
PURCHASES: 
[00:572] SkyJio Unlocked AssaultRifle
[01:245] SkyJio Unlocked ArcWelder
[01:268] SkyJio Placed/Upgraded MiningDroid
[02:539] SkyJio Unlocked AdvancedDroidEngines
[03:139] SkyJio Unlocked AutoTurret
[04:092] SkyJio Unlocked ExplorationDroid
[04:332] SkyJio Placed/Upgraded ExplorationDroid
[04:768] SkyJio Placed/Upgraded AutoTurret
[04:933] SkyJio Placed/Upgraded AutoTurret
[05:098] SkyJio Placed/Upgraded AutoTurret
[05:551] SkyJio Placed/Upgraded AutoTurret
[05:576] SkyJio Placed/Upgraded ExplorationDroid
[05:694] SkyJio Placed/Upgraded AutoTurret
[05:851] SkyJio Placed/Upgraded AutoTurret
[06:861] SkyJio Unlocked TurboDroidEngines
[06:902] SkyJio Placed/Upgraded ExplorationDroid
[07:856] SkyJio Unlocked BioMechanicalRepairDrone
[07:885] SkyJio Unlocked CombatAccelerationDrone
[08:242] SkyJio Placed/Upgraded HealingDrone
[08:832] SkyJio Placed/Upgraded HealingDrone
[09:023] SkyJio Placed/Upgraded HealingDrone
[09:821] SkyJio Unlocked MiningCharge
[10:217] SkyJio Placed/Upgraded NukePack
[10:280] SkyJio Placed/Upgraded HealingDrone
[10:418] SkyJio Placed/Upgraded HealingDrone
[11:451] SkyJio Placed/Upgraded NukePack
[11:997] SkyJio Placed/Upgraded NukePack
[12:857] SkyJio Unlocked QuantumBackpack
[12:930] SkyJio Placed/Upgraded HealingDrone
[13:484] SkyJio Placed/Upgraded AutoTurret
[14:024] SkyJio Unlocked Stimpack
[14:593] SkyJio Placed/Upgraded HealingDrone
[15:931] SkyJio Unlocked HeavyTurret
[16:026] SkyJio Unlocked RechargeDrone
[16:348] SkyJio Placed/Upgraded AutoTurret
[17:053] SkyJio Unlocked FlameTurret
[17:323] SkyJio Placed/Upgraded AutoTurret
[17:477] SkyJio Placed/Upgraded HealingDrone
[18:829] SkyJio Placed/Upgraded HealingDrone
[19:985] SkyJio Placed/Upgraded AutoTurret
[20:068] SkyJio Unlocked SpecOpsArcWelder
[20:294] SkyJio Unlocked ArcWelderMod3
[20:771] SkyJio Unlocked SpecOpsBioMechanicalRepairDrone
[20:807] SkyJio Unlocked PsiDisrupter
[20:970] SkyJio Placed/Upgraded PsiIndoctrinator
[21:838] SkyJio Placed/Upgraded PsiIndoctrinator
[22:397] SkyJio Placed/Upgraded PsiIndoctrinator
[22:852] SkyJio Placed/Upgraded PsiIndoctrinator
[22:956] SkyJio Unlocked PsiDepressor
[26:605] SkyJio Unlocked FlashBang
[26:611] SkyJio Unlocked SpecOpsFlashbang
[26:962] SkyJio Unlocked EnergySuit
[26:963] SkyJio Unlocked EnergySuit
[27:600] SkyJio Placed/Upgraded HealingDrone
[28:275] SkyJio Placed/Upgraded HealingDrone
[28:401] SkyJio Unlocked AdvancedEnergySuit
[28:402] SkyJio Unlocked EnergySuit
[28:402] SkyJio Unlocked AdvancedEnergySuit
[29:628] SkyJio Placed/Upgraded NukePack
[29:713] SkyJio Placed/Upgraded NukePack
[30:297] SkyJio Placed/Upgraded AutoTurret
[30:513] SkyJio Placed/Upgraded AutoTurret
[31:534] SkyJio Placed/Upgraded HealingDrone
[00:572] BaoJio Unlocked AssaultRifle
[00:651] BaoJio Placed/Upgraded MiningDroid
[00:722] BaoJio Unlocked IncendiaryGrenade
[02:766] BaoJio Unlocked AdvancedDroidEngines
[05:543] BaoJio Unlocked SpecOpsAssaultRifle
[06:658] BaoJio Unlocked OverloadWeapon
[08:232] BaoJio Unlocked AutoTargetingSystem
[09:693] BaoJio Unlocked PowerConverter
[11:780] BaoJio Unlocked BioMechanicalRepairDrone
[11:948] BaoJio Unlocked FlashBang
[11:953] BaoJio Unlocked SpecOpsFlashbang
[13:061] BaoJio Unlocked CombatShield
[15:006] BaoJio Placed/Upgraded HealingDrone
[16:638] BaoJio Placed/Upgraded MiningDroid
[17:657] BaoJio Unlocked EnergyPack
[19:029] BaoJio Placed/Upgraded HealingDrone
[19:829] BaoJio Unlocked TitaniumBulletCasings
[21:260] BaoJio Placed/Upgraded HealingDrone
[21:639] BaoJio Unlocked Bayonette
[21:683] BaoJio Unlocked MiningCharge
[23:497] BaoJio Unlocked SpecOpsPowerConverter
[25:216] BaoJio Unlocked AdvancedMiningCharge
[25:485] BaoJio Placed/Upgraded HealingDrone
[25:859] BaoJio Placed/Upgraded HealingDrone
[26:176] BaoJio Unlocked SpecOpsBioMechanicalRepairDrone
[26:355] BaoJio Placed/Upgraded HealingDrone
[26:592] BaoJio Placed/Upgraded HealingDrone
[26:963] BaoJio Bought ShieldSuit
[26:963] BaoJio Bought CombatSuit
[26:963] BaoJio Bought HazmatSuit
[27:807] BaoJio Placed/Upgraded HealingDrone
[28:514] BaoJio Placed/Upgraded HealingDrone
[30:198] BaoJio Placed/Upgraded NukePack
[31:031] BaoJio Placed/Upgraded HealingDrone
[32:456] BaoJio Placed/Upgraded NukePack
[32:528] BaoJio Placed/Upgraded HealingDrone
[32:900] BaoJio Placed/Upgraded HealingDrone
[00:572] Wooky Unlocked AssaultRifle
[00:651] Wooky Placed/Upgraded MiningDroid
[00:711] Wooky Unlocked AdvancedDroidEngines
[06:216] Wooky Unlocked SpecOpsAssaultRifle
[06:240] Wooky Unlocked AutoTargetingSystem
[08:261] Wooky Unlocked Shieldsiotunlocked
[08:748] Wooky Unlocked Stimpack
[11:135] Wooky Unlocked FragGrenade
[11:142] Wooky Unlocked SpecOpsFragGrenade
[13:027] Wooky Unlocked PowerConverter
[13:042] Wooky Unlocked SpecOpsPowerConverter
[15:425] Wooky Unlocked CombatShield
[15:432] Wooky Unlocked EnergyPack
[15:441] Wooky Unlocked OpticalVisor
[16:242] Wooky Unlocked MiningCharge
[16:412] Wooky Placed/Upgraded NukePack
[18:182] Wooky Placed/Upgraded NukePack
[18:331] Wooky Placed/Upgraded NukePack
[20:032] Wooky Placed/Upgraded NukePack
[20:316] Wooky Unlocked AdvancedShieldSuit
[21:669] Wooky Unlocked ExplorationDroid
[21:789] Wooky Placed/Upgraded ExplorationDroid
[21:807] Wooky Placed/Upgraded ExplorationDroid
[22:158] Wooky Placed/Upgraded ExplorationDroid
[22:557] Wooky Unlocked AdvancedMiningCharge
[24:991] Wooky Unlocked PsiDisrupter
[25:047] Wooky Unlocked PsiDepressor
[25:474] Wooky Placed/Upgraded ExplorationDroid
[25:765] Wooky Placed/Upgraded NukePack
[25:839] Wooky Placed/Upgraded PsiIndoctrinator
[26:457] Wooky Placed/Upgraded NukePack
[27:545] Wooky Placed/Upgraded PsiIndoctrinator
[27:805] Wooky Placed/Upgraded NukePack
[32:180] Wooky Placed/Upgraded NukePack
[00:572] MarFly Unlocked AssaultRifle
[01:014] MarFly Placed/Upgraded MiningDroid
[01:404] MarFly Unlocked BeamRifle
[01:832] MarFly Unlocked IncendiaryGrenade
[04:178] MarFly Unlocked AdvancedDroidEngines
[05:937] MarFly Unlocked SpecOpsPlasmaRifle
[08:223] MarFly Unlocked SuperStimpack
[08:262] MarFly Bought ShieldSuit
[08:262] MarFly Bought CombatSuit
[08:262] MarFly Bought HazmatSuit
[08:262] MarFly Bought ShieldSuit
[10:320] MarFly Unlocked AutoTurret
[10:336] MarFly Unlocked FlameTurret
[10:463] MarFly Placed/Upgraded AutoTurret
[10:994] MarFly Placed/Upgraded AutoTurret
[11:694] MarFly Placed/Upgraded AutoTurret
[13:347] MarFly Placed/Upgraded AutoTurret
[13:770] MarFly Placed/Upgraded AutoTurret
[16:874] MarFly Placed/Upgraded MiningDroid
[17:715] MarFly Placed/Upgraded AutoTurret
[18:114] MarFly Placed/Upgraded AutoTurret
[18:592] MarFly Placed/Upgraded AutoTurret
[19:314] MarFly Unlocked BioMechanicalRepairDrone
[19:422] MarFly Placed/Upgraded HealingDrone
[20:317] MarFly Bought ShieldSuit
[20:843] MarFly Unlocked ExplorationDroid
[20:889] MarFly Placed/Upgraded ExplorationDroid
[20:924] MarFly Placed/Upgraded ExplorationDroid
[21:636] MarFly Placed/Upgraded HealingDrone
[22:720] MarFly Unlocked LongRangeScope
[24:082] MarFly Placed/Upgraded ExplorationDroid
[25:577] MarFly Unlocked MiningCharge
[26:576] MarFly Placed/Upgraded AutoTurret
[26:762] MarFly Placed/Upgraded AutoTurret
[27:065] MarFly Placed/Upgraded AutoTurret
[27:266] MarFly Placed/Upgraded HealingDrone
[27:457] MarFly Placed/Upgraded HealingDrone
[27:720] MarFly Placed/Upgraded NukePack
[28:544] MarFly Placed/Upgraded AutoTurret
[28:813] MarFly Placed/Upgraded AutoTurret
[29:279] MarFly Placed/Upgraded NukePack
[29:712] MarFly Placed/Upgraded AutoTurret
[00:572] Tin Unlocked AssaultRifle
[00:749] Tin Placed MiningDroid
[00:821] Tin Unlocked HellfireRocketLauncher
[04:717] Tin Unlocked Stimpack
[05:930] Tin Unlocked SpecOpsHellfireRocketLauncher
[07:463] Tin Unlocked SuperStimpack
[10:257] Tin Placed MiningDroid
[10:365] Tin Unlocked RocketLauncherMod1
[11:167] Tin Unlocked EnergyPack
[13:250] Tin Unlocked SpecOpsSuperStimpack
[14:930] Tin Unlocked MedicShield
[15:489] Tin Unlocked HazmatSuit
[16:496] Tin Unlocked OpticalVisor
[17:467] Tin Unlocked ExplorationDroid
[17:510] Tin Placed ExplorationDroid
[20:011] Tin Unlocked BioMechanicalRepairDrone
[20:532] Tin Placed ExplorationDroid
[20:676] Tin Placed ExplorationDroid
[21:849] Tin Placed HealingDrone
[22:072] Tin Placed HealingDrone
[22:802] Tin Unlocked FlashBang
[22:813] Tin Unlocked SpecOpsFlashbang
[24:967] Tin Placed HealingDrone
[25:980] Tin Placed HealingDrone
[26:196] Tin Unlocked AutoTurret
[26:340] Tin Placed AutoTurret
[26:686] Tin Placed AutoTurret
[27:424] Tin Placed AutoTurret
[28:301] Tin Placed AutoTurret
[28:481] Tin Placed AutoTurret
[29:984] Tin Placed AutoTurret
[00:568] Frosky Bought PlayerNumber
[00:613] Frosky Spawned MassiveCocoon
[01:119] Frosky Placed/Upgraded PrimalSunkenColony
[01:120] Frosky Bought SunkenColony
[02:053] Frosky Spawned Hunter
[03:902] Frosky Spawned MassiveCocoon
[05:342] Frosky Spawned Hunter
[05:660] Frosky Bought CreepSpeed
[07:386] Frosky Bought UnlockDropPods
[08:689] Frosky Spawned MassiveCocoon
[09:120] Frosky Placed/Upgraded LocustNest
[09:897] Frosky Bought EvolveDropPods
[10:129] Frosky Spawned InfestedAbomination
[10:929] Frosky Bought EvolveDropPods
[10:933] Frosky Bought EvolveDropPods
[10:936] Frosky Bought EvolveDropPods
[13:121] Frosky Spawned MassiveCocoon
[13:890] Frosky Bought StrainSpeed
[14:258] Frosky Bought PureStrainSpeed
[14:867] Frosky Bought StrainSpeed
[15:490] Frosky Bought ShieldSuit
[15:490] Frosky Bought CombatSuit
[15:490] Frosky Bought HazmatSuit
[15:490] Frosky Bought HazmatSuit
[15:682] Frosky Spawned MassiveCocoon
[15:724] Frosky Bought PureStrainSpeed
[16:736] Frosky Bought EvolveDropPods
[16:738] Frosky Bought EvolveDropPods
[16:761] Frosky Spawned Underseer
[18:598] Frosky Bought HunterlingStrain
[18:731] Frosky Placed/Upgraded LocustNest
[20:706] Frosky Placed/Upgraded LocustNest
[21:175] Frosky Bought StrainSpeed
[21:825] Frosky Bought HunterlingStrain
[22:432] Frosky Placed/Upgraded PrimalSunkenColony
[22:433] Frosky Bought SunkenColony
[23:420] Frosky Spawned MassiveCocoon
[24:500] Frosky Spawned Underseer
[24:941] Frosky Bought DropshipsFueled
[25:002] Frosky Bought SweepingInfestation
[25:002] Frosky Bought UltimateInfestationResearched
[25:867] Frosky Bought SpawnNydusWorm
[26:428] Frosky Placed/Upgraded GreaterNydusWorm
[26:500] Frosky Placed/Upgraded NydusCanalCreeper
[27:104] Frosky Placed/Upgraded LesserNydusWorm
[27:105] Frosky Bought GreaterNydus
[27:448] Frosky Bought SunkenColony
[27:448] Frosky Placed/Upgraded PrimalSunkenColony
[28:683] Frosky Bought SunkenColony
[29:756] Frosky Placed/Upgraded NydusCanalCreeper
[29:998] Frosky Spawned MassiveCocoon
[29:999] Frosky Spawned MassiveCocoon
[31:043] Frosky Placed/Upgraded PrimalSunkenColony
[31:044] Frosky Bought SunkenColony
[31:383] Frosky Bought SunkenColony
[31:401] Frosky Placed/Upgraded PrimalSunkenColony
[31:402] Frosky Bought SunkenColony
[31:438] Frosky Spawned Anubalisk
[31:439] Frosky Spawned Anubalisk
[31:901] Frosky Bought SunkenColony
[32:387] Frosky Bought VirulentCreep
[32:387] Frosky Bought VirulentCreep
[00:572] Semicedevine Unlocked AssaultRifle
[00:867] Semicedevine Unlocked OverloadWeapon
[04:315] Semicedevine Unlocked SpecOpsAssaultRifle
[06:702] Semicedevine Unlocked AdvancedDroidEngines
[08:852] Semicedevine Unlocked TitaniumBulletCasings
[12:467] Semicedevine Unlocked TurboDroidEngines
[15:890] Semicedevine Unlocked AutoTurret
[26:128] Semicedevine Unlocked PowerConverter
[26:133] Semicedevine Unlocked SpecOpsPowerConverter
[28:659] Semicedevine Unlocked FlameTurret
[28:676] Semicedevine Unlocked HeavyTurret
Frosky First Alpha Hunter |  Loss

Frosky Placed 1 Greaters.
--------------------------------
