Analyzed: Oh No It's Zombies Arctic Map (90)

ID : 0 PlayerName: Frosky Race: Terran
ID : 1 PlayerName: IIIIIIIIIIII Race: Terran
ID : 2 PlayerName: LouDawg Race: Terran
ID : 3 PlayerName: Auronite Race: Terran
ID : 4 PlayerName: wydjaz Race: Zerg
ID : 5 PlayerName: Aiax Race: Terran
ID : 6 PlayerName: Jmsslayer Race: Terran
ID : 7 PlayerName: Security Race: Protoss
wydjaz Zombie Loss
Public Lobby

Game Length:[38:613]
Players ammount: 8
Marine rank avg: 14,833333333333334
GrandMaster ammount: 3
PURCHASES: 
[00:572] Frosky Unlocked AssaultRifle
[00:666] Frosky Placed/Upgraded MiningDroid
[00:711] Frosky Unlocked AdvancedDroidEngines
[02:457] Frosky Unlocked Shotgun
[03:956] Frosky Placed/Upgraded MiningDroid
[05:816] Frosky Unlocked SpecOpsShotgun
[06:916] Frosky Unlocked ExplorationDroid
[06:961] Frosky Placed/Upgraded ExplorationDroid
[06:968] Frosky Placed/Upgraded ExplorationDroid
[08:858] Frosky Unlocked Stimpack
[10:546] Frosky Unlocked IncendiaryGrenade
[10:909] Frosky Unlocked CombatShield
[11:190] Frosky Placed/Upgraded ExplorationDroid
[12:023] Frosky Unlocked CombatSuit
[15:913] Frosky Unlocked TurboDroidEngines
[16:238] Frosky Unlocked AdvancedCombatSuit
[17:626] Frosky Unlocked BioMechanicalRepairDrone
[17:721] Frosky Unlocked AIAssistant
[17:793] Frosky Placed/Upgraded HealingDrone
[18:815] Frosky Placed/Upgraded HealingDrone
[21:999] Frosky Placed/Upgraded HealingDrone
[25:577] Frosky Unlocked ConcussiveShot
[25:832] Frosky Placed/Upgraded HealingDrone
[30:380] Frosky Placed/Upgraded HealingDrone
[30:584] Frosky Placed/Upgraded HealingDrone
[33:123] Frosky Unlocked Teleporter
[34:672] Frosky Placed/Upgraded HealingDrone
[37:407] Frosky Placed/Upgraded HealingDrone
[00:572] IIIIIIIIIIII Unlocked AssaultRifle
[00:651] IIIIIIIIIIII Placed/Upgraded MiningDroid
[00:749] IIIIIIIIIIII Unlocked AdvancedDroidEngines
[04:373] IIIIIIIIIIII Unlocked SpecOpsAssaultRifle
[06:024] IIIIIIIIIIII Unlocked Stimpack
[08:917] IIIIIIIIIIII Unlocked AutoTargetingSystem
[09:401] IIIIIIIIIIII Unlocked MotionSensor
[09:548] IIIIIIIIIIII Placed/Upgraded SensorTower
[10:824] IIIIIIIIIIII Unlocked CombatSuit
[11:352] IIIIIIIIIIII Placed/Upgraded SensorTower
[12:024] IIIIIIIIIIII Bought ShieldSuit
[12:024] IIIIIIIIIIII Bought CombatSuit
[12:024] IIIIIIIIIIII Bought HazmatSuit
[12:024] IIIIIIIIIIII Bought CombatSuit
[12:580] IIIIIIIIIIII Unlocked BioMechanicalRepairDrone
[13:045] IIIIIIIIIIII Placed/Upgraded HealingDrone
[14:210] IIIIIIIIIIII Unlocked IncendiaryGrenade
[15:574] IIIIIIIIIIII Unlocked SpecOpsIncendiaryGrenade
[16:239] IIIIIIIIIIII Bought CombatSuit
[16:722] IIIIIIIIIIII Placed/Upgraded HealingDrone
[17:778] IIIIIIIIIIII Placed/Upgraded SensorTower
[19:660] IIIIIIIIIIII Placed/Upgraded HealingDrone
[19:908] IIIIIIIIIIII Placed/Upgraded HealingDrone
[20:867] IIIIIIIIIIII Unlocked OpticalVisor
[20:939] IIIIIIIIIIII Unlocked AdvancedCombatSuit
[21:102] IIIIIIIIIIII Placed/Upgraded HealingDrone
[21:957] IIIIIIIIIIII Placed/Upgraded HealingDrone
[30:339] IIIIIIIIIIII Unlocked MiningCharge
[30:345] IIIIIIIIIIII Unlocked AdvancedMiningCharge
[31:218] IIIIIIIIIIII Placed/Upgraded HealingDrone
[31:928] IIIIIIIIIIII Placed/Upgraded HealingDrone
[32:606] IIIIIIIIIIII Placed/Upgraded HealingDrone
[33:652] IIIIIIIIIIII Placed/Upgraded NukePack
[00:572] LouDawg Unlocked AssaultRifle
[02:051] LouDawg Placed/Upgraded MiningDroid
[02:275] LouDawg Unlocked CombatShield
[02:323] LouDawg Unlocked EnergyPack
[06:386] LouDawg Unlocked Teleporter
[09:152] LouDawg Unlocked SpecOpsAssaultRifle
[10:825] LouDawg Bought ShieldSuit
[10:825] LouDawg Bought CombatSuit
[10:825] LouDawg Bought HazmatSuit
[10:825] LouDawg Bought CombatSuit
[12:772] LouDawg Unlocked SpecOpsTeleporter
[17:053] LouDawg Unlocked AutoTargetingSystem
[17:198] LouDawg Unlocked FragGrenade
[19:097] LouDawg Placed/Upgraded MiningDroid
[20:940] LouDawg Bought CombatSuit
[21:046] LouDawg Unlocked Stimpack
[24:358] LouDawg Unlocked BioMechanicalRepairDrone
[24:367] LouDawg Unlocked SpecOpsBioMechanicalRepairDrone
[25:148] LouDawg Placed/Upgraded HealingDrone
[26:576] LouDawg Placed/Upgraded HealingDrone
[28:340] LouDawg Placed/Upgraded HealingDrone
[30:337] LouDawg Placed/Upgraded HealingDrone
[30:656] LouDawg Placed/Upgraded HealingDrone
[30:865] LouDawg Placed/Upgraded HealingDrone
[33:787] LouDawg Placed/Upgraded HealingDrone
[35:323] LouDawg Placed/Upgraded HealingDrone
[35:519] LouDawg Placed/Upgraded HealingDrone
[00:572] Auronite Unlocked AssaultRifle
[00:892] Auronite Placed MiningDroid
[01:851] Auronite Unlocked OverloadWeapon
[02:238] Auronite Unlocked AutoTurret
[03:925] Auronite Placed AutoTurret
[04:965] Auronite Placed AutoTurret
