Analyzed: Oh No It's Zombies Arctic Map (248)

ID : 0 PlayerName: Frosky Race: Terran
ID : 1 PlayerName: ninja Race: Terran
ID : 2 PlayerName: ReturnOffer Race: Terran
ID : 3 PlayerName: Theda Race: Terran
ID : 4 PlayerName: Roxadar Race: Terran
ID : 5 PlayerName: RedReaperz Race: Zerg
ID : 6 PlayerName: Agnol Race: Terran
ID : 7 PlayerName: Security Race: Zerg
RedReaperz Zombie Loss
Public Lobby

Game Length:[36:385]
Players ammount: 8
Marine rank avg: 9,5
GrandMaster ammount: 3
PURCHASES: 
[00:572] Frosky Unlocked AssaultRifle
[00:729] Frosky Placed/Upgraded MiningDroid
[00:770] Frosky Unlocked IncendiaryGrenade
[04:026] Frosky Unlocked Shotgun
[04:915] Frosky Unlocked SpecOpsShotgun
[06:673] Frosky Unlocked AdvancedDroidEngines
[08:567] Frosky Unlocked SuperStimpack
[14:309] Frosky Unlocked Stimpack
[16:326] Frosky Placed/Upgraded MiningDroid
[18:132] Frosky Unlocked BioMechanicalRepairDrone
[18:197] Frosky Placed/Upgraded HealingDrone
[18:921] Frosky Unlocked AutoTurret
[19:027] Frosky Placed/Upgraded AutoTurret
[19:533] Frosky Placed/Upgraded HealingDrone
[19:883] Frosky Unlocked CombatShield
[20:288] Frosky Placed/Upgraded HealingDrone
[21:432] Frosky Placed/Upgraded AutoTurret
[21:632] Frosky Placed/Upgraded AutoTurret
[23:755] Frosky Placed/Upgraded HealingDrone
[30:366] Frosky Placed/Upgraded MiningDroid
[31:744] Frosky Unlocked HighPrecisionBeams
[32:142] Frosky Placed/Upgraded HealingDrone
[33:992] Frosky Placed/Upgraded HealingDrone
[34:355] Frosky Placed/Upgraded HealingDrone
[00:572] ninja Unlocked AssaultRifle
[00:651] ninja Placed/Upgraded MiningDroid
[00:901] ninja Unlocked BeamRifle
[03:494] ninja Unlocked SuperStimpack
[05:870] ninja Unlocked SpecOpsPlasmaRifle
[08:371] ninja Unlocked Stimpack
[10:294] ninja Unlocked ExplorationDroid
[10:414] ninja Placed/Upgraded ExplorationDroid
[10:421] ninja Placed/Upgraded ExplorationDroid
[10:510] ninja Placed/Upgraded ExplorationDroid
[12:461] ninja Unlocked AdvancedExplorationDroid
[00:572] ReturnOffer Unlocked AssaultRifle
[00:651] ReturnOffer Placed/Upgraded MiningDroid
[00:692] ReturnOffer Unlocked Shotgun
[03:650] ReturnOffer Unlocked SuperStimpack
[05:033] ReturnOffer Unlocked SpecOpsShotgun
[09:547] ReturnOffer Unlocked Stimpack
