Analyzed: Oh No It's Zombies Arctic Updated (494)

ID : 0 PlayerName: Zepherd Race: Zerg
ID : 1 PlayerName: brayan Race: Terran
ID : 2 PlayerName: ZergWithHat Race: Terran
ID : 3 PlayerName: Frosky Race: Terran
ID : 4 PlayerName: GreyWanderer Race: Terran
ID : 5 PlayerName: Marth Race: Terran
ID : 6 PlayerName: BOBELE Race: Terran
ID : 7 PlayerName: Security Race: Protoss
Zepherd Zombie Win
Public Lobby

Game Length:[35:931]
Players ammount: 8
Marine rank avg: 21,333333333333332
GrandMaster ammount: 3
PURCHASES: 
[00:798] Zepherd Spawned MassiveCocoon
[02:238] Zepherd Spawned Hunter
[03:713] Zepherd Bought SunkenColony
[03:713] Zepherd Placed/Upgraded PrimalSunkenColony
[04:189] Zepherd Bought SunkenColony
[04:247] Zepherd Placed/Upgraded ToxicNest
[04:264] Zepherd Placed/Upgraded ToxicNest
[04:282] Zepherd Placed/Upgraded ToxicNest
[05:109] Zepherd Placed/Upgraded ToxicNest
[06:108] Zepherd Bought CreepSpeed
[06:296] Zepherd Placed/Upgraded LesserNydusWorm
[06:297] Zepherd Bought GreaterNydus
[06:612] Zepherd Placed/Upgraded ToxicNest
[06:626] Zepherd Placed/Upgraded ToxicNest
[06:638] Zepherd Placed/Upgraded ToxicNest
[06:913] Zepherd Placed/Upgraded NydusCanalCreeper
[08:080] Zepherd Bought StrainVolatile
[09:716] Zepherd Bought GreaterNydus
[10:945] Zepherd Bought BuildExtractorProcessingFacilities
[10:945] Zepherd Placed/Upgraded AutomatedExtractor
[11:866] Zepherd Bought CreepSpeed
[12:704] Zepherd Bought AdvancedPowerInfestation
[13:728] Zepherd Placed/Upgraded PrimalSunkenColony
[13:729] Zepherd Bought SunkenColony
[14:803] Zepherd Placed/Upgraded LesserNydusWorm
[14:804] Zepherd Bought GreaterNydus
[15:130] Zepherd Bought SunkenColony
[15:266] Zepherd Bought PureStrainVolatile
[16:058] Zepherd Bought ConstructiveCreep
[16:735] Zepherd Placed/Upgraded LesserNydusWorm
[16:736] Zepherd Bought GreaterNydus
[17:251] Zepherd Bought StrainDamage
[17:264] Zepherd Bought PureStrainDamage
[17:715] Zepherd Placed/Upgraded LesserNydusWorm
[17:716] Zepherd Bought GreaterNydus
[17:919] Zepherd Bought SunkenColony
[17:919] Zepherd Placed/Upgraded PrimalSunkenColony
[18:557] Zepherd Placed/Upgraded PrimalSunkenColony
[18:558] Zepherd Bought SunkenColony
[18:842] Zepherd Placed/Upgraded PrimalSunkenColony
[18:843] Zepherd Bought SunkenColony
[19:545] Zepherd Bought SunkenColony
[19:603] Zepherd Bought SunkenColony
[19:617] Zepherd Bought SunkenColony
[19:745] Zepherd Bought GreaterNydus
[19:825] Zepherd Bought BuildExtractorScienceLabs
[19:825] Zepherd Placed/Upgraded AutomatedExtractor
[19:977] Zepherd Bought BuildExtractorExcavationZone
[19:977] Zepherd Placed/Upgraded AutomatedExtractor
[20:548] Zepherd Placed/Upgraded LesserNydusWorm
[20:549] Zepherd Bought GreaterNydus
[20:861] Zepherd Bought KaboomerStrain
[20:906] Zepherd Bought BuildExtractorScienceLabs
[20:940] Zepherd Bought StrainSpeed
[21:452] Zepherd Placed/Upgraded PrimalSunkenColony
[21:453] Zepherd Bought SunkenColony
[21:650] Zepherd Bought PureStrainSpeed
